"letd_gtv_wavelet.HHH_firstorder_Median_231","sub"
0.0643391097886374,1916742
-4.38982042633314,1980052
0.127580073499964,1926770
0.232818224309065,1979045
0.064710627527921,2196212
-0.0103507496716721,2393207
0.042836607180131,2146138
-0.330149603047113,2228399
1.35465042910143,2144796
-0.38511782625308,2234271
0.00541629297922398,2296332
0.981690377401455,1684230
0.00960136755039813,1720713
0.177279005273953,2186951
1.22787530979561,2439458
-0.117683475967709,2135748
0.54572929016603,2141116
-0.191649319942136,2108003
0.404553862960438,2006164
-0.115355019290889,308862
-0.107461712667021,1085983
-0.0852613917387877,2004451
0.192799290325494,2359944
-0.230637155876368,2069079
0.013852804411945,2059713
-1.57341687824943,2294873
-0.0587541798997418,2033049
0.27218926141638,1485662
0.392001170094089,1526417
-0.106064337277601,1386095
-2.35132665808118,983079
-0.460976434801711,2132424
-0.136940933599158,2138375
1.51099681683065,2490180
-0.0745541308086768,2034136
-0.191177944826327,2510402
0.0161638929085484,1330263
-0.0158428715715271,1768972
0.141614046101319,2306459
0.375269758753663,2181724
0.0344053844452236,2217034
0.54487994944648,2218615
0.281873693019212,92173
-0.136742184818311,2414406
0.102869316391514,2381907
-3.81289066858254,2002465
0.0317777323679872,2474709
0.120182697005314,2176530
-0.0183854456469502,1279943
-0.306536412535317,1976407
0.00581338483259231,2250836
0.27203704351657,1915938
-0.788215708393184,2133380
-1.58636206494146,2271329
0.0546837539491268,2286108
0.217052205588704,2040495
-0.2211909813175,1125173
-1.46812358974696,1767700
-0.0964770534992632,2138678
0.444749975565554,2443354
-0.459350703583411,2234422
0.0342916557078578,2151024
-0.238864592285387,2057358
0.0115473765124534,2425694
-0.177011537435888,2500377
-0.174455603964892,2183356
0.0173777190897414,2131601
0.112021661525555,2152442
0.228542522225769,2306893
0.19946770555658,2009915
-0.150674189393877,58325
0.0928083584835233,2395943
-0.230495756865236,2480330
-0.58743003991936,2076301
-0.583498726246016,2205389
1.0598869091545,1975401
-0.281318587638144,2250648
-0.235214975425995,2185290
-0.220940060377949,2091555
0.292309776572666,1232870
-0.566328589650256,2139733
-0.0597269984311203,2559453
-0.125579564591524,1938156
-0.633384621939971,2158101
0.0783909721951995,2199403
7.431906590936,2430773
0.0745696441169328,1738800
0.397653034817218,1565177
-1.21222341123668,1978972
-0.352882792881622,2487135
-0.294734202793223,1612262
-0.00733900802879131,2051378
-0.130315214339462,1497807
0.0517865328389522,2026671
0.0381431993966465,2340322
-0.0346566774894041,2293123
0.0952492736442619,2395415
0.376327111927491,1966316
0.102631561653094,1973544
-0.140659858964144,2010259
0.14205408507885,2145694
-0.636405101103298,965005
-0.15419096575586,2096627
1.13610176825174,2047354
1.42096279803065,1364384
0.0497815416141581,2244172
-0.0820077655244515,2132982
-0.972455586745186,2134220
-0.223408882475643,1889409
0.322907825149654,1938561
-0.11738611591448,2055667
0.273390998455447,2176784
-0.100331881493543,923666
-0.400565112785211,2086044
-0.0160806649488349,2078198
-0.204297856570506,1501387
0.0879799271054493,1518948
0.00066497153975065,1606693
-0.0725782926249809,2305115
-0.0830238330463061,2237571
0.0537005294821873,2285214
0.151036631618979,2426863
-0.289610782823679,1979422
0.411575862656852,2480056
0.0762724599170634,1668599
0.0570857597495129,2339674
0.0709709678016857,2133204
0.0759694440965829,2294852
-0.0366796744360693,2445526
-0.620497354941256,2200416
0.124094034373492,2168082
-0.210798965415965,2075846
0.625759681508318,215131
0.0214217037608888,2274521
0.0226419536572344,277752
-0.706985328421518,2078899
-0.152297969348326,2172217
0.101604655923118,1614566
7.03391429691857,2100050
-0.17705262989342,2183291
-0.219262301896774,2336735
0.0191722201415565,2352038
0.920469261567411,2305114
-0.0324991230297376,2448298
-1.06594048328346,1329352
-0.627181418922037,1183075
0.546631604801214,2110540
0.0486603014537292,2070958
0.0222861522856999,2340155
-0.0886956547551573,2075832
0.556479652775857,2498991
-0.00090474898780152,1919296
0.10879083708508,2401405
-0.227174647832771,1644034
-0.108694525031871,2405144
-0.192874655682133,2158329
-0.0665770937142188,2319068
0.36789235856418,2504802
0.0171051990117219,2331869
0.0461740266532501,2317120
0.715951849277463,2072215
-0.278864854026267,2228400
0.900217383851186,2145166
-0.167547366814871,1692385
-0.137899351899914,2109902
0.213568610371908,2219842
-0.157771051936053,2520618
-0.147964772599485,2419459
-0.107048353841747,2276121
-0.229774735893184,2350037
-0.40914495517347,2001182
-0.401519435363825,2278618
0.239452279908876,1740845
-0.077826033217101,2321962
0.581367578846129,2212664
-0.168310156424998,2453577
0.0634091200498266,2224150
-0.0270578764709044,1967281
-2.04434811051131,1742294
0.000710757414725939,2488660
-0.282340393034887,2085349
0.00259068904820855,2247869
-1.5498721944863,2157529
-0.168484065230635,2119177
-0.15409811650767,2010554
0.0921628572183319,2493534
0.126457246730191,2200813
-1.50742474842508,2116787
0.732258541959503,1154608
-0.235428068894062,2267382
-0.0984923902863556,1181124
0.176329329021637,2137799
-0.0349745958460523,1458656
-0.0557719025221285,2269346
0.0239816701658339,2092954
0.131540057228304,2007309
2.72021797669682,1671370
