"mkm9d_gtvper_log.sigma.2.0.mm.3D_firstorder_90Percentile_250","mkm9d_gtvper_log.sigma.4.0.mm.3D_glcm_ClusterShade_250","mkm9d_gtvper_wavelet.LHH_glcm_ClusterShade_250","mkm9d_gtvper_wavelet.HLL_glcm_MaximumProbability_250","mkm9d_gtvper_wavelet.HHL_glcm_JointEnergy_250","mkm9d_gtvper_lbp.3D.m1_firstorder_RootMeanSquared_250","mkm9d_gtvper_original_shape_SurfaceVolumeRatio_249","mkm9d_gtvper_lbp.3D.m1_glcm_Correlation_249","mkm9d_gtvper_lbp.3D.k_glcm_ClusterProminence_249","mkm9d_gtvper_wavelet.HHH_firstorder_Mean_248","mkm9d_gtvper_lbp.3D.m1_firstorder_Median_248","mkm9d_gtvper_original_shape_Flatness_247","mkm9d_gtvper_wavelet.HLL_firstorder_Mean_247","mkm9d_gtvper_wavelet.HHL_firstorder_Median_247","mkm9d_gtvper_lbp.3D.m2_firstorder_Skewness_247","mkm9d_gtvper_lbp.3D.k_firstorder_Range_247","mkm9d_gtvper_original_shape_Elongation_245","mkm9d_gtvper_lbp.3D.m1_glcm_ClusterShade_245","mkm9d_gtvper_lbp.3D.m2_gldm_LargeDependenceLowGrayLevelEmphasis_245","sub"
0.294496914407624,0.776150468149381,-0.134519937472829,-0.825489788426299,-0.726798202376367,0.241302793109581,-0.883493588008831,-0.60557660001081,-0.0935243549002369,-0.357268252728055,-0.0570502789710768,1.31168292717136,1.10425814159092,0.169148286729518,0.54195808351177,0.47115046346431,1.02769013153375,1.00784563407461,1.69875173515636,1085983
0.507163472237773,0.631920717480592,-0.0703577137708496,-1.12112055668267,-1.0339042675415,0.163352169966719,-0.101898225844604,-0.371519874471251,0.503026458688417,-0.643360174323342,-0.0570502789710768,-0.684619025977092,1.05200342742518,0.644036030884288,0.417480595935324,0.69697428837638,0.903315011727641,0.31843133767329,-0.321777459108311,1125173
-2.14289977898129,0.257697120032733,0.389577204222271,0.899012556779493,-0.0652507533811674,-1.67266127677957,1.75088930515183,0.582604171296706,1.45342993858823,2.12252780553756,-1.21006644343885,-1.6945783928603,-1.92757022061332,-0.879346357661889,-4.45152887129601,1.5781760536653,-1.09125817683295,-1.31660761109814,-0.90860680497828,1154608
0.762450806733858,-0.550465297170818,-0.180606898312422,-0.552924946142999,0.5395751429646,-1.28438523847182,-0.103970383034318,1.40044851515814,-0.593232268296937,-0.472623856189993,-0.441389000460252,0.978025873237056,0.460402521476582,0.197747807445237,0.354597007248058,-0.958174874737536,0.128547106063381,-0.0899320842410387,-0.949337395632573,1181124
1.37567371905435,0.53674706536928,-0.170050205058659,-0.627393538041134,-0.75419310095263,0.686255986418774,-0.236949225246524,0.536316558462393,-0.293599881286269,2.27249547531156,0.327288442518179,0.612247159021528,1.05862984383999,-1.22899678002282,-0.0457539577079207,-0.424558855535498,1.3884677017123,0.195117323906128,0.98319027174228,1183075
-0.656560182775803,0.821352251001634,-0.152358063194913,1.29260568668278,0.100386812516961,0.487098440010644,0.645630178101319,-0.503784141716122,2.13033383140722,1.56574846153726,-1.21006644343885,0.174462190666563,-0.803573106691274,1.11949188118599,1.0614994894288,0.382590572797913,-0.515882743954256,0.672652919634997,-0.706602723529992,1232870
-0.242542972223776,-0.32972387340224,-0.0607378119576278,-0.792382708438292,-0.471665497603289,0.0216016138923331,0.153425922093812,-0.153146241964147,0.258897279585602,-0.54748779427245,-0.441389000460252,-0.314533799260688,0.683184692816213,1.23758289583355,1.01829310799297,0.223410249345388,0.0607759317154871,0.445403813139262,0.846998730594776,1279943
-0.307534399079289,-1.78164527042508,-0.0106232212795607,-0.627816849231186,-0.663709420332616,-0.0618412970577201,-0.541548722030418,-0.955990498547612,0.475406897832263,-0.232685820951192,-0.825727721949572,-0.906227840114156,0.414220424432258,-0.317396419038503,-0.977561649932003,0.983953286416916,-0.201139121923733,0.928479180415274,1.20521455203111,1329352
-0.057845882628197,-1.03849825354769,-0.0342322399516746,-0.369410658927228,-0.0549013014663087,-0.999574935143149,-0.393082761067541,0.738055720780345,1.46003577080589,-0.202058904085503,-0.441389000460252,-1.04583905399901,0.253616516230241,0.0959892157649851,-1.78334515186209,-0.0297541855877846,0.300674203552877,0.195641754510089,-0.676760592580009,1330263
-2.91045525027895,1.35751166262407,-0.145966229200754,0.535349809101429,-0.593188573570971,-1.44161772766213,-0.0505483638997014,-0.513886948760542,-1.46658868087662,1.8590443860364,-0.825727721949572,-1.81078084550867,-0.910357235541864,-2.13090596402151,-3.22710504500561,-2.12546153075633,-0.778798785706111,1.32860926642169,-0.61207068139882,1364384
