"mkm10d_gtv_wavelet.HHH_glszm_SmallAreaLowGrayLevelEmphasis_244","mkm10d_gtv_wavelet.HHH_glcm_ClusterShade_241","mkm10d_gtv_wavelet.HHH_firstorder_Skewness_240","mkm10d_gtv_wavelet.HHH_glszm_SmallAreaEmphasis_239","mkm10d_gtv_wavelet.HHH_glszm_LargeAreaLowGrayLevelEmphasis_235","mkm10d_gtv_wavelet.HHH_glszm_SizeZoneNonUniformityNormalized_234","mkm10d_gtv_wavelet.LLH_firstorder_Skewness_231","mkm10d_gtv_wavelet.HHL_gldm_LargeDependenceLowGrayLevelEmphasis_226","sub"
-0.463074891656716,0.262281078401192,0.0749900443869318,0.0866972611508517,-0.212643511471714,-0.128123571692848,0.782557664877213,-0.302702302118439,1085983
-0.212188863833873,0.11655040032636,0.184735160674475,-0.303615445841591,0.18527611005675,-0.636491533858155,0.497065639047822,-0.325456774170107,1125173
-0.579357212196695,-4.01012650308197,-0.631463116379981,0.26490402764112,-0.219328064215392,0.145603483005334,-0.61796914877975,-0.33002290343348,1154608
-0.392952382735473,0.130564098634793,-0.188805116029134,0.242094522790611,-0.159002539654,0.107162732887899,0.177808033621778,-0.0363409009939191,1181124
-0.350806354466875,-0.14205156154362,-0.706250322193307,-0.357255844976124,-0.217795453783507,-0.709232391371309,0.634429912950687,-0.0778105601732935,1183075
-0.168443365013871,-0.197013970169427,-0.50669957884253,-1.19148500454217,-0.214782467842254,-1.72269577768493,-0.0566909160262078,0.516840046195698,1232870
-0.236149901415199,0.0407047676962091,-0.0591322692671609,0.293773438138237,-0.134952028145489,0.186297574588433,-1.66359208721922,-0.311744542501245,1279943
-0.576940511996488,-0.260304965883237,0.0919614868488852,0.138184604642592,-0.218996970305192,-0.0570772015426625,-0.114090039054465,-0.299421452652889,1329352
3.8135217477382,0.0967945618171621,-0.416677712221411,2.14621252094526,0.421420157828181,3.5460796056877,0.640057046632021,-0.232122943423758,1330263
1.56737534855021,-0.680848222372191,-2.67692154881874,-0.730205348912532,-0.219501438929879,-0.924717454156038,0.641870893637365,-0.219114419581233,1364384
-0.228794248965744,0.158484075107598,1.13489388434499,0.503883903467311,-0.219027172456332,0.558872594950354,-1.18494847053682,-0.261474395117894,1386095
-0.651394072633909,0.197718170891133,0.269935652280954,0.192969319472699,-0.208094316473727,0.0443159597795065,1.39302912532243,-0.355577596588156,1458656
0.189371507407263,-0.018362857239354,-0.633228316032496,-0.526474246715586,-0.0944022249698886,-0.838182666744831,0.847886628442371,0.294783947553746,1485662
-0.192637931537045,0.0880267315948185,-0.317474928708654,0.0186419295087749,-0.17384117375359,-0.214618388866252,0.386055370501914,-0.00194474329839405,1497807
0.0665249468422251,0.130609191557751,0.398859293815217,-0.84321994297614,-0.0595452792425593,-1.32210091753568,-0.350524335891005,-0.17464891512768,1501387
0.878590182789162,0.34197394378491,0.485034287071584,0.238309460439426,-0.217723311119942,0.173261819602458,0.555739076531432,-0.313172146928652,1518948
-0.551710429224523,0.879416892880098,0.509426342332427,0.278420430556393,-0.217865192443576,0.152070378292544,0.568748379202953,-0.305070728336859,1526417
-0.727578554568085,-2.1438329361206,-0.883842474169664,0.407248790933558,-0.216954191617729,0.337128885977335,-0.792300570734255,-0.356287678459088,1565177
0.687805982060356,0.103099565957449,0.287185419365072,0.613791923646507,2.62766679000225,0.667206895806267,-1.59505704317352,0.193643528693567,1606693
3.21249760534869,0.104117160976084,0.173538847095674,1.28824295082892,0.633813121027294,1.82354165653848,-0.402214277037577,0.0969660768152094,1612262
-0.279587779763581,0.231631299135157,1.5150936703883,-0.463999029866134,-0.182842977827121,-0.838197386215839,-0.35143117090719,-0.24523694898448,1614566
4.09762703300647,0.098961299776702,0.0691330833506596,2.07893437458904,0.306854125340436,3.48139523738183,-0.757944210611003,1.84368446505884,1644034
-0.636567924168816,0.175216945636098,0.456159687206421,-0.00338286096126446,-0.210919217433987,-0.261854130650117,-0.40409290801608,-0.306766546430123,1668599
-0.550753210162802,-2.16552174775731,-1.24383155638564,-0.36828028968275,-0.219485727966647,-0.733070543537239,0.554928737427511,-0.352425692679736,1671370
-0.286982843380591,1.51717872230164,0.824092927232452,0.566050553161375,-0.21914938703503,0.615904554308288,0.931260459310333,-0.316150044230108,1684230
4.66756142848135,0.0459183777428723,-0.189304369455495,1.39493853070893,-0.0640992792795988,2.09120620240608,0.0810026779743349,0.15962265970872,1692385
-0.705587263769983,-0.0456809902748496,-1.28350807328215,0.645337054222379,-0.202792798260546,0.724182899861064,-1.64665240441722,-0.315822799907585,1720713
-0.476392587315567,0.199895059368986,-0.0161744855260062,0.423995713403621,-0.174894554192236,0.374410291645911,-1.30173421634101,-0.0879525998016117,1738800
-0.695759512477407,-0.0756765963128713,-0.174984716437555,0.774947425217473,-0.213537807583259,0.920248306565765,0.0794779285133769,-0.284810614523779,1740845
-0.491963053881957,1.31423702191085,0.553669839692248,-0.242692664564921,-0.219368609294878,-0.568381347619876,0.823924133339532,-0.243951978184926,1742294
-0.622510748632051,0.503823486250166,0.167016529700452,0.398562117327506,-0.21869623333844,0.35089771803123,-0.908568709736863,-0.368011082907581,1767700
-0.582216716175459,0.130535012784275,0.440507617567096,0.470501869543963,-0.0912930579426008,0.445898715761032,0.263077096841078,-0.0891857438731041,1768972
-0.640030500091655,-0.251422638192325,-0.659646359391982,0.219203904716543,-0.197839543832457,0.0595463622109356,-1.3765663031161,-0.301889020462926,1889409
-0.438484032583123,0.0899289274650733,-0.18751214549669,-3.49902026076169,2.38723474890363,-1.22308138724259,0.793371644931437,3.53105749254334,1915938
-0.129623689693329,0.0281276100561681,-0.346261680016273,0.63558394529645,-0.135149595035899,0.695794660556969,-1.63087283610745,0.0546047215970616,1916742
-0.800340009033512,0.121678281684517,0.388141799952405,-6.98137188018871,0.421970758929271,0.790875161091611,0.385169883600674,8.63248763830707,1919296
3.16614354742744,0.170680722705702,0.428506114648663,-0.378987092405423,-0.170601075126925,-0.530783823752705,2.34027664874839,-0.127779919347216,1926770
-0.605273351685062,0.311836408332193,0.930437612285461,0.166918867055691,-0.11043466203111,-0.0169751081205578,-3.64796605665336,-0.268634407353754,1938156
