"mkm8d_ctvper_original_shape_Flatness_250","mkm8d_ctvper_original_shape_Sphericity_250","mkm8d_ctvper_original_glszm_LargeAreaLowGrayLevelEmphasis_250","mkm8d_ctvper_log.sigma.2.0.mm.3D_glcm_Imc2_250","mkm8d_ctvper_wavelet.LLH_firstorder_90Percentile_250","mkm8d_ctvper_wavelet.LHL_glcm_ClusterShade_250","mkm8d_ctvper_wavelet.LHH_firstorder_Skewness_250","mkm8d_ctvper_wavelet.LHH_glcm_ClusterShade_250","mkm8d_ctvper_wavelet.HHL_firstorder_Skewness_250","mkm8d_ctvper_wavelet.HHH_firstorder_Mean_250","mkm8d_ctvper_wavelet.HHH_firstorder_Median_250","mkm8d_ctvper_wavelet.HHH_glcm_ClusterShade_250","mkm8d_ctvper_lbp.3D.m1_glcm_DifferenceVariance_250","mkm8d_ctvper_lbp.3D.k_firstorder_Kurtosis_250","mkm8d_ctvper_lbp.3D.k_firstorder_RobustMeanAbsoluteDeviation_250","mkm8d_ctvper_lbp.3D.k_glcm_Idmn_250","mkm8d_ctvper_lbp.3D.k_gldm_SmallDependenceLowGrayLevelEmphasis_250","mkm8d_ctvper_wavelet.LHL_glszm_SizeZoneNonUniformityNormalized_249","mkm8d_ctvper_wavelet.HHL_glcm_ClusterShade_249","sub"
1.40288253780765,0.0158421053703826,2.72926726258597,-0.274644693201623,-0.638871626429642,0.857957069436343,-0.307574138215915,-0.17076320905489,-0.879680409165778,0.350510572622125,-0.308160427262558,0.191478377714378,0.114702224060275,0.673844115457162,-1.35981006490597,1.05075677041356,-0.201394657090127,-0.238942509916495,-0.439953552964057,1085983
0.200657181245088,-0.858247149825437,-0.454629375639627,-1.7652478142864,-0.855776634652972,0.49532657336788,0.378977843063983,-0.132489455447982,-0.9477195270746,0.745822234177626,-0.00585251825366928,0.0297558683243622,0.474276351340423,-0.628513789360121,0.715406659233433,-1.04522884557104,0.451720784149986,-0.214976722282478,-0.488962996306508,1125173
-1.31277195749427,1.77112991594406,-0.218663479458281,1.0369457944515,2.20054421378341,-0.727314102272183,0.0317299034594777,-0.1001411879896,-0.479150093385456,-0.352492228372537,-1.3475529979681,0.0986907715617884,-1.67568745120634,0.87183326410037,-2.22141772142414,-0.00546393670519486,0.577063346680186,-0.410337440222958,-0.349804399567072,1154608
0.850921800261826,-0.119052065307708,-0.430769164439457,0.926746564849801,0.136329169035982,0.141932285149336,0.0107945691084122,-0.0456731708553862,3.25254880734237,0.433830648657706,-0.24989888217236,-0.454451539793808,-1.24833429857901,0.896382222838266,-1.11996213407452,1.00229024866439,-0.287574789660953,0.360524484641227,2.21895462971374,1181124
-0.460845108394831,-0.481428769758493,0.311363177183338,1.03004500481697,-0.721809626098298,-0.525710184471335,0.245268421175168,-0.146798165027367,4.404221166746,-3.00933240748614,-2.53386213369306,-0.933568053625694,-0.355898252514253,-0.595340689581792,-0.142880795247426,-0.16838372259108,2.15706186928895,2.15269163968951,5.40767440510537,1183075
0.0637789562715629,0.27629413978159,0.00864249623029613,0.522171675951583,-0.41297085023952,0.501889682599209,-0.703645162726051,-0.195265046103014,-0.566037128061346,-1.47038827600282,-1.50782931961122,-0.0197247444328355,1.11239577529375,-0.331300081956138,-0.488360285087319,-0.945068860688584,3.50364996768041,0.371968747150147,-0.389453731099388,1232870
0.346969164738446,-0.533778645389151,-0.321861129288066,0.127735905399899,-0.64113273538732,-0.890006232687915,1.07215527632191,0.0928118216357142,-1.0862762619927,0.133178506012402,0.0941225772471062,0.0337390266895616,-0.744101030295489,1.79314716489134,-1.0554112879684,0.781556931159598,-1.143184783702,-0.549202665267941,-0.489565948358414,1279943
-1.00254485212489,0.0412918027578702,-0.380389247819877,0.372548763279945,2.4963654192963,-0.415283063342604,0.543466409212497,-0.0748317570355276,0.459691995022905,-0.1603312618982,-1.19543213368371,-0.515738776796828,0.257018052347611,0.681924696102626,-0.653903932109325,0.556055113050388,-0.202288609007222,-0.310165663341986,0.254847281304099,1329352
-1.39734278488104,-0.3371789917031,-0.434979251831744,0.293329451303125,-0.270259042902768,0.389162402837605,-0.300668612960978,-0.0896211075999812,-0.156381097523832,-0.208042656427324,0.202957888148036,0.0501844038672671,-0.908337780241439,0.804295493524323,-0.233470613729943,0.187760317890432,1.36323902812611,0.174655132754605,-0.225864575902189,1330263
-1.21982328972274,2.77727042251111,0.448432511641211,1.17368410622465,1.17738088714004,1.06088711078091,-0.929911097203825,-0.375194963769709,0.735277864130957,3.05174294516025,-0.184585011957538,-0.195524886070745,-0.0916363025758967,0.881141686364688,1.09053925064433,0.911310724051134,-0.572437256361104,0.391964680621897,-0.0482248209077289,1364384
