"lemd_prc_wavelet.LHL_glcm_Correlation_237","lemd_prc_wavelet.HHH_glcm_ClusterShade_230","lemd_prc_lbp.3D.m1_glrlm_LongRunHighGrayLevelEmphasis_228","sub"
0.944344139266611,-0.0236486911920783,0.259363682786109,1916742
-0.44867907314447,0.116575145219544,-1.00518092625607,1980052
0.745523805320406,-0.0434132862985071,-0.1721883504085,1926770
-0.509622236508978,-0.0473905400840932,-0.175730712206462,1979045
0.896375926163136,-0.0946002351685113,0.141506267714479,2196212
-0.677629199309489,0.670607924048361,0.15191312197486,2393207
0.624293993745388,0.174830773550915,0.191804651761258,2146138
1.17215721906429,-0.00538924117432922,0.52540810279768,2228399
-0.0285726125273638,0.790008259069693,-0.421729477476121,2144796
-0.561608242132238,-0.244972886388103,0.145567379532012,2234271
-0.366662971427559,-0.032617677190336,0.595154763197785,2296332
0.318464756783694,-0.259715512967262,-0.978530289069227,1684230
-0.240952219936749,-1.42035635287214,0.619995834826787,1720713
-0.396257348638886,0.461632359253931,0.390035417777232,2186951
0.340766252847238,0.131942627996927,-0.152263883792764,2439458
-0.517583659118103,-0.0304616509585436,0.637171628401492,2135748
-0.400179850366814,0.0306838138237111,-3.99340258385129,2141116
1.42599051409765,-0.0134256342232099,0.724508923017226,2108003
0.924139930984498,0.127991064394407,0.393707821889293,2006164
-0.481841223370121,0.00103817038412133,-0.513169277629557,308862
0.834235351463318,0.0656134652625597,0.521286385367545,1085983
0.220523993758507,-0.0494099487706648,-1.07915247911635,2004451
-7.21184510991477,-0.0166006693549048,-0.350252415822744,2359944
-0.0988621823269125,0.330682310227907,-0.47204802865489,2069079
0.292044581748247,0.0532162009222993,0.61806329928369,2059713
-0.63805692597525,-0.0147609318419752,-0.0414752581378299,2294873
0.269958689332827,-0.213042983715762,-0.354453970739403,2033049
0.407248282785801,-0.0366635057896621,-0.149813359568376,1485662
0.979541761479716,-0.11221979944038,0.226869544834936,1526417
0.302851454058103,0.11590385577951,-0.148836704106844,1386095
-0.369620510365292,-0.0500448348905293,-0.198390905767411,983079
0.129367183327973,0.396457619055011,0.0705176429359786,2132424
0.55071325892266,-0.134873765737079,0.600969663474221,2138375
0.380537888776951,-0.0265571591409775,0.2602214458579,2490180
0.499909683775524,-0.0308428462397879,0.59087450372342,2034136
0.211739504012472,0.124513739665649,-0.0327540538883918,2510402
-1.12807007546566,0.0795174613552232,0.795389831460372,1330263
-1.5950893332124,-0.11622856659312,0.795183842019931,1768972
1.05042281722483,-0.0619372157465345,-0.694558857375281,2306459
0.700898950710247,0.793793899521838,-0.0495679410861545,2181724
1.62140597096082,0.0550991052411095,0.311038530312795,2217034
-0.541255202678336,0.0488275928611791,-0.307332110589911,2218615
-1.51668436318695,-0.333765950128472,0.530158773389953,92173
-0.50578181042936,-0.363126445886135,0.732718724760053,2414406
0.264159269803623,-0.0124887730919943,0.577835863845406,2381907
0.619123767162958,0.542063490501446,-0.313612886976875,2002465
-0.0273145450279764,-0.045234516520561,0.0753497772459256,2474709
0.400092293213109,-0.103666750261331,-0.0321266740555222,2176530
0.0624911301578343,-0.0214885566274359,0.418327679782293,1279943
1.34243757410589,-0.0383328368377256,-1.28855717592921,1976407
-1.42857987174368,-0.0563457509965953,0.145982095240169,2250836
0.317382881766395,0.00548718712151138,-0.773698709052325,1915938
-0.503940249088929,0.837619949243939,0.232991410782942,2133380
0.3302107274758,-1.01232296467419,-0.578314904457271,2271329
0.569391181357009,-0.0204698735313647,0.250551278855179,2286108
-0.791981697343533,-0.0308856648099176,-0.336012694616441,2040495
0.0207472442751188,0.00163873982804143,0.489782243022815,1125173
-0.457201769506856,-1.43953655535158,0.375227915410575,1767700
-0.282643811115233,-0.379008132365173,0.585427902951775,2138678
0.298675697275973,0.0233882532827714,0.444501649184697,2443354
0.0133944947053904,-0.249187713307917,-0.615658615670396,2234422
0.570571377289449,0.0646820615554018,0.834534786703566,2151024
0.870983095954749,-0.0665625915692457,0.109783293513859,2057358
1.36615728009698,-0.0722073974964277,0.527950019197021,2425694
0.39020029945634,0.0578811010774477,0.206820311958461,2500377
-0.11330092372111,0.238565714521138,0.640497146981815,2183356
-0.564891912043517,0.179726212462455,0.599134825908396,2131601
0.0415208255919446,0.186506795864623,-0.16149154581989,2152442
0.60345868326236,0.0563097019851828,0.682569405582154,2306893
1.66695916125831,-0.01293818529798,-0.383313113134952,2009915
-0.326886309617891,-0.360435441422999,0.519949788726858,58325
0.853164279133904,-0.0359485608597978,0.46515053259626,2395943
-2.29105639323493,-0.283670513394142,0.782010676274421,2480330
0.273899577849728,-0.0856313848984762,-0.119975625654472,2076301
-1.07106021375168,-0.252291958324232,0.301030671775458,2205389
0.774144931274532,-0.164176878894618,-0.457802889426562,1975401
-0.619718868970066,0.0201016684431311,0.350526979456589,2250648
-2.37746980489971,-0.0506874341034875,0.189567685293238,2185290
0.12995134283868,-0.023028235536209,0.381104188829804,2091555
-0.302281906233354,0.0257060336973384,0.0339092265288017,1232870
0.319433469165896,-0.594170126562941,0.401059372850212,2139733
0.125683797581796,-0.0489035996176852,-0.145485202397137,2559453
0.122943056140993,-0.0263999856335132,0.843200950146749,1938156
1.03377025774684,-0.00391770279519677,0.20091275152361,2158101
-0.220183465718469,-0.625309548379307,0.135138737034886,2199403
-1.08377702816062,0.206636179764967,-0.185619482888936,2430773
0.950620353727568,-0.0227906095968585,0.471828148988199,1738800
-0.194069104840717,-0.056068685139799,0.832245446523069,1565177
-0.147627119097003,0.117441821068311,-2.05019679095668,1978972
0.814342736458117,-0.114591096402752,0.523160567706142,2487135
1.26767857798844,-0.00200136619496961,-0.0297080921184088,1612262
0.309149714004248,-0.310850523589376,-0.204066701580234,2051378
0.235091937247989,0.0983347285945251,0.402093923663713,1497807
0.0309836149229838,-0.113821809230239,-3.94917598849996,2026671
