"lemm_ctv_m012_250","lemm_ctv_grady_248","lemm_ctv_m020_247","lemm_ctv_volume_244","lemm_ctv_energy_243","lemm_ctv_std_238","sub"
-0.163666623657574,-0.0743031662964163,-0.45620152922682,-0.197226326528362,-0.137521036278026,0.0176223762712572,1085983
-0.0195526713498008,-0.0742815326985316,-0.253146390499533,2.20078397035888,-0.43911059966313,-0.453814564020406,1125173
-0.14407914551616,-2.05528691310817,0.699026295768885,-1.00241339976413,0.0774431114601214,1.77314178376306,1154608
-0.158745345319026,-0.876649290684638,-0.202953563026668,0.0263170062323131,0.0326799622789115,0.212183010385137,1181124
0.47301443419654,-0.135850932696555,-0.225554386073728,-0.871243345003733,-0.701622361627485,-0.426553008988693,1183075
-0.109839576052525,0.00652161250132041,-0.632819227734608,-0.964540355784015,-0.687803234216304,-0.474432380005404,1232870
-0.278448954902257,-0.121366093597073,-0.573882445617443,0.814261067574694,-0.706547901581841,-0.458520960401527,1279943
-0.174970023751284,0.152968718866748,-0.246964564722121,-0.526844973526025,-0.408746633598343,-0.480051654911212,1329352
-0.176739333372694,-0.229246554367638,0.137154080298456,-0.0238724748145053,-0.624427931540488,-0.430893728087247,1330263
0.0212061401667598,0.170317426425069,0.0233840570158677,-1.1029463173211,-0.637704351509094,-0.384829203449307,1364384
-0.141057773537185,2.29780423517511,-0.192384840803186,-0.977010748314052,0.857900227473078,2.79253988691948,1386095
-0.00163383408847114,-0.0445176330855554,-0.47842840347081,0.938964992875071,0.384321885157357,-0.393678850207479,1458656
0.177931443719387,-0.0828227624874444,-0.295790088142516,0.461857012003629,0.173828074373849,-0.503918967303831,1485662
0.00197927664325069,-0.0838615490100958,-0.78722665848288,-0.160738881718252,-0.620589307623856,-0.328557470867336,1497807
0.547654843212376,0.0175724904671551,-0.521034551625426,-0.134412497488173,-0.614966515077384,-0.579652405777385,1501387
0.112066793588622,0.224106353585618,0.218844458073523,-1.00826370737081,-0.72835664234681,-0.47625687637147,1518948
0.213121855356192,-0.00338919368479805,-0.239421157366715,-0.553941135072774,-0.558606749435074,-0.488279946369531,1526417
0.148463772631684,-1.75572538644867,-0.488921088041791,0.170727230839416,1.90434392024533,1.39662624789221,1565177
0.015524864559646,-0.0377074509447022,0.277903199809289,3.65643287617995,-0.213727920828099,-0.283388366444462,1606693
-0.0780830230226797,-0.156884018492875,-0.113725338114067,-0.225862042708449,-0.702092126467191,-0.603249353276677,1612262
0.0518739995990672,0.789607288727289,-0.744652571738355,-0.456795237709147,0.21032621723396,-0.0659378107557338,1614566
0.184247667844776,-0.109446864551081,-0.517859798717452,-0.452330529272467,0.354063851414627,-0.105246416904409,1644034
0.186828655303426,0.133480568667591,0.720739006090801,0.0432521071990309,-0.165064841023382,-0.333644645789946,1668599
0.202849063781852,-0.176482165181487,-0.343319203697714,-0.879402984560424,-0.71501450199272,-0.217942533039058,1671370
0.216861378875054,-0.0175906742539084,-0.44323647338584,-0.859696685253698,-0.672541161409569,-0.407854923000886,1684230
-0.0088792149890712,-0.0596359624706012,-0.450132889067849,-0.838450831313634,-0.727491602971725,-0.497507151061192,1692385
0.0406679571913441,0.213345039137501,0.174997739683894,0.452927595130269,0.101599455977708,-0.383168567913746,1720713
-0.00662894380394677,-0.131711584102425,-0.582908502195271,0.196591748679494,-0.653282469789927,-0.504971360482261,1738800
-0.0811171654901239,-0.0560957079475213,1.11276924229132,1.48550688771006,-0.353476567658587,-0.474130520463137,1740845
-0.252207208617853,-0.145589807119522,0.637693268391722,-0.905729368790504,-0.675338332523952,-0.458566596042204,1742294
0.00731750201536207,-0.368841210803314,-0.739347798390088,-0.61983407337964,0.106924542546477,0.506476422991144,1767700
-0.170400576472545,0.603109060237733,-0.0653297510478381,1.62067978451713,0.308706676700889,1.04370997810622,1768972
0.124273752308328,0.371968818223235,-0.200524547848973,0.591333556667354,2.33014054189881,2.48976580345162,1889409
0.500953257691452,0.0795132716926354,-0.484023157826473,-0.832446568243616,-0.334993863046992,-0.472597872475198,1915938
