"mkm2d_ctvper_wavelet.HHH_firstorder_Mean_248","mkm2d_ctvper_wavelet.HHH_firstorder_Median_248","mkm2d_ctvper_original_shape_Flatness_240","mkm2d_ctvper_original_gldm_LargeDependenceLowGrayLevelEmphasis_237","mkm2d_ctvper_wavelet.HHL_glcm_ClusterShade_235","mkm2d_ctvper_wavelet.HHH_glcm_ClusterShade_235","mkm2d_ctvper_wavelet.LHH_glcm_ClusterShade_234","mkm2d_ctvper_wavelet.HHL_firstorder_Skewness_228","sub"
0.275721800463347,-0.268558946999807,1.40288253780765,0.862616966133417,-0.44324435660651,0.141302119791627,-0.144990148925708,-0.783529173411963,1085983
0.662222399085186,-0.0542653484659368,0.200657181245088,-0.453696828191531,-0.559219650070832,-0.00689022574929549,-0.122104946262199,-0.980562175537428,1125173
-0.37689534789921,-0.645292897954761,-1.31277195749427,-0.168991145073896,-0.35756051039144,0.00672351484263847,-0.110304444002877,-0.494584907454371,1154608
0.284407900431235,-0.323498342047303,0.850921800261826,-0.42958571853175,2.52515196281093,-0.38262934020151,-0.112155509348786,3.3578512242586,1181124
-2.60559730428733,-2.95338206820538,-0.460845108394831,0.483588620346246,4.4451342132283,-0.550975534687903,-0.144241505402282,4.02758899052383,1183075
-1.58946326024356,-1.27365754432093,0.0637789562715629,0.0797886325273965,-0.383003029448382,-0.0486426824450612,-0.163742693725624,-0.544562659034565,1232870
0.100955663497937,-0.144279942722791,0.346969164738446,-0.380619721883324,-0.490313391125339,-0.00277020692826966,0.0625284951354875,-0.965456851648818,1279943
-0.286030518188971,-1.68668116690368,-1.00254485212489,-0.349335077116285,0.274453113345094,-0.468373814055168,-0.124233544460257,0.543841792248102,1329352
-0.0754253696697907,0.401658900385372,-1.39734278488104,-0.412799335494938,-0.24776198362566,0.0928448920244961,-0.15173421948935,-0.166926973019234,1330263
2.91267111087295,-0.357384251778512,-1.21982328972274,0.54161240971789,-0.118659254044846,-0.471419464116879,-0.335968986421685,0.621878447060206,1364384
0.256753848208916,-0.567913871347314,1.07223304739818,-0.15603517271466,-0.62889174932743,0.054645994841985,-0.237595686152442,-1.45888532715739,1386095
0.180239320408321,-0.14846212167327,-1.33500992228802,-0.478955667864415,0.469114686067872,0.155037239200059,-0.0896133972513434,-0.492667643379227,1458656
0.0330913492775756,0.0893357567715045,1.28943635094053,-0.389626155096582,0.107153615953002,-0.078528941985855,-0.186518544278312,1.28799967509449,1485662
0.245284565316123,0.52361955183708,0.25612905997972,-0.218181764018387,-0.225408885467594,0.159969248288591,-0.0944321005270188,-0.143653158023363,1497807
-1.07670773972138,-0.998428921494285,-0.279562392966169,-0.288732376589766,0.709351493978623,-0.0232394122820458,-0.109771308283066,1.37710396278687,1501387
-0.985554605315376,-1.99351639959578,-0.185636882527467,2.6460532324616,-0.675253370129729,-0.0266061746983344,-0.0567760764151667,-1.39036803976655,1518948
0.250110104036597,0.343707014762284,0.678629184022361,-0.201641396089296,-0.0648232461193255,-0.0823854574855882,-0.141949181140857,0.89934370378489,1526417
-0.400382270409969,0.0994363943292413,0.10258433408281,-0.304007072871566,-0.0568397529414119,-0.109085578717749,-0.172859077881633,-0.753398851533961,1565177
0.356419711394908,-0.132853355202985,-0.342560029586958,-0.470860852673863,-0.462822870414102,0.0143550802024942,0.236559074371595,-1.28696607079735,1606693
-0.385639817559519,-0.450154502459418,0.227075679172601,-0.374276969160622,-0.391413009632355,-0.0138135939083482,-0.167209054437559,-0.451904410851291,1612262
-0.128464144902628,0.261497918118017,0.756583441350814,-0.396251886505712,-0.558643363297389,0.0230752983869135,0.886672044051844,-0.80292059630431,1614566
0.600292062817532,0.638977596529051,-0.477547366892062,1.01522786665457,-0.318115826667751,0.00242237255435413,-0.175007255441363,-0.0902105841717117,1644034
-1.16140888727985,-0.247749729239415,-0.722019263579097,-0.281603349105856,-0.415798589923795,-0.762202744808532,-0.172736310870569,-0.873540885377212,1668599
-0.849860799199954,-0.547582174271649,-0.207693396289046,-0.212350926942151,-0.380673549612343,0.0544990496044778,-0.134914227125575,-0.800123582123949,1671370
0.938260357263804,-0.608631074009529,2.0424851190512,-0.117824931768901,-0.37194856191119,-0.0142411004800677,0.107983753168929,-0.466172661203534,1684230
0.322192152505843,0.152617112723286,1.04076952396377,0.0685749144095861,-0.256097008612423,0.000601982937775235,-0.17808095194586,0.560335069467614,1692385
-0.096215671394731,-0.44140703751275,-0.648442907020274,-0.443990920762724,0.403670410468136,0.591393698794039,-0.121413951014139,0.838145309223854,1720713
0.635459337309367,0.416426291985531,1.13105140770582,-0.364771250619969,-0.377795269572143,-0.0393488898289954,-0.123522733605888,-0.372029484818596,1738800
-0.384207018811035,-0.0953177548684506,-0.946400144110524,-0.0838125038124812,-0.252827678623698,-0.414040472000942,-0.135452648225054,-0.241242574264108,1740845
-0.570816878959358,-1.10516797303925,-0.150524518732858,0.928931765073946,-0.088709391437413,-0.502100383234141,-0.15763637834853,0.13431254945731,1742294
-0.996841922744121,-1.15251365193759,0.469418766134226,0.146963076987715,4.97794345473608,-1.44057881052464,-0.182141707647099,0.404076581896244,1767700
