"lemdfirst_prp_original_firstorder_Skewness_233","sub"
-0.802198015092685,1916742
-0.359311203860393,1980052
0.624487783094983,1926770
0.713572435002868,1979045
-1.2273064046214,2196212
-3.01173349468543,2393207
0.576383426870244,2146138
1.34197282846028,2228399
0.38855171185641,2144796
0.749165404164566,2234271
0.574556106669801,2296332
0.286785900058848,1684230
-0.24337128921774,1720713
-0.523336799739544,2186951
-1.66635105841211,2439458
-1.08264179570559,2135748
0.81028143127698,2141116
0.148704699466165,2108003
0.932839196848717,2006164
-2.02588289307325,308862
2.2345839231844,1085983
1.20208584639701,2004451
1.02321698238096,2359944
-2.6347653112544,2069079
0.627674248307943,2059713
-0.159476209119014,2294873
0.490291691795606,2033049
-0.990151006817511,1485662
-0.83235408861493,1526417
0.0649269561712609,1386095
-1.41956949215149,983079
0.959978490464158,2132424
-0.196020139307133,2138375
0.564348368887288,2490180
0.755738186175735,2034136
-1.66664171388302,2510402
0.153354964057197,1330263
0.3776768169174,1768972
0.51772795413679,2306459
-0.397986676403323,2181724
1.00472140797215,2217034
-0.131045348339404,2218615
0.227261114722422,92173
-1.15307413161709,2414406
0.711894911853015,2381907
1.37029218303636,2002465
-0.325130346657247,2474709
-0.577132953429852,2176530
-0.279976739531765,1279943
0.134842580326846,1976407
0.399299295382006,2250836
0.677586849654405,1915938
0.975991616736965,2133380
0.424594651857143,2271329
-0.713472731359287,2286108
2.10390913290143,2040495
0.848886017199669,1125173
0.178773205907636,1767700
-1.27356800741875,2138678
-1.84539250431613,2443354
0.878525640447701,2234422
0.506240102758216,2151024
1.03365899617989,2057358
0.492236923840907,2425694
-1.25780483608327,2500377
1.25867896358672,2183356
0.964602173453395,2131601
-0.37167797529472,2152442
0.717344346925365,2306893
0.380324090659463,2009915
-2.54097711939722,58325
0.559476002542417,2395943
-0.699447593018547,2480330
-0.0960381659273438,2076301
0.0788776043418306,2205389
0.543824924906027,1975401
0.800064009764267,2250648
-2.04551348775219,2185290
0.329761529736468,2091555
-0.236449816050806,1232870
-0.635964001356251,2139733
-2.15617202012803,2559453
-1.64244793317761,1938156
1.18285660830528,2158101
-1.72215006103944,2199403
0.625081851661106,2430773
0.75520081393653,1738800
-0.542668845555951,1565177
1.3978985346011,1978972
-2.29700979179503,2487135
0.557143846818118,1612262
0.645011034187778,2051378
1.14014690295771,1497807
-0.23281452108538,2026671
-1.51366849807166,2340322
1.33661368648398,2293123
-0.945971837699884,2395415
0.290271986040022,1966316
-1.44752278611459,1973544
-0.0318013815188116,2010259
0.673779992362635,2145694
0.875462886768734,965005
1.31008092988995,2096627
-0.869256339257619,2047354
-0.287703351235103,1364384
0.285542220281809,2244172
-0.293818455039867,2132982
0.686692796103181,2134220
-1.10741125049566,1889409
0.547599663590194,1938561
-0.132551675509657,2055667
-2.24402988900979,2176784
0.119335073565359,923666
0.000351564073329555,2086044
-0.504098342120506,2078198
0.379843333298508,1501387
-0.812054980791988,1518948
0.242821161238701,1606693
-1.15727215264687,2305115
0.0395880619076109,2237571
-0.73063484477647,2285214
-2.11078515436991,2426863
0.376219398216583,1979422
0.491165095177627,2480056
0.22710347164449,1668599
-1.64973659594404,2339674
-0.640748702030248,2133204
0.247911104795924,2294852
-1.81991260557507,2445526
0.620614700942571,2200416
1.30864666588922,2168082
0.735947105954551,2075846
0.543312379357078,215131
-0.0354882913810492,2274521
-0.0433644415127135,277752
0.50802776244012,2078899
-0.157267756610637,2172217
0.0458767893033678,1614566
-0.489562070884272,2100050
-0.646533257074884,2183291
0.0563692034090322,2336735
0.0621853341921388,2352038
0.588653681895924,2305114
0.355949571461553,2448298
0.683911142940609,1329352
1.02602577778459,1183075
0.843699613880092,2110540
-1.63722493634672,2070958
-0.309996983378389,2340155
-0.0596995829275176,2075832
0.253068512659572,2498991
1.22874029882941,1919296
0.319584007293953,2401405
-0.511876343097995,1644034
-0.670674668468378,2405144
0.184160945565239,2158329
-0.0551950336572972,2319068
2.10594262914854,2504802
-1.80824837195157,2331869
-1.43000658596936,2317120
0.292420838129397,2072215
1.23974756762652,2228400
1.14470707166403,2145166
0.0423459939770657,1692385
-0.131229984040715,2109902
0.447749894412842,2219842
-0.721250616361191,2520618
1.0210169029127,2419459
1.50350825529389,2276121
1.06222201506051,2350037
0.111985762303956,2001182
-1.6603885456544,2278618
-0.502226251395359,1740845
0.739288039211327,2321962
0.976690269871113,2212664
-0.277200291710892,2453577
-1.70156150467587,2224150
1.5499383728535,1967281
-0.0783478724172556,1742294
-1.29859362138869,2488660
0.137133348229614,2085349
0.905921124615242,2247869
1.49201341669191,2157529
-1.09408133820869,2119177
1.03763558779367,2010554
-0.458556902094948,2493534
1.1450613212633,2200813
0.593353601110573,2116787
-0.348464523308297,1154608
1.13989009769034,2267382
-0.809109187865599,1181124
0.475827927946369,2137799
0.447414860115496,1458656
-0.334998414363362,2269346
-1.14672280611757,2092954
0.603577799671662,2007309
0.997413708724425,1671370
