"mkm2d_ctvper_lbp.3D.k_firstorder_Kurtosis_236","mkm2d_ctvper_lbp.3D.k_firstorder_Range_226","sub"
0.916711167288003,0.709436262839064,1085983
-0.693652205216824,0.2662727255382,1125173
0.355262652355296,-2.17606782098863,1154608
0.929602004947961,0.409994058180594,1181124
-0.551613140908689,-1.22553217848146,1183075
-0.808810443823484,-1.65713642094689,1232870
1.82741877873703,0.015212036207517,1279943
0.301072327252411,-0.0666728204784825,1329352
0.505631683056068,1.03691106461284,1330263
-0.465946039739171,-0.173081703080958,1364384
0.121813443232146,-0.820558234020226,1386095
-0.415881443148285,0.417000743463332,1458656
-1.34815754420579,-0.0772119191820735,1485662
-0.203174467543261,-0.0808070752924626,1497807
0.227223653803397,-0.11030680563141,1501387
3.01869524008229,-1.6832907110798,1518948
-0.237069677066413,-0.208801534518165,1526417
0.489082304548959,0.54986215311631,1565177
1.32897491539773,1.34423688821146,1606693
-0.937129025468263,0.0255319537823304,1612262
-0.64068934375471,-0.882829516815102,1614566
-1.51559183674751,-0.528466753725447,1644034
0.959946613236942,0.409470575007569,1668599
0.465778572952763,-0.131600628748296,1671370
-0.905454257113217,-0.714730557865148,1684230
-1.09951223251758,-0.827584160394421,1692385
-0.369740096941463,-0.508912367104786,1720713
-0.585984515254874,-1.16684224840528,1738800
0.838370568086298,0.976442797572918,1740845
0.209078217846682,-0.153528153029491,1742294
1.0150475694741,0.14961691602307,1767700
0.354994110080275,0.350314257605836,1768972
0.621717843686391,0.317341301116497,1889409
-1.16957700505954,-0.280116548582701,1915938
-0.226974541314126,0.574769955150446,1916742
-1.29158575935851,-1.41160398999119,1919296
-1.54660313171554,-0.667265713231476,1926770
-0.643638639726859,-0.13508703086349,1938156
1.08960030316788,0.208710281592969,1938561
-0.964501634681706,-0.24932850168529,1966316
-0.888449512683955,0.770092967089892,1967281
-1.40456989740653,-1.29604889639281,1973544
0.510312310746523,0.648760108354481,1975401
-0.681507216681926,-0.492112384554737,1976407
0.344183932679913,-0.265695768819842,1978972
0.453495737214581,-0.571719054183699,1979045
0.153958418820377,0.786770392253048,1979422
-0.215275585995475,-1.62740328780287,1980052
2.01028640449768,1.27542614402858,2001182
-0.778961429243606,-0.937067225641842,2002465
-1.2797696627187,-0.161095548814378,2004451
0.913017087481236,0.0123697923715549,2006164
-0.35827242019593,-0.705802064001935,2007309
0.579962497437565,-0.844311361424608,2009915
-0.726799397702204,0.112845726251546,2010259
-1.27429136852951,-1.87572484045073,2010554
0.110758355711402,-0.631610925049088,2026671
-0.276627453461853,-0.930393285755942,2033049
0.197508874345564,1.41292612071893,2034136
-1.11067283374076,-1.47083559862036,2040495
-0.671618130797071,-0.668868370664513,2047354
-0.184205028644314,-0.652000835152065,2051378
-0.936884564085101,-0.0328919472902239,2055667
-1.29176988673602,-0.419555483521993,2057358
-0.58840940950447,1.55024979045168,2059713
0.347640753213462,-0.586832094954435,2069079
-0.514457785072167,-0.72570174455734,2070958
0.819541181019102,3.21685143552922,2072215
-0.647417130355898,-0.534199344126015,2075832
-1.00481280672952,-0.959927524574133,2075846
-0.581729987881239,-0.507823363156746,2076301
-0.286872393610434,-0.151106912640313,2078198
-0.373739936030022,1.02006026048427,2078899
-0.8412413864839,-0.81716657336623,2085349
-0.294567649783447,-0.592863340557192,2086044
1.28381420383169,-0.118954003103204,2091555
-0.642538663066636,-0.759198393362003,2092954
0.729842946425948,1.92863547451072,2096627
0.125655828301655,-0.0254876824981292,2100050
0.763699386652327,0.85746446283348,2108003
-0.110545515027446,-0.813292003145109,2109902
0.327471780667563,-0.766608723280753,2110540
-0.386644585187407,0.126578846137095,2116787
-0.744525008323435,-0.33311822642559,2119177
0.067148982775168,-1.41130930849267,2131601
0.315255850139018,-0.141695927494572,2132424
1.47665296746542,0.445478186247446,2132982
-0.508829079745775,-0.514012302052537,2133204
0.887185713269874,0.459997262890578,2133380
1.15768783538142,0.437250319084047,2134220
-0.138097714805106,0.578002876799916,2135748
1.81161062867178,0.138138559257132,2137799
-0.584173994597648,0.317723822380366,2138375
0.192039864148843,0.144710437701388,2138678
-0.513126106887599,-0.881039258740353,2139733
0.149837929569382,1.25952610078877,2141116
0.0965533090993105,0.276127510641256,2144796
1.01450535262372,-0.63692690399114,2145166
-0.370676151401611,-0.692481581871232,2145694
-0.38605188954591,-0.769388433569478,2146138
0.795121857970694,0.67718819355616,2151024
-0.149395542245377,-0.68713046702304,215131
-0.684765065175688,-1.51038022441166,2152442
-0.362321723250313,0.779391851963663,2157529
-0.711290402841357,-0.0505929148620037,2158101
0.867206300268925,0.771291352460021,2158329
0.598785646869389,-2.67222299730206,2168082
-0.698490068458608,-1.05061518060198,2172217
2.90498208245811,-0.339271192846047,2176530
0.982336700135387,-0.235190482309938,2176784
-0.786213262393536,-0.722068733690932,2181724
0.209990407715479,-0.455368383282011,2183291
0.346851096558346,-0.694538287234208,2183356
1.48791010588563,-1.2558983853629,2185290
-0.0178491977327418,0.202952384974289,2186951
-0.627830535478948,0.27153223605967,2196212
-0.0590332023273648,-0.586471115347307,2199403
3.46447779002232,2.0904080880748,2200416
-0.256033475044403,-0.696911634037041,2200813
-0.64587041798406,-0.0719741594596427,2205389
-0.025446924100469,0.700190290966802,2212664
-1.50660268919267,0.350544104991835,2217034
-0.567669962555818,-0.323861588296106,2218615
1.98887213097445,1.86883729939504,2219842
0.486434737719877,-0.245012432072137,2224150
-0.417562151101392,2.00372529792001,2228399
-0.710598272298675,1.21107431364871,2228400
-0.410606232298839,2.58388519725655,2234271
-0.212579273773677,0.79958976943666,2234422
-0.387484949744199,-0.581023795041827,2237571
0.0529909892592632,0.448048126810823,2244172
0.24739730493314,0.317882979669488,2247869
-0.21680175266077,-0.0591144178124287,2250648
-0.341857223755074,1.11320701165731,2250836
3.29125979136604,1.14155060337041,2267382
0.0825159766174549,-0.285911672530506,2269346
