"mkm2d_gtvper_lbp.3D.m1_glcm_JointAverage_244","mkm2d_gtvper_lbp.3D.k_glcm_ClusterProminence_237","mkm2d_gtvper_lbp.3D.m1_glcm_ClusterShade_231","mkm2d_gtvper_wavelet.HLH_glszm_LargeAreaLowGrayLevelEmphasis_230","mkm2d_gtvper_wavelet.HLL_firstorder_Mean_226","sub"
-0.141177420374645,-0.176763302946478,0.980035619107046,-0.174453940237361,0.952824497926402,1085983
0.174570232692934,0.39936033103676,0.149305349556478,-0.183696961401314,0.883761995644245,1125173
-0.916470972184284,-0.750016479233202,-0.956615066912506,-0.186689820215801,-1.60161851272176,1154608
-0.586035181573528,-0.499955263561685,-0.199549845289033,-0.179870038288365,0.400397531638998,1181124
0.585470620372714,0.211942449065114,0.384271341651011,-0.187088082588927,1.1547789268933,1183075
0.196221840439324,4.23114651842954,0.190454838946496,-0.187298194580089,-1.13022553765462,1232870
-0.472579540835119,0.386223381950284,0.186912602951459,-0.081149538850484,0.450165979199194,1279943
-0.391155050375026,0.276191941218177,0.776703502953194,-0.186086662270596,0.484361680631637,1329352
-0.418956485206343,0.335721910962575,0.397879652124694,-0.178944642227721,0.342517613883896,1330263
-5.87493759218587,-1.36876940106878,1.36501022632962,-0.187226996119835,-0.563005711223917,1364384
0.776306444957867,3.61688604866611,0.557739010716914,-0.187651918865024,1.05617257333035,1386095
0.716377598019656,0.4051086553565,-0.313304739135719,-0.153487528313372,0.850116581884379,1458656
0.620465279400482,-0.537951424718382,0.151757445548028,5.33818172829654,1.12728938707505,1485662
0.141989301620066,-0.696304618638854,-1.34797940254595,-0.180629536881267,0.52355510219821,1497807
0.309081915853077,-0.702128143235801,-0.521413126674721,0.215554347186177,0.952050853909509,1501387
-3.59216593381172,0.0858258471308263,4.74546024936744,-0.170063302403214,-1.64038308523362,1518948
-0.391210347203215,-0.620458009151121,-1.5631250553487,-0.187746035188733,-1.34991969035658,1526417
-0.481102831561923,0.081127992328596,0.578366719889989,-0.168949657624834,-0.166281449007735,1565177
-1.93139686114594,-0.0750553682231522,-0.889465482753769,0.180016544804123,0.215144590954666,1606693
1.30477734065105,-0.178911687648749,1.27086780301062,0.250932785406016,1.38783530197087,1612262
-0.00722437924086764,-0.694764226965125,-0.608631976761611,-0.169460774964048,0.0466746878371756,1614566
