"mkm5d_ptv_original_shape_Flatness_250","mkm5d_ptv_wavelet.HHH_firstorder_Median_250","mkm5d_ptv_wavelet.HHH_glcm_ClusterShade_250","mkm5d_ptv_wavelet.HHH_firstorder_Mean_249","mkm5d_ptv_wavelet.HHL_firstorder_Median_244","mkm5d_ptv_log.sigma.2.0.mm.3D_glcm_Correlation_242","mkm5d_ptv_lbp.3D.k_glszm_LowGrayLevelZoneEmphasis_240","mkm5d_ptv_logarithm_glszm_LargeAreaLowGrayLevelEmphasis_237","mkm5d_ptv_wavelet.HLH_glcm_ClusterShade_236","mkm5d_ptv_wavelet.HHH_glcm_JointEnergy_231","mkm5d_ptv_wavelet.HLH_firstorder_Median_226","sub"
1.35119706091473,-0.160779072889321,0.143009350318,-0.183074845258464,-0.126012702451918,-0.0797597087924046,0.0567094048652012,-0.234218070639174,-0.380510078574833,-0.609956950817564,0.374954519839615,1085983
0.110236965876068,-0.620946150836834,0.153011751844094,-0.186241038166714,0.23203278482943,0.83206540013911,-1.05216702342503,-0.0901020239881303,-0.425149236164424,0.17932855551815,-0.6065286340621,1125173
-1.53027357938603,0.0914695965791969,-0.195355178964172,-0.854305360063406,0.633431897518514,0.00988287034766425,1.30206925981537,-0.247723684951561,-0.0714152835318343,-0.840066522224025,-1.55258072939895,1154608
0.884728474582034,-0.0288495227902885,-0.406277357849986,-0.76511877403814,-0.30005751341154,-0.295132508903615,-0.437613962109254,-0.249592581997167,2.42276052644924,0.584076798016991,0.00562159906970919,1181124
0.245789447239916,1.60919497676008,-0.0872416006656308,2.48221252897071,-1.08252955809596,-3.03512833554609,-0.318786880737304,-0.21009368323611,-0.267545103983723,-0.640809130869675,-0.203205814752837,1183075
0.0380830206982791,-1.5895081737991,0.0994865683114045,-1.08247754873413,-1.12145875739134,-1.37734854255461,2.66260460449571,-0.208589831259811,0.129701477984771,-0.420301145420432,-2.72123987482547,1232870
0.194384973611451,-0.0956192336251647,0.11490594131108,-0.397807511606946,0.755500710485301,-0.858077670481734,0.282361024416552,-0.112589274027964,-0.40537819237721,-0.293636991904886,0.308531986029191,1279943
-1.02730961234489,0.130719624020705,0.480146539390814,0.281181471310947,0.223907147801575,1.17428294381147,-0.633454527996479,-0.237796921136244,-0.34842441759269,-1.0743764172122,0.722678130804252,1329352
-1.32400921503537,0.27232272260504,0.0919110972109284,-1.18979230856633,0.597629345489452,1.21629360566225,1.51429925886074,-0.241611746948321,0.457603719266846,1.09039143368885,0.37096662584839,1330263
-1.15899980052833,-0.398801772903752,-0.0260498366111554,-4.6877667882205,-1.02282294570249,-0.103357958458353,0.964630667548465,-0.24691801397266,2.38211255988738,-0.955766060881749,-3.69132222965777,1364384
