"lemd_ptv2_wavelet.LHH_glcm_ClusterShade_228","sub"
-0.669085875235361,1916742
0.0294016924703778,1980052
-1.43171516461055,1926770
0.26199713025044,1979045
-0.0125889511239777,2196212
-0.0291427639838086,2393207
1.70715747173292,2146138
-0.26218790213868,2228399
1.11353316932596,2144796
0.654498763309189,2234271
-0.114112097478815,2296332
1.41635675545493,1684230
-0.0487042748095709,1720713
-0.0985414741924427,2186951
-0.101881466283724,2439458
0.897293167848665,2135748
-0.161696636994475,2141116
-0.245474523341828,2108003
-0.136214589571126,2006164
0.0293709092747509,308862
-0.166304169467221,1085983
0.462394280992305,2004451
2.0813953413611,2359944
-0.340590872765458,2069079
-0.339054823919688,2059713
-0.010206651224432,2294873
-0.0660859408008484,2033049
0.00219829405340681,1485662
0.0217512586911537,1526417
-0.099251722363664,1386095
1.59014151319119,983079
0.0471437973435079,2132424
0.0937571094519472,2138375
-0.235108195371708,2490180
0.150529636302937,2034136
-1.19679060778224,2510402
0.0967219361528474,1330263
-0.322137481224403,1768972
0.505562564664977,2306459
-0.0360611462094152,2181724
-0.211607145866679,2217034
0.0569383530163137,2218615
-0.392063790736557,92173
2.18524035321294,2414406
-0.192192037539683,2381907
0.126835925975551,2002465
-0.334259623071771,2474709
-0.734983020197011,2176530
-4.62230046298824,1279943
1.7479383791564,1976407
-0.113178524163966,2250836
-0.127661757914202,1915938
-0.208653775858382,2133380
0.0264156182418033,2271329
0.0360129965925957,2286108
-0.280267893887448,2040495
-0.134305262011889,1125173
0.154066392697184,1767700
-0.261419591437832,2138678
-0.21986148816147,2443354
-4.32941999073613,2234422
-0.113359014641509,2151024
-0.131618306912593,2057358
-0.0873913797764179,2425694
-0.146068194880512,2500377
-0.179676300153307,2183356
0.550345218818787,2131601
-0.152275527084757,2152442
-0.0645095645574208,2306893
-0.317797215174058,2009915
-0.282832886843924,58325
-0.119178223048257,2395943
-1.12984145108552,2480330
-0.0750489204381307,2076301
0.108398047845657,2205389
0.0999667546262833,1975401
-0.179008937452981,2250648
-0.167343419853985,2185290
-0.151794433423035,2091555
0.0510522563435401,1232870
1.09840397155875,2139733
-0.0367042153550863,2559453
0.899241581791791,1938156
0.495433053976645,2158101
0.159054318792399,2199403
0.00841826479870434,2430773
0.0324263912272469,1738800
-0.214240815579564,1565177
-0.856627302258548,1978972
0.232277414767053,2487135
-0.470369748294214,1612262
-0.0871344416408034,2051378
-0.306179470368815,1497807
-0.288823240683603,2026671
-0.271873767088688,2340322
-0.21395244586834,2293123
-0.175701367850041,2395415
0.667597818813204,1966316
-1.85858204759261,1973544
-0.933973069752148,2010259
-1.17727165988423,2145694
0.310710236561528,965005
-0.245689706460382,2096627
3.25295275690066,2047354
0.419902136639159,1364384
0.133023509751104,2244172
-0.657029489643385,2132982
-0.249014007537625,2134220
0.519584730218423,1889409
-0.0556797614267762,1938561
-0.116768097803206,2055667
6.46023783146653,2176784
0.816717653482468,923666
-0.0376171848219915,2086044
0.660285893996164,2078198
-0.809066209150696,1501387
0.0810744682790129,1518948
-0.122042579194856,1606693
-0.227380505727858,2305115
4.89310602104194,2237571
-0.0752150476056786,2285214
-0.282957300888727,2426863
-0.187428143851501,1979422
-0.042511824764451,2480056
-0.0654512417574579,1668599
-0.345820579626703,2339674
-0.227907686793855,2133204
-0.079243442964109,2294852
-0.266688629772199,2445526
-0.873386666284399,2200416
-0.103903675806637,2168082
-0.0769005998487764,2075846
-0.112633589044669,215131
1.38762853879697,2274521
-0.0599528463168727,277752
-0.0320010647292629,2078899
-0.173751317590203,2172217
-1.84843101428405,1614566
0.0629571672175574,2100050
-0.105592292836227,2183291
-3.67897598577271,2336735
-0.465049305361047,2352038
-0.90392067063046,2305114
-0.0249772501542906,2448298
1.54665334084751,1329352
-0.204392730934607,1183075
0.155033637524408,2110540
0.0199828607797579,2070958
0.108303101341037,2340155
-0.0888676093050776,2075832
0.549485583234384,2498991
0.0653714343075854,1919296
-0.155697338927589,2401405
-0.0693235982269232,1644034
-0.18005590668719,2405144
-0.0875432837637777,2158329
-0.199267052581764,2319068
-0.519776883718115,2504802
0.0158299497752711,2331869
-0.643526470919021,2317120
0.0075348167848044,2072215
-0.381171641633753,2228400
0.145893174277062,2145166
1.18846693792415,1692385
-0.40280262931314,2109902
1.92914024746831,2219842
0.200727271750308,2520618
-0.259584089741103,2419459
-0.0305747798702717,2276121
-0.222411362196481,2350037
0.416853029684635,2001182
0.583136102032134,2278618
-0.86546873381132,1740845
0.28506882603374,2321962
0.589939494334188,2212664
0.604545391106461,2453577
0.188716596170163,2224150
-0.110052739486909,1967281
0.224770760480326,1742294
-0.204511900301808,2488660
-0.119954087806214,2085349
0.0692796753277622,2247869
-0.275330744946608,2157529
-0.261423967337665,2119177
0.130847676727691,2010554
-0.300257975252215,2493534
0.0403048746341833,2200813
-0.0824036409557313,2116787
-0.329068625060122,2267382
-0.342241904328577,1181124
-0.351301916717273,2137799
-0.138118100867982,1458656
0.92929362671771,2269346
-0.145489876056547,2092954
0.0314736113983876,2007309
-1.43153767489104,1671370
0.507333177958756,1154608
