"lemd_gtv_wavelet.LLH_glcm_ClusterShade_226","sub"
0.0297833505848596,1916742
-0.0111022985314723,1980052
0.174926589483605,1926770
0.170878744120541,1979045
-0.324611505590818,2196212
0.170485192590369,2393207
0.173232486499094,2146138
0.171895024388743,2228399
0.169529570945455,2144796
0.171979918192963,2234271
0.0674927036795555,2296332
0.173570997654826,1684230
-0.101132700720834,1720713
-0.0615836079286227,2186951
0.171607162855591,2439458
-0.0093638431504479,2135748
-0.00404903149591683,2141116
0.171733270550142,2108003
0.168594270546401,2006164
0.171947791814463,308862
0.173420010924343,1085983
0.170372056572044,2004451
0.171653109189095,2359944
0.162415538947079,2069079
0.167736268776798,2059713
-3.85319345676707,2294873
0.163844893784428,2033049
0.171901071096249,1485662
0.173103603699175,1526417
-2.43222682020647,1386095
0.17241785194577,983079
0.110719160587997,2132424
0.143169848273587,2138375
0.172411435395952,2490180
-0.025505626244757,2034136
0.152194531165176,2510402
0.162409843082768,1330263
0.0867719562540981,1768972
0.172461770021307,2306459
0.183680197520121,2181724
0.171442125884108,2217034
0.169568918961,2218615
-0.12695171389498,92173
-2.0487559193532,2414406
0.171829421325863,2381907
0.172015670486266,2002465
0.17243846610103,2474709
0.166295624024764,2176530
0.039311090054629,1279943
0.167425877106836,1976407
0.172663077474375,2250836
0.171363209778016,1915938
0.154547258845589,2133380
0.173878962116893,2271329
0.155443424914847,2286108
0.0218870899793631,2040495
0.168495115674515,1125173
-0.939407401265903,1767700
0.201221386634888,2138678
0.052151701097718,2443354
0.187782235317527,2234422
0.164517840618551,2151024
0.157364363514193,2057358
0.169257173853942,2425694
0.123351646390997,2500377
0.0800589938612607,2183356
5.15310641042675,2131601
0.166219643815389,2152442
0.163464278649858,2306893
0.170188690454108,2009915
0.167833700880086,58325
0.168964654676317,2395943
0.136484124021174,2480330
0.170221305766977,2076301
0.173878058216485,2205389
0.171689722594844,1975401
0.172379119961,2250648
0.166318594076439,2185290
0.167991691628211,2091555
0.168188981231889,1232870
0.17151020559569,2139733
0.171643753405941,2559453
-0.405973834355079,1938156
0.162000634316565,2158101
0.0758995176727592,2199403
0.171981364711154,2430773
0.109462739750398,1738800
-0.560391821916957,1565177
0.109344542039244,1978972
0.171860252865588,2487135
0.171209143058255,1612262
0.171943035530322,2051378
0.166111773464392,1497807
-0.12875755433484,2026671
0.18904919650799,2340322
-1.2458618564199,2293123
0.00762679511579428,2395415
0.171923155788296,1966316
0.168912631543199,1973544
0.175100971048473,2010259
0.167425730472029,2145694
0.171448135997579,965005
0.133999145469558,2096627
0.173086494339855,2047354
0.171911130932746,1364384
0.167952525359644,2244172
0.159595165645029,2132982
0.122805621382442,2134220
-0.989358746246664,1889409
0.168361475558539,1938561
0.170582748934515,2055667
0.169046077450667,2176784
0.17102813771774,923666
0.210456960356385,2086044
-0.486092027998627,2078198
0.170495003368394,1501387
0.171202745728131,1518948
0.0499188976889304,1606693
0.117723272530417,2305115
0.17103577523891,2237571
0.171800334965996,2285214
0.124061440466865,2426863
0.167878695729325,1979422
0.178087695996217,2480056
0.142905331129696,1668599
-0.0501830971776137,2339674
0.167914364380983,2133204
0.169474546727763,2294852
0.143613653527135,2445526
0.171500670126678,2200416
0.126684783626688,2168082
0.17319157131648,2075846
0.172125036599538,215131
-0.017430931080051,2274521
0.1707984458187,277752
0.166083420124994,2078899
0.171746125374503,2172217
-0.254867258785918,1614566
0.175438306109058,2100050
-0.406800223594655,2183291
0.172440787740613,2336735
0.171993145563858,2352038
0.171747028349969,2305114
0.172059887981648,2448298
0.170830606048769,1329352
0.160586080354459,1183075
-0.578257642200628,2110540
-0.00816756520036788,2070958
0.0929401310442119,2340155
0.171644738849908,2075832
-0.0617071762642344,2498991
0.173126522726698,1919296
0.171656371391255,2401405
0.166449552853583,1644034
0.158058553333617,2405144
0.162435519885691,2158329
0.0941426802218342,2319068
0.17229253977906,2504802
0.168179063309547,2331869
0.174153902174805,2317120
0.171409268303755,2072215
0.172023334917556,2228400
0.167905050281627,2145166
0.170065330135557,1692385
0.154148903520834,2109902
-11.3508659203615,2219842
-1.68329760092215,2520618
0.173390714989438,2419459
0.169960408783572,2276121
0.171859685147533,2350037
-0.261320540971712,2001182
0.179150879826787,2278618
0.150373610944019,1740845
0.162036761389957,2321962
0.145217459325482,2212664
-0.778395728612522,2453577
-0.269029515786506,2224150
0.171872655717475,1967281
0.172576171514288,1742294
-0.346722167265019,2488660
0.120761719331787,2085349
0.0299874320126095,2247869
0.171708656459943,2157529
0.560453631135518,2119177
0.35215339151242,2010554
0.105811874151769,2493534
0.170946273274162,2200813
0.171338527118966,2116787
-1.58065876470506,1154608
0.143595545175895,2267382
0.150331433057089,1181124
0.170197737349004,2137799
0.175125333465204,1458656
0.163550196908849,2269346
0.171172870810988,2092954
0.156262117702424,2007309
0.165360763310945,1671370
