"mkm10d_ptv2_wavelet.HHH_firstorder_Median_241","mkm10d_ptv2_wavelet.HHH_firstorder_Skewness_241","mkm10d_ptv2_wavelet.HHH_glszm_SmallAreaEmphasis_240","mkm10d_ptv2_lbp.3D.k_glszm_SmallAreaEmphasis_235","mkm10d_ptv2_lbp.3D.m2_firstorder_Maximum_233","mkm10d_ptv2_lbp.3D.k_glcm_ClusterShade_233","mkm10d_ptv2_wavelet.HHH_glcm_ClusterShade_232","sub"
0.0850273875853502,0.555705818020832,-0.53623002688535,-0.181080050623266,-0.469209334323602,-1.23342058372722,0.267532590653989,1085983
-0.557149249209253,1.1306536710109,-2.2416814080886,-0.507536898429198,-0.217887368760292,-0.651659496561709,0.346273701924519,1125173
0.95944785601568,0.627214732969834,0.619455765988563,-0.493527035061755,-0.469209334323602,0.00569500830595577,0.324093659173475,1154608
-0.0243180202593584,-0.608378969982123,0.122661568930414,1.52782227232722,-0.469209334323602,-0.286873701141436,-0.0674385158917604,1181124
-2.56152440619601,0.675245342979472,0.126805500167091,-0.399822758765976,-0.469209334323602,-1.23482162998503,0.47196751762258,1183075
-0.334691599185369,0.173667697310894,1.20467342096944,-0.988102599701119,-0.364449294138077,1.21067263050481,0.339275029777497,1232870
0.143926362168198,0.409462261632701,0.148575773892861,0.518939031872457,0.635694254075911,-0.243735306705236,0.266116890380497,1279943
-0.489717989940562,-1.58154227948434,1.0896168968731,0.0336419833933918,-0.469209334323602,0.0393047797950442,-2.78343836139278,1329352
0.534315950923389,0.469196859889862,-0.505380767435205,1.43980150731718,-0.469209334323602,1.3831047011832,0.175977200656688,1330263
2.27264823712326,-1.24218542806371,-0.100613542638234,1.11979120087897,-0.469209334323602,3.38025012236787,-2.62047770994801,1364384
-0.0416681869720461,1.14514785898531,-0.485178578988024,-0.129760470961081,-0.469209334323602,0.430439683481727,0.650563706210244,1386095
-0.934405477859542,0.63736046260622,-0.411873155410302,0.0105619733550217,-0.364449294138077,-0.685028192934537,0.285021718541468,1458656
-0.147549899721996,-0.443614128313458,-0.990884206012748,0.0102746332607153,-0.469209334323602,-1.01143781683795,0.204427393043758,1485662
