"mkm9d_ptv2_lbp.3D.m2_glrlm_ShortRunHighGrayLevelEmphasis_240","mkm9d_ptv2_lbp.3D.m2_firstorder_Skewness_239","sub"
-0.892505650346312,0.611632943389597,1085983
-0.906193565964353,0.391296675792791,1125173
2.28904898775989,-1.4057767578912,1154608
0.258993080741353,0.612816109673602,1181124
0.523507189084661,-0.568164752098203,1183075
0.154388883571404,0.444686798888653,1232870
-1.22736133303977,0.80751173405246,1279943
0.953679072272835,-1.50339444792681,1329352
2.39139694128191,-1.95758815141378,1330263
2.46883204999552,-5.44611510503234,1364384
1.99934396170285,-0.820173403360347,1386095
0.0325484423930443,0.213015936591908,1458656
0.834399883388008,-0.571045947564788,1485662
0.861311416584425,-0.387011720119408,1497807
-1.41743237876129,1.04925858743824,1501387
0.87468350608326,-0.694863815091397,1518948
-0.606583936780963,0.383790351097247,1526417
-0.531874837023286,0.78932231399465,1565177
1.84373264267797,-0.906742516019674,1606693
-1.80904150631867,1.3675256293989,1612262
-0.014332434389153,0.0787472346900219,1614566
-0.560602350018965,0.363514278689169,1644034
0.452952756440763,-0.535156271127974,1668599
-0.874327960289447,0.685143070492408,1671370
-0.990539109599754,0.233959042585945,1684230
-0.441790884266439,-0.209602862510419,1692385
1.1139457386214,-0.121999899420433,1720713
-0.372856922321361,-0.67225304617107,1738800
-0.077550020978691,-0.530992064223675,1740845
0.0927459529243992,-0.671277759494949,1742294
1.4887396884802,-0.782679687640644,1767700
0.728023969333944,0.149301893545077,1768972
-0.0801648417817142,1.07701936730667,1889409
-0.870962863287673,0.746692636782824,1915938
0.183710434747241,-0.960972889892891,1916742
0.809882022266838,0.603623779206812,1919296
1.01163535461611,0.939312466659557,1926770
0.521496753968806,0.70497212618258,1938156
0.923789086633971,-1.19614900282341,1938561
0.591472360337007,-1.50822216947217,1966316
0.509669641722695,-0.361461503961616,1967281
0.797009876625309,0.109386549999271,1973544
-1.94441441429832,0.670592601818249,1975401
0.234356218779787,-0.311132921033287,1976407
0.41772534283389,-0.306634936900158,1978972
1.8117269861738,-0.954494056648863,1979045
1.67684799127516,-1.69060840867206,1979422
1.16687146876315,-1.91541218244202,1980052
0.329637496841142,0.456586013681844,2001182
-1.06583535730442,1.61301338494962,2002465
-0.501611445068852,1.20454931087367,2004451
