"mkm10d_ptv2_wavelet.LLH_glszm_LargeAreaHighGrayLevelEmphasis_250","mkm10d_ptv2_lbp.3D.m1_firstorder_Median_249","mkm10d_ptv2_original_firstorder_90Percentile_248","mkm10d_ptv2_original_gldm_LargeDependenceLowGrayLevelEmphasis_248","mkm10d_ptv2_wavelet.LLH_gldm_DependenceVariance_248","mkm10d_ptv2_wavelet.LLH_firstorder_Median_241","mkm10d_ptv2_logarithm_glcm_Correlation_234","sub"
-0.428850369017814,0.823211782635653,0.730497226165096,-0.239039002264432,-0.0208367767469301,-0.207498952247912,1.34392201219523,1085983
0.280875965187263,0.823211782635653,0.098660493534596,-0.232308180512704,0.82305596683503,0.817937131682875,0.316931871460563,1125173
-0.510955791601319,-1.26933945838654,1.02527585587325,-0.195801801937733,-1.25860347881732,-2.047430661099,0.739684123368803,1154608
-0.155136292300964,0.823211782635653,0.735432503366014,-0.178813113417369,-0.156204422263727,-0.00293686910020278,-0.729597430118422,1181124
-0.51160813662924,-0.2230638378755,-2.07613485489134,-0.203491234248714,-0.966014022018433,-2.37937962102832,-0.683179866413495,1183075
-0.50071848653263,-1.26933945838654,-0.955255403399646,-0.1627317960286,-0.835263743086821,-0.730336296846142,0.397685573914508,1232870
0.085512807542122,0.823211782635653,1.37212233092675,-0.247128472076983,0.471974613581493,0.36161131504203,0.595612973404949,1279943
-0.40815729632773,-0.2230638378755,0.0991669060140509,-0.242749401747944,-0.448081309726821,0.968712531993307,0.0889163014619329,1329352
-0.290658807143289,0.823211782635653,0.233047941755112,-0.0824441632443388,-0.532374044377988,0.54519038727562,0.7223825607018,1330263
-0.508859070790006,-2.31561507889731,0.301485449642597,-0.200547980019012,-1.30020427146831,-3.10227972653644,-2.10516334694532,1364384
-0.510009536760477,-1.26933945838654,0.831852334482723,7.60399749391619,-1.21978865663176,-1.99688851188178,2.42618521558801,1386095
0.0690329766565948,0.823211782635653,0.429481820438769,-0.24866644662195,0.69871589785514,0.466129009657191,-0.41973952205786,1458656
0.441844182233783,0.823211782635653,-1.7647186070022,-0.114277432915563,0.709941762125774,0.784636943891993,1.29219934178009,1485662
-0.484215025434747,0.823211782635653,0.487129575586004,-0.244847731675801,-0.877050200078827,0.0972773607474544,0.0901613134157745,1497807
-0.2303299677057,-0.2230638378755,0.992528243501183,-0.241216039367881,2.51005421982908,0.403633787018353,-0.141106909045692,1501387
-0.511044739160094,-1.26933945838654,0.314144676388926,-0.229560930345077,-0.969590330832564,-3.91538643237842,0.00370047472515202,1518948
-0.478591716557522,-0.2230638378755,-0.0644368327232018,-0.241150410366121,-0.870463798489277,0.140438407667113,-0.850046093681781,1526417
0.18635349290199,0.823211782635653,-0.746202649168587,3.35988481269826,0.0958353363569508,0.579681182320246,1.82209932607495,1565177
5.23840429620938,1.86948740314641,-1.25662977694333,0.451821394707929,2.13744511506557,1.18840865440723,1.29806996855505,1606693
-0.0309322644978727,0.823211782635653,0.278818730929367,-0.231045292979404,3.37185237947801,0.596553395276631,-0.520028044754886,1612262
-0.427968414777563,-0.2230638378755,-0.188285366646683,-0.139014867954153,-0.656842441490442,0.343188931932141,0.945639591212479,1614566
