"mkm6d_gtv_wavelet.HHH_glszm_SizeZoneNonUniformityNormalized_249","mkm6d_gtv_wavelet.HHH_glcm_ClusterShade_246","mkm6d_gtv_wavelet.HHH_glszm_SmallAreaEmphasis_245","mkm6d_gtv_wavelet.HLH_glcm_ClusterShade_239","mkm6d_gtv_wavelet.LLH_firstorder_Skewness_237","mkm6d_gtv_wavelet.HHL_glszm_LargeAreaLowGrayLevelEmphasis_237","mkm6d_gtv_lbp.3D.k_glszm_SizeZoneNonUniformityNormalized_236","mkm6d_gtv_log.sigma.4.0.mm.3D_glszm_LargeAreaLowGrayLevelEmphasis_230","mkm6d_gtv_wavelet.HLH_glcm_ClusterProminence_229","sub"
0.811032662820986,0.163746158335647,0.673433952793715,-0.128655178074328,0.730746180754473,-0.202284487731466,-0.288926602312437,-0.209549056686479,-0.224792651106956,1085983
-0.728019577689232,0.0922509342963006,-0.429904021425148,-0.094498581475244,0.520201216654106,-0.188030659172736,-0.288149344443838,2.66181242977835,-0.253034770252871,1125173
-0.781950566386547,-3.26628551690711,-0.423914622165037,1.79766146170991,-0.680478667008393,-0.203166345425924,-0.285727003878535,-0.36217638053216,0.944330488826926,1154608
0.883521566009976,0.101650871757246,0.726387806933343,-0.148554019745853,0.308101624284147,-0.0538073448025684,0.474703922906284,-0.367806235636337,-0.245294548018665,1181124
-0.95226331434297,-0.0740859867636989,-0.583123626167008,-0.247040334507295,0.648216131709053,-0.200408072916963,-0.763993904690477,-0.302957323409142,-0.165054163523165,1183075
-1.06180564321563,-0.29316649613026,-0.771928934074804,1.86279325505324,-0.121516414485373,-0.112276006861218,0.387188044801622,-0.351404573059535,0.328807239504179,1232870
-0.272999294328616,0.0362143174823555,-0.0486694801376668,-0.114607373721233,-1.64278910576489,-0.188719015993898,-0.0931862291752757,-0.23995458550299,-0.257104557671379,1279943
0.194585040766768,0.0794134556364303,0.270848131168323,-0.185073084177428,-0.140022833007709,-0.202208080238655,0.517000798584476,-0.317755399890574,-0.219921166875643,1329352
1.62025580789017,0.0639367576794238,1.1656324591372,-0.123124231276264,0.680715454115277,-0.190330783257427,0.409336790806299,-0.359791678427984,-0.265796565565728,1330263
-1.87966784441568,0.52220787474015,-2.15305157858193,-0.0653918054245037,0.619287206427244,-0.201816207367946,2.814383669337,-0.142751024447798,-0.233796494242172,1364384
1.50465760625196,0.211294833351942,1.0028606191938,-0.0440106199345699,-1.24420116361987,-0.202065550614566,0.42960131788685,-0.350093935202961,-0.148410455873088,1386095
0.389137727436995,0.217781628996416,0.403529896419547,-0.165016436851795,1.28900180318202,-0.203243062391547,-0.443878860419399,-0.265101729319196,-0.242527111870772,1458656
-2.22676134011154,0.0424798979104815,-1.71334956003161,-0.123482130618254,0.851599485856151,-0.0386478796514181,0.735468765760414,10.4385939044331,-0.270780543610275,1485662
-0.363512088420274,0.0950225403469735,-0.113887924302283,-0.119327725802357,0.344800683361441,-0.0836475968516406,1.54606397874429,-0.352252706034363,-0.231314546570809,1497807
-1.61451795357602,0.129601931153517,-1.1807851372686,-0.122266020444692,-0.291884684542209,-0.177504228937509,0.0655767716478292,-0.251948517394276,-0.270552591784005,1501387
-0.997866046312322,0.115099367900906,-0.667981299430866,-0.161213595913973,0.502009022513262,-0.202944256592483,0.559631127713102,-0.329522339074683,-0.258579528594315,1518948
-0.274830640194606,0.958803742494942,-0.0626168928664004,-0.261489415283093,0.545868450331325,-0.200752920294427,0.266033839561913,-0.362302739966838,0.00579732824764921,1526417
0.120677570923909,-2.09221124412413,0.225028423712335,0.104484307238958,-0.804671571169723,-0.203201275446971,-0.591899722991735,-0.369550243221157,0.0416136332223516,1565177
0.0929084047708719,0.112622283501687,0.206909971887314,-0.121442867088121,-1.64169459781535,2.14027065860264,0.540679476885463,0.217578350422183,-0.268757048987515,1606693
0.778157209513543,0.0944017108374333,0.638487490064094,-0.125321944267665,-0.375397371402963,0.0738555422783022,-0.72985901215775,0.473061408409253,-0.269813336413732,1612262
-0.993839969599576,0.293586743633932,-0.585604019634606,-0.167094559657796,-0.0923009538925397,-0.190622724852074,0.153937660923639,-0.367541884881438,-0.263691300654008,1614566
2.0283413062527,0.0919780666262681,1.38712666348859,-0.125138725251135,-0.644471001119507,1.09150131432572,-0.747574250428557,0.582417649380029,-0.268692651052053,1644034
-0.563181901370073,0.327320554086088,-0.293336821951964,-0.110905254156252,-0.320257190095886,-0.202259305631701,-0.62324208920703,-0.262008431441709,-0.235354059461595,1668599
0.132200632886521,-1.91353678555687,0.225011945652584,0.443758086739659,0.538853780794643,-0.203619560858558,3.0926249626121,-0.344825301095482,0.470515774286951,1671370
0.481803230053277,0.867416141148455,0.446320205115531,0.150481326148987,0.913462976910538,-0.202379279475164,-0.351387192766034,-0.251383711607167,0.132374797214616,1684230
0.256895708212169,0.0447011515876268,0.295354989254298,-0.127040720071327,0.0761939027696579,-0.136016365972261,0.870796525318153,-0.342915709113431,-0.268759298647019,1692385
0.839342880811757,0.0851113998871479,0.697184420442861,-0.0184263931129647,-1.58332235425988,-0.156874979743605,-0.386909353499453,-0.337023883972947,-0.156798367639168,1720713
0.403697507150171,0.0532023426745892,0.418123462344153,-0.0849077403887198,-1.37930118387596,0.0174745687623564,-0.184037058379909,-0.123400382147153,-0.238990795612158,1738800
