"lemd_prg_log.sigma.2.0.mm.3D_glcm_ClusterShade_249","lemd_prg_log.sigma.4.0.mm.3D_glcm_ClusterShade_229","lemd_prg_original_shape_Flatness_226","sub"
-0.352111103357135,-0.682876967809321,-0.310135452200856,1916742
0.155591478745442,0.528032339677945,0.468613531450938,1980052
0.201121700989452,0.076482642672205,2.84964260983316,1926770
-0.351626476726483,-1.11811859156673,0.0573668448000064,2196212
-0.206410358025642,0.12994439678337,-0.536563652911634,2393207
0.162245054249913,-0.0154013676367223,-0.598949273915394,2146138
0.319489121126386,0.330379372249367,1.20381274182398,2228399
0.315372630071173,0.400968084977074,0.343779171843127,2234271
-0.361358246767746,-0.265221691134155,0.570615316427289,2296332
0.445623908866252,-0.082970157649345,1.80180862000305,1684230
-0.491740659338918,-0.229773216151111,-1.19190119731126,1720713
4.50162662521187,4.10533582814916,0.77990289333199,2186951
0.201388232933645,0.156456468170279,0.294303373386066,2439458
1.7899017480945,3.5769051068281,1.96013133537285,2135748
0.281481659575789,0.409490752936055,0.590171394763454,2141116
0.236620734606589,0.400217566294389,1.51649364770679,2108003
0.326907734315925,0.0332235149729075,0.861942698842227,2006164
0.419385861261985,0.455814732300059,0.654557482028563,308862
0.336816822619078,0.407934813764458,1.31168292717136,1085983
0.242080524725947,0.604452343158729,0.953760217246064,2004451
0.373863263297159,0.122387942264132,-0.756044369234142,2359944
0.0675085671327153,0.527650878808203,-1.04130732793521,2069079
0.362039409486163,0.551229949270725,0.35347003954887,2059713
-4.10941049504991,-2.31432501908553,-1.38723570680384,2294873
0.262278346194376,0.579820631997206,-0.422258756542308,2033049
0.151057377676749,-0.124976107125687,1.51968160629526,1485662
0.115640997841917,0.243256073650146,0.666429207101459,1526417
-0.998119932160349,-0.890915964100612,0.629068428428744,1386095
0.166723429014205,0.106559488829852,1.09382527165663,2132424
0.138097112123952,-0.0544368521655735,0.852830906433849,2138375
0.0773534566556685,-1.67877747973038,1.44173410871606,2490180
0.192079218824829,-0.461397842730637,-1.21854631272316,2034136
-0.162341516259572,-0.554389978166427,-3.19815554566259,2510402
-0.425120013626086,-0.964891040363568,-1.04583905399901,1330263
