"mkm8d_ptv6_wavelet.HLL_firstorder_Skewness_250","mkm8d_ptv6_wavelet.HLH_firstorder_Mean_243","mkm8d_ptv6_wavelet.HHL_firstorder_Skewness_226","sub"
-0.221282840555115,2.03331355073163,-0.517356838452405,1085983
-0.164304462210554,-0.0924478574258267,-1.07509767368884,1125173
1.3124417887585,-0.927679524136223,-1.38855070744639,1154608
-0.467609614845441,-0.183222997044087,1.02844613342572,1181124
0.0429015571767309,-1.09115077435978,2.12443143292228,1183075
0.107346726186962,1.45629535899082,0.429244679691766,1232870
-3.93231691322177,1.47484621432367,-0.0203923080454286,1279943
0.64844491445677,-0.402511634142818,-0.237141641707534,1329352
0.694374205542974,-0.306553370278158,-0.459549184237141,1330263
1.27934859408157,0.534261877364452,-0.348572944845303,1364384
1.15370132292212,-0.524751627355247,-1.05726444585522,1386095
0.654678167248583,-1.02565201876805,-1.54647280067716,1458656
0.525582852383798,-0.369880811464854,0.442236808537912,1485662
-0.557990740817355,0.963683434165064,1.224297088841,1497807
1.00810512787769,-1.62229482831831,-0.668581150984622,1501387
0.426829415207385,-0.296332168121634,-1.45754069397954,1518948
-1.60011162365392,-0.509120531804154,0.860949133067957,1526417
-0.0978783071884195,-0.339683879691115,-0.218816877387721,1565177
-0.817793420709994,-0.101018284819353,-1.41615464381806,1606693
-0.144794766180474,-1.45138783923553,-0.0706173836580719,1612262
-1.14274412054828,0.465344182878142,2.32119325798449,1614566
1.17745004582944,-0.21653764433539,-0.600076163504545,1644034
-2.78479696240861,1.37867135230656,-0.698571572228547,1668599
0.378293592212741,-0.923362609063551,-0.864893806885795,1671370
-0.174311557721269,-3.0732719568014,0.676608883399124,1684230
0.894869662176009,-0.521136899558591,1.54480608628685,1692385
0.676341927601867,-0.87748873959378,-0.913750516663624,1720713
0.752149314822112,0.070137065442227,-0.304387846427179,1738800
0.467482793295969,-0.731936486620604,-0.748845573863951,1740845
0.595452203476425,-0.195925173469701,-0.0449995999147874,1742294
0.686573662471224,-0.238796294660799,-0.425077142826579,1767700
0.618959823892479,-0.346874346243304,-0.782471814739803,1768972
-0.448513901105201,0.0496386703721099,0.0332661670540377,1889409
-0.983629801326233,-0.0452968418930043,-0.0236085940711826,1915938
0.286978721127656,-0.704492588936633,-0.631132976654103,1916742
-0.565504542641962,0.0840424636002098,3.08457766622834,1919296
-1.76989390863889,1.44635923813722,0.767705774179613,1926770
