"lemm_prc_v43_250","sub"
0.840540487858975,1085983
-0.987600571547417,1125173
0.422386852967668,1154608
0.46962148403167,1181124
-0.987600571547417,1183075
-0.987600571547417,1232870
1.38097873564885,1279943
-0.987600571547417,1329352
-0.987600571547417,1330263
-0.987600571547417,1364384
0.603225575498987,1386095
1.11606529672524,1458656
-0.987600571547417,1485662
0.876008986792907,1497807
1.18229651330422,1501387
0.248508267056346,1518948
-0.987600571547417,1526417
-0.987600571547417,1565177
-0.987600571547417,1606693
-0.987600571547417,1612262
-0.985159723101403,1614566
-0.987600571547417,1644034
-0.987600571547417,1668599
0.857643386107129,1671370
1.30222813069712,1684230
-0.987600571547417,1692385
-0.987600571547417,1720713
1.12758818254342,1738800
-0.987600571547417,1740845
-0.987600571547417,1742294
-0.987600571547417,1767700
-0.987600571547417,1768972
0.800151691181938,1889409
-0.987600571547417,1915938
1.0826286866071,1916742
-0.987600571547417,1919296
0.975326131914404,1926770
0.785690071112253,1938156
-0.987600571547417,1938561
-0.987600571547417,1966316
-0.987600571547417,1967281
-0.987600571547417,1973544
-0.987600571547417,1975401
-0.987600571547417,1976407
-0.987600571547417,1978972
1.35199532919441,1979045
-0.987600571547417,1979422
-0.987600571547417,1980052
-0.987277871704285,2001182
1.38510108517909,2002465
-0.987600571547417,2004451
0.812660951069326,2006164
-0.987600571547417,2007309
-0.987600571547417,2009915
-0.987600571547417,2010259
-0.987600571547417,2010554
-0.987600571547417,2026671
-0.987600571547417,2033049
1.172734797703,2034136
-0.987600571547417,2040495
0.689918110379424,2047354
-0.987600571547417,2051378
-0.987600571547417,2055667
-0.987600571547417,2057358
-0.987600571547417,2059713
-0.987600571547417,2069079
-0.987600571547417,2070958
-0.987600571547417,2072215
-0.987600571547417,2075832
1.16673533466619,2075846
-0.987600571547417,2076301
-0.984201418373279,2078198
-0.987600571547417,2078899
-0.987600571547417,2085349
-0.987600571547417,2086044
1.38468168728311,2091555
-0.987600571547417,2092954
-0.987600571547417,2096627
-0.987600571547417,2100050
-0.987600571547417,2108003
-0.987600571547417,2109902
-0.987600571547417,2110540
1.105165591809,2116787
0.825733868710693,2119177
-0.972834851678073,2131601
-0.987600571547417,2132424
-0.987600571547417,2132982
-0.987600571547417,2133204
-0.987600571547417,2133380
0.957841123136666,2134220
1.16876662610988,2135748
-0.987600571547417,2137799
-0.987600571547417,2138375
-0.987600571547417,2138678
0.787080314308495,2139733
-0.987600571547417,2141116
1.38858315821519,2144796
-0.987600571547417,2145166
-0.987600571547417,2145694
0.976636623903154,2146138
-0.987600571547417,2151024
0.985739529861335,215131
-0.987600571547417,2152442
0.697457777372485,2157529
1.06387186325027,2158101
1.05877529612561,2158329
-0.987600571547417,2168082
-0.987600571547417,2172217
1.06292452874933,2176530
-0.975758611134789,2176784
-0.987600571547417,2181724
-0.987600571547417,2183291
0.519121845510662,2183356
-0.987600571547417,2185290
-0.98658352239077,2186951
1.13062523336759,2196212
-0.987600571547417,2199403
-0.987600571547417,2200416
1.10340532593843,2200813
-0.987600571547417,2205389
-0.987600571547417,2212664
1.38026131570406,2217034
-0.986508219990308,2218615
0.682842020778546,2219842
0.188950349158891,2224150
-0.987600571547417,2228399
-0.987600571547417,2228400
1.06660524520301,2234271
1.22137311532899,2234422
0.949596271120075,2237571
0.503099524625659,2244172
0.647849057720378,2247869
0.802500553374282,2250648
-0.987600571547417,2250836
-0.987600571547417,2267382
-0.986878193992654,2269346
1.16902626053172,2271329
-0.987600571547417,2274521
-0.987600571547417,2276121
1.25214748234734,2278618
1.37315927181687,2285214
1.09657659978586,2286108
-0.987600571547417,2293123
1.08924316544137,2294852
0.597991265309117,2294873
-0.987600571547417,2296332
1.26613931850553,2305114
1.00640760105759,2305115
1.03508758511263,2306459
0.867011789714115,2306893
1.17336587956695,2317120
-0.987600571547417,2319068
1.35957845943229,2321962
0.993973989102172,2331869
1.01423288994326,2336735
1.05116764683646,2339674
0.801988595277315,2340155
0.959447360459857,2340322
1.03744858972342,2350037
0.961139311801511,2352038
1.06996196850599,2359944
1.04525372940046,2381907
1.12764298312209,2393207
0.96580030462269,2395415
1.077960985533,2395943
1.11818746536746,2401405
1.09007548727414,2405144
0.760732540393392,2414406
1.29278874822858,2419459
1.04238691124019,2425694
0.923194027915799,2426863
0.91317355833745,2430773
0.938912609953356,2439458
0.792864313650656,2443354
1.00551848418776,2445526
1.09877258593199,2448298
0.916586662803254,2453577
0.872795576542676,2474709
1.30513419117635,2480056
1.01362049957138,2480330
0.841864332133164,2487135
0.630783103477622,2488660
1.09044857192448,2490180
0.983617035648182,2493534
0.612267361292426,2498991
0.947799782958001,2500377
1.24109152418614,2504802
1.00036586176437,2510402
0.692159494120675,2520618
1.06852679624083,2559453
-0.987600571547417,277752
-0.987600571547417,308862
0.989890077177615,58325
-0.987600571547417,92173
0.870812931208287,923666
0.993608349071723,965005
-0.987600571547417,983079
