"letd_prp_wavelet.LHH_glcm_Imc1_248","sub"
-0.414663242632397,1916742
-2.85509207220135,1980052
-0.772495448427335,1926770
0.0919106437677005,1979045
1.02202618363977,2196212
0.674980572076265,2393207
0.124383523249561,2146138
1.96937384588691,2228399
-0.595838604818237,2144796
-0.575356460823683,2234271
0.814411726252281,2296332
-0.483934999600705,1684230
-0.332435176069991,1720713
-0.741404593314041,2186951
0.175742793546616,2439458
0.134006319642794,2135748
0.696463297662885,2141116
1.03871025762939,2108003
0.370537197468845,2006164
-2.52801893822193,308862
0.932571183424765,1085983
-2.46690415729886,2004451
-0.893200126888595,2359944
-0.917663018433746,2069079
0.204015117822711,2059713
1.03884004000239,2294873
-0.0519996221689144,2033049
0.689324870631459,1485662
0.0302911560771006,1526417
-0.81224813686294,1386095
-1.81883709585502,983079
-0.184083796466046,2132424
0.326978640955629,2138375
0.440037883394971,2490180
1.13400161484437,2034136
0.99618814536846,2510402
-0.514537105952492,1330263
-0.924821543079548,1768972
-0.244312276008608,2306459
-0.916230518181206,2181724
1.75103828113029,2217034
-2.41721352087061,2218615
0.15231700018371,92173
-0.245551532950592,2414406
0.353743078002962,2381907
-0.869203857179793,2002465
0.461678638767444,2474709
-0.00998805257893433,2176530
-0.313841772579933,1279943
-0.644491160707681,1976407
-0.578721681163367,2250836
0.309708544947089,1915938
-1.26889323543662,2133380
0.171475327089666,2271329
1.32534084780937,2286108
1.11367003852769,2040495
0.747708738286314,1125173
-0.880534040173592,1767700
0.409911423678162,2138678
0.409832942882018,2443354
0.177861040761094,2234422
0.274781396222404,2151024
1.74134269707544,2057358
1.02389180235802,2425694
0.362386937323044,2500377
-0.707589955769124,2183356
-0.990446325882459,2131601
-1.73779187289677,2152442
-0.225085335286048,2306893
0.838382268270309,2009915
0.255196936731685,58325
0.869772639277672,2395943
0.810594762477633,2480330
0.602896726496586,2076301
0.328606704932851,2205389
-1.10698561216442,1975401
-1.03375666112995,2250648
0.281937767429844,2185290
0.481372143455977,2091555
-1.06385516938358,1232870
-0.233921070569736,2139733
0.844912768213878,2559453
0.409647077907044,1938156
0.0681435888797737,2158101
-0.313831960809396,2199403
0.0887870101769859,2430773
0.635148034491174,1738800
-0.323273782023401,1565177
-0.572327050033413,1978972
0.783799292634922,2487135
0.586679139479032,1612262
0.636386638611706,2051378
0.209718672257323,1497807
-0.117783690543307,2026671
0.200054965930558,2340322
1.25800386294081,2293123
0.239070228150652,2395415
-0.596700363354822,1966316
-3.18757268008478,1973544
0.293609322156108,2010259
0.366765463465126,2145694
0.809199702096179,965005
-1.3003909075862,2096627
-3.51927642702185,2047354
-3.17210165030126,1364384
-0.150812102602951,2244172
0.60634315620895,2132982
-0.663707432531876,2134220
0.0372231163032329,1889409
0.392428004086323,1938561
1.34403082682152,2055667
-2.01308962457837,2176784
-1.68030938525884,923666
-0.853154638797771,2086044
-0.756077212046244,2078198
0.343817267917828,1501387
1.6072650084771,1518948
0.019236503030392,1606693
0.168282530029027,2305115
-2.06432458805675,2237571
0.0126826097611276,2285214
1.4273209137396,2426863
1.71677978922033,1979422
0.857026213497545,2480056
0.410105149813365,1668599
0.625827425722822,2339674
0.448307324405823,2133204
0.49256868236658,2294852
0.28276828312127,2445526
-1.06320610181039,2200416
1.54692621080937,2168082
0.932460439788469,2075846
1.09306769148942,215131
-1.27045470901231,2274521
-1.37677630524717,277752
-0.25865928002608,2078899
-0.177180859610014,2172217
-1.05432678448448,1614566
-1.47550622119233,2100050
0.0426786939607571,2183291
-1.37669721722879,2336735
0.642212659628221,2352038
0.137346493124698,2305114
0.396129916980393,2448298
-0.656835055176692,1329352
0.459794522119503,1183075
-0.318665695519286,2110540
0.0410508358905628,2070958
0.0882038876882772,2340155
0.890895696652322,2075832
0.013740655835826,2498991
-1.1971667556368,1919296
1.28191946860955,2401405
0.218097891447612,1644034
1.06371749819107,2405144
-0.325529970232795,2158329
1.19615365875738,2319068
-0.0474887486187471,2504802
0.350629817690194,2331869
0.565428961450083,2317120
0.184124771738856,2072215
1.4071531735919,2228400
0.103863901861153,2145166
-2.57379672218771,1692385
0.639312114607529,2109902
-0.854715699681832,2219842
-0.271157993901373,2520618
0.783824214084314,2419459
1.29590012551186,2276121
1.19158323997199,2350037
-0.272384130246502,2001182
-1.164352474582,2278618
0.492405078312275,1740845
0.631290423381042,2321962
0.106828188909864,2212664
0.53389359710496,2453577
0.582721394863586,2224150
0.840404465345603,1967281
-0.528773097701706,1742294
1.5962138720583,2488660
0.0809899825505608,2085349
-0.109360114895174,2247869
1.77994562447344,2157529
0.29263011151452,2119177
-0.541982663185336,2010554
1.02124120488509,2493534
1.15421954543761,2200813
0.891846642061443,2116787
-0.514943124947776,1154608
-0.41394734366115,2267382
-0.311789427590465,1181124
-0.858237182736764,2137799
1.07044276250764,1458656
-1.39050632447725,2269346
0.302661788709813,2092954
0.916305155951687,2007309
-0.181317359673953,1671370
