"mkm8d_ptv2_lbp.3D.k_glszm_LowGrayLevelZoneEmphasis_234","mkm8d_ptv2_lbp.3D.m2_firstorder_InterquartileRange_229","sub"
0.140348858573831,-0.953643764756852,1085983
-1.02127578797749,0.0140966742016362,1125173
2.20116557470798,-0.324272949307562,1154608
-0.432929859547685,-0.85339216654636,1181124
-0.28656441221102,1.07914557126953,1183075
2.47373368530249,1.12404206939337,1232870
0.245280274931946,-0.467350013759785,1279943
-0.498512457058695,0.325778492473494,1329352
1.48893407300065,-0.333908387717043,1330263
1.03728091044199,-2.28117523702144,1364384
0.601333712780571,1.16423321813619,1386095
-0.935523749192313,1.4153976435211,1458656
-1.26462021151945,0.613155332062757,1485662
-0.299579565775464,-0.139782242217176,1497807
0.0124725577226252,-1.0920850557688,1501387
-0.155399814944553,0.135664896694646,1518948
-0.0448373906392703,-1.55795726961254,1526417
-1.12145072631148,-0.00717283161289935,1565177
-0.17667712769582,-0.0606100519796482,1606693
-1.2337308068803,-1.83756467579636,1612262
-0.258999721244041,-0.300759384137587,1614566
-0.152201460159547,0.0413989466138773,1644034
-0.975655286083708,1.54961516775534,1668599
-0.321694189558897,-0.134926956157275,1671370
0.0520709601102923,-0.0092775673251249,1684230
1.4435337127294,-0.31036344281827,1692385
-0.0217563975575276,1.08462617128641,1720713
-0.532120410176387,-0.577003925663276,1738800
-1.19825587728023,0.912139106520608,1740845
-0.298315520881036,0.834575330828337,1742294
-0.803759689116316,2.87912574699902,1767700
-0.573882595931863,-1.24774584889831,1768972
-0.312198267775172,-0.752261769165455,1889409
1.34571742898599,-0.4600841316464,1915938
-0.290513172457008,0.273097071923258,1916742
0.849084587867101,0.790699508920048,1919296
-0.140014411832614,4.17541706792341,1926770
-0.605812342524206,0.0662236287267135,1938156
-0.578282284635868,-0.282730539184232,1938561
-0.394912642118589,-0.611991262752191,1966316
-0.476380264044304,0.497611086134083,1967281
1.10878857882092,1.2188062858399,1973544
-1.12627186646063,-0.601848814929083,1975401
-1.29701683512863,1.1164505134738,1976407
1.28286341108166,-0.550842835863978,1978972
0.991080460906491,1.7925778514094,1979045
1.08420114544838,-0.00918302113547904,1979422
1.07011924403618,-0.86489960196845,1980052
-1.15242005808633,1.21435427438352,2001182
1.36767638550067,2.00711290091573,2002465
1.13108341832345,0.387071552263047,2004451
2.49466509042248,-1.25335230825025,2006164
-0.165825823906274,-0.843006003658081,2007309
0.254759036569341,0.0808357432952839,2009915
-0.288104252730118,-0.0428620413366012,2010259
1.68104893620082,0.202469347754155,2010554
1.0773405421193,-0.162140182493829,2026671
0.152911131439775,1.59181282137126,2033049
-0.523239331517539,-0.691626927408932,2034136
1.96981009928397,-1.30682473682639,2040495
1.42487670032059,1.36956821425554,2047354
-0.474942819875979,-1.08956027293933,2051378
-0.449966379075133,-0.45249375754656,2055667
1.75706993574031,0.82668284166667,2057358
-0.200064863650847,0.522481512339046,2059713
-0.246373408171991,-2.56077415174264,2069079
0.0961184237180568,-0.311963623449741,2070958
-0.381947863376353,1.0562366390117,2072215
-0.132050544253851,-1.0075206249581,2075832
-0.187772324383664,-0.112301271085776,2075846
-0.65997940392995,1.0071703397401,2076301
-0.516480877192124,-0.336526655120706,2078198
-0.796883104203797,1.82531357237974,2078899
-1.24720770955322,1.83166273528589,2085349
1.96155182064345,-1.16603704388545,2086044
-0.482784521613227,-0.0103582443875969,2091555
1.95305882243388,0.250269522121995,2092954
0.0381881140373747,-0.86985290059759,2096627
-0.25210697359776,1.79773805330727,2100050
-0.766221361678656,1.75432241049756,2108003
-0.213284867353698,-0.32913711252486,2109902
0.997746543911148,0.584254754749547,2110540
-0.95617984023117,1.75331287422302,2116787
1.46696829647725,-0.344505684360907,2119177
1.22162490485216,-0.138902517259662,2131601
-0.912462926260976,2.14322654857087,2132424
-0.388988082284818,0.786358149703169,2132982
-0.0903892459389047,0.525720375649048,2133204
1.65055349559165,0.284575097164736,2133380
-0.528800378144429,0.787332964758776,2134220
-0.438809069071235,-0.229304016512626,2135748
0.660808060244106,1.27406708499501,2137799
2.39571610922705,-0.876224649561961,2138375
-0.170264515629704,-1.04670496320788,2138678
-0.4035207641551,0.480120145236491,2139733
-0.121941676488999,-0.361621537960273,2141116
0.257932075330337,-0.0229706281821676,2144796
-0.53029390218314,0.299947012057389,2145166
1.97701676727592,0.371166565315688,2145694
-0.907936583573481,0.138946015465035,2146138
-0.258666883751969,-0.838026496524635,2151024
-0.266955892493704,-0.600219748013482,215131
2.25996366721083,0.0969958333619578,2152442
-0.283552733691265,1.04449189032855,2157529
-0.439950357224024,0.705514679965925,2158101
-0.245871757639506,-0.445805303400262,2158329
-0.219330093935881,-0.107898121272327,2168082
-0.364174929744397,-0.656013393170091,2172217
-0.376092963852651,-2.21417396538759,2176530
5.45879331951747,-0.306691601494724,2176784
-0.320102573251537,-0.551971223678128,2181724
1.37639467347867,-0.320570267432186,2183291
1.55235659816123,0.390150035021069,2183356
0.00206567415968926,0.0153488156273062,2185290
-0.461634851857839,0.203019370994586,2186951
-0.477190011799666,-0.809002826487615,2196212
1.46626384331992,-1.74352693861528,2199403
-0.0692664136010288,1.31200184329923,2200416
-0.62361088874132,0.0945840010634852,2200813
-0.280853851937081,0.556053958367988,2205389
-1.32031656049042,-0.942401670117994,2212664
-1.30691453757389,1.04740909910399,2217034
-0.110708180260271,0.324621782056553,2218615
-0.387240966338654,0.268613417961586,2219842
1.26572148468244,-1.44322851628932,2224150
0.833319267098111,-0.325760860686991,2228399
-0.468293750597417,0.149774935171329,2228400
-0.715100827808193,1.91795306084193,2234271
-0.167013414707098,0.603022583983626,2234422
-0.848129157931276,0.281311962923114,2237571
-0.411784435444939,-1.31230367938884,2244172
-0.349251483460955,0.0164390122306554,2247869
0.926366945458048,-2.1896283547085,2250648
-0.22558909782381,1.1536135841326,2250836
-1.24235193654991,0.081535078947129,2267382
-1.16648188820649,-0.162068992230784,2269346
0.7223587497685,-0.00866246007792375,2271329
-0.639705083053784,0.54621476491776,2274521
-0.188675018372489,0.0806577260031907,2276121
-0.596201466478294,0.700407072198102,2278618
-0.335102322439041,0.032441175431135,2285214
-0.566805421835995,-0.156261614026067,2286108
-0.404400349645019,0.520552193400502,2293123
-1.10783093566801,-0.386719016799953,2294852
-0.665634042602893,2.0947886823212,2294873
1.31126497545824,-0.599402666758671,2296332
-0.277558837269416,-0.0843472385480757,2305114
-1.1024107837688,-1.19076855415737,2305115
0.0699846039484126,-1.30057944010267,2306459
0.103873507470739,-0.329786427218507,2306893
-1.22027410079579,-0.383434631328626,2317120
-1.19331837547199,0.48290837720605,2319068
-0.82553348892588,-1.26615123537253,2321962
-1.0767809238933,0.0575526241714293,2331869
0.912815821478683,-0.624508063809159,2336735
-0.125314564986726,-0.767209236615347,2339674
2.13969833317377,0.292845493903566,2340155
