"lemdfirst_prc_original_firstorder_Median_250","sub"
0.80196932394393,1916742
-1.56304947525988,1980052
0.813360647768199,1926770
1.39701518894097,1979045
0.837349366392485,2196212
0.867143473288631,2393207
0.761394464357533,2146138
0.118683983325074,2228399
1.44669127110845,2144796
0.762957467645823,2234271
-1.16090034510592,2296332
0.985693890854412,1684230
0.0309646510835358,1720713
0.0227548403025752,2186951
0.76434990801648,2439458
1.28901871949609,2135748
-1.23706661282543,2141116
-1.12308904589613,2108003
0.694350004398811,2006164
-1.56949079854791,308862
0.597642300472125,1085983
-2.16765348030916,2004451
0.811563488060662,2359944
-1.51603586553292,2069079
-2.33556844540299,2059713
0.75048505429407,2294873
-2.21817649558487,2033049
-1.60006530431071,1485662
-0.515656416598648,1526417
0.701435349737892,1386095
-1.4962035152484,983079
-1.04054982709264,2132424
-0.442206289823904,2138375
0.824953779872165,2490180
0.898690261200433,2034136
0.789777383665781,2510402
-0.0721751863188049,1330263
-1.20369950687892,1768972
0.816480772864859,2306459
0.168325879390526,2181724
1.38262651591334,2217034
0.166218104024804,2218615
0.154261055350893,92173
0.68568731966414,2414406
0.767876222819998,2381907
1.40600319303363,2002465
0.756159579637746,2474709
0.82107016516361,2176530
1.35514162507011,1279943
-1.50993493289517,1976407
0.230190961096192,2250836
-1.68654879058442,1915938
-0.479963552936939,2133380
0.853020569634804,2271329
0.813670160648901,2286108
-2.47811566862795,2040495
0.112307356316149,1125173
-1.16366905177746,1767700
-0.534100002437459,2138678
0.716733446597895,2443354
0.962653560866952,2234422
-0.596477140488512,2151024
-1.09867134683031,2057358
0.768472090254221,2425694
0.742156143544762,2500377
0.35223240458598,2183356
-0.146790581302363,2131601
-1.07076372461796,2152442
0.661406732598908,2306893
-1.62341110366143,2009915
0.75281117960176,58325
0.752696123150858,2395943
0.774523397905166,2480330
0.193561839349987,2076301
0.139463251876441,2205389
-2.21686786630305,1975401
0.689901032433109,2250648
0.0632789721246751,2185290
1.33429177875973,2091555
-0.95082564538395,1232870
0.699356246586771,2139733
0.833216156379898,2559453
0.610778953462151,1938156
0.813224270952593,2158101
-0.501220324139172,2199403
0.768205218102928,2430773
0.808827497121166,1738800
-0.606742528500921,1565177
0.0711123681908671,1978972
0.730189537465983,2487135
0.223219569430527,1612262
-0.420352916002458,2051378
0.65039770496933,1497807
-1.25653100302256,2026671
0.857294199980442,2340322
-1.19372561971496,2293123
0.723104559719398,2395415
-1.49196076267234,1966316
-2.12659799353569,1973544
-2.1496021156624,2010259
-0.478697196792029,2145694
0.751370952206765,965005
-1.72344809281437,2096627
0.69632912239132,2047354
-0.706580650114124,1364384
0.592636425876659,2244172
-0.540615211816961,2132982
0.775907016055948,2134220
0.668220427084263,1889409
-1.76840722808737,1938561
-1.03018151318166,2055667
0.152192244789629,2176784
0.748400804848021,923666
-0.847554577460932,2086044
0.00469943213837165,2078198
0.848111004273001,1501387
0.356502359006669,1518948
-1.42285704955722,1606693
0.759186336240705,2305115
0.745309351965962,2237571
1.38367856563372,2285214
0.751243030018541,2426863
-1.63131323952417,1979422
0.955237382282468,2480056
-1.20636933116933,1668599
0.74767444207811,2339674
-0.586144115457042,2133204
0.729782244981641,2294852
0.720975463988972,2445526
0.2015952057334,2200416
-0.0575508865019431,2168082
0.832624332463118,2075846
0.756062167626601,215131
0.11921846281265,2274521
-2.20408446970061,277752
0.0916482905106124,2078899
-1.09873824866438,2172217
0.0312892352565272,1614566
-1.03404711585797,2100050
-0.648876347858164,2183291
0.825155588151862,2336735
0.802840518156827,2352038
0.913499460042225,2305114
0.829267477799746,2448298
0.0818504801517084,1329352
-2.11411510379783,1183075
-1.39508837730794,2110540
-0.546690045387576,2070958
0.638534024789122,2340155
-1.68021553948989,2075832
0.725601247944717,2498991
-0.461603410594471,1919296
0.802907052398405,2401405
-0.915456630710241,1644034
0.812087674958381,2405144
0.646807796664194,2158329
-1.05274764885071,2319068
0.981053770791365,2504802
0.938361578434379,2331869
0.86159870809565,2317120
-1.49676225584064,2072215
0.101391697180272,2228400
-0.0110780053349726,2145166
-0.878479766463867,1692385
-0.536526112903759,2109902
0.677957952274004,2219842
0.717273072380399,2520618
0.979601780436534,2419459
0.150713420182671,2276121
0.742357584231964,2350037
-0.0687293742716688,2001182
1.30946090572964,2278618
-0.45461658004402,1740845
1.37726260622784,2321962
-0.54082032842911,2212664
0.820692647671355,2453577
0.534009098866019,2224150
-0.460999088532864,1967281
-1.57651291797787,1742294
0.66065280039188,2488660
-1.25657217338199,2085349
0.568751735928428,2247869
0.690636585015392,2157529
0.726335697749515,2119177
-2.35010911792726,2010554
0.75835447442476,2493534
0.844385086744755,2200813
0.804922194455413,2116787
0.649172151591352,1154608
-0.254748453535279,2267382
0.494542163059234,1181124
-0.0111533617964258,2137799
0.838482286461748,1458656
0.0364403088874764,2269346
-1.62528582538539,2092954
-0.419239110742929,2007309
0.74422532169852,1671370
