"mkm10d_ptv4_wavelet.HHH_firstorder_Median_250","mkm10d_ptv4_gradient_glcm_Imc2_248","mkm10d_ptv4_wavelet.LHH_firstorder_Skewness_246","mkm10d_ptv4_original_shape_Sphericity_238","mkm10d_ptv4_wavelet.LLH_glcm_Correlation_234","mkm10d_ptv4_original_shape_Flatness_233","mkm10d_ptv4_wavelet.HHH_glcm_ClusterShade_230","mkm10d_ptv4_lbp.3D.m2_glszm_LargeAreaEmphasis_228","sub"
-0.0181800154644749,-0.452282651938703,-2.12881147787499,1.30576548099094,1.37308009745665,1.06854900054944,0.309498389160611,0.265233786286763,1085983
-1.02571463906552,-0.319699575604733,1.2232259567549,0.429056827880961,1.19094864208176,0.354501163226146,0.427021222633967,-0.218124435309544,1125173
1.08158668253743,-0.996669775663104,-0.603553461303887,0.533469221961684,-0.974990853269296,-0.0765557024615884,0.411854637339453,-0.461006420308057,1154608
-0.205517088196695,1.12463065426434,-0.573313576538833,1.0127534297702,0.347996589950303,0.940097272090689,-0.557446224981796,-0.382424714304896,1181124
0.0978081254246425,-1.87845610898207,-0.773256139739212,0.187453347958989,0.765493438873285,0.263638859654381,-0.117099587161163,-0.393286230630634,1183075
-0.921754427160322,0.443656324181673,2.32640599988698,0.711392666380653,1.18315960880129,-0.783737688736107,0.101370896869494,-0.119313344766476,1232870
-0.562424681620607,0.940416485231167,-1.15597321822288,0.616908983387075,1.37402219738227,0.217784317271122,0.325674544613647,2.48891661904698,1279943
-0.482438878072512,0.49686813550487,-0.0490699843734319,-1.61085866311944,-0.410498824619468,0.0872473650047468,-3.04057119840168,-0.459489616012694,1329352
0.427724881769999,-0.549674013525677,-0.291206497258074,-1.35760436662229,-0.650052386822098,0.336280957137563,0.320138739024095,1.03755906388643,1330263
-0.0545947089532776,2.66140154756948,-0.345018005977496,1.13075821350784,-1.25257706008838,-0.144506452321763,-0.724720558690725,-0.484514661439053,1364384
