"letdfirst_prg_original_shape_SurfaceVolumeRatio_500","letdfirst_prg_original_firstorder_10Percentile_500","letdfirst_prg_original_firstorder_Kurtosis_500","letdfirst_prg_original_shape_Flatness_495","sub"
-1.03305457050963,-0.545499361097104,0.818223850819619,-0.310135452200856,1916742
0.298606137036551,1.94436664099628,-0.571851227622023,0.468613531450938,1980052
-0.315798338208773,1.42436345042919,-0.299319812670719,2.84964260983316,1926770
1.38238840853188,-0.565600702870708,-0.283784184359052,0.0573668448000064,2196212
-0.0744798186410225,-0.801095560764814,2.69692610667774,-0.536563652911634,2393207
-0.112778283142443,0.726233326159854,-0.677246860165662,-0.598949273915394,2146138
-0.460774765790896,1.93977070312379,-0.331187273317343,1.20381274182398,2228399
-0.0645485898598313,0.626320856794038,-0.328252779594088,0.343779171843127,2234271
3.09560793018485,-0.508297462643801,0.220317883151477,0.570615316427289,2296332
-0.262380957344454,0.805046561430102,-0.48351546626877,1.80180862000305,1684230
-0.286375679402087,-1.10746978356578,0.588489535196948,-1.19190119731126,1720713
-0.30052389171012,-1.15857700187781,1.03049756899816,0.77990289333199,2186951
-0.58193079356746,0.957578059085532,1.55656962129317,0.294303373386066,2439458
-0.158095403510815,-2.10686200939217,0.516112122131994,1.96013133537285,2135748
-0.152939530663933,1.8316738463078,-0.247494642971172,0.590171394763454,2141116
-0.461030178744528,-0.270011687135484,-0.570023868505379,1.51649364770679,2108003
1.0935418011783,0.831556813552685,-0.737758687616554,0.861942698842227,2006164
-0.249715336380976,0.132217863262488,-0.707261563556229,0.654557482028563,308862
-0.883493588008831,-0.473866223639859,-0.35518616861835,1.31168292717136,1085983
-0.2590328915466,0.158251159995141,-0.497223249616894,0.953760217246064,2004451
0.720309105261632,0.265835876187526,-0.663564691619361,-0.756044369234142,2359944
1.73170958923749,-0.57735736890735,1.82324912507858,-1.04130732793521,2069079
0.0424881071485795,0.392293294225808,-0.646424097093985,0.35347003954887,2059713
-1.08129082536637,2.05603506558593,5.89075072956218,-1.38723570680384,2294873
-0.100933237763392,0.199960633404518,-0.545853162903105,-0.422258756542308,2033049
-1.31361709314172,-0.269340013463694,0.359733656944871,1.51968160629526,1485662
-0.54813128248572,0.286018295046323,-0.549986413114605,0.666429207101459,1526417
-0.308947263716357,1.6843931228184,-0.289900991374904,0.629068428428744,1386095
-0.562999716037386,0.803293075099949,-0.544704314419142,1.09382527165663,2132424
0.0723276300403445,-1.15811732812413,-0.736929013842044,0.852830906433849,2138375
0.578915410021344,0.3080079110276,-0.540198532502264,1.44173410871606,2490180
3.1154704743312,-0.276811677802789,-0.466035166293492,-1.21854631272316,2034136
0.620033950183411,0.557513200223484,-0.232304565860377,-3.19815554566259,2510402
-0.393082761067541,-0.471858532881505,-0.4428222335418,-1.04583905399901,1330263
-0.499686014115949,-2.6773827102007,-0.67691188538456,0.313932229779911,1768972
1.14510537417328,1.24408675225985,-0.506155956220074,0.717640517227154,2306459
