"letm_ctv_subvol_z3of3_248","letm_ctv_subvol_x1of3_247","letm_ctv_density_247","letm_ctv_sphericity_236","sub"
-0.0885634186188,0.664767358176735,-0.308516123733804,0.954732279550399,1085983
0.183789847632825,0.611080472797591,-0.44643790287121,0.120696653040366,1125173
1.59595958717409,1.20853058905748,0.966455859777556,-0.057848271122252,1154608
-1.36548610707094,0.742685100448782,-0.354391638802594,0.300365355338447,1181124
1.79399961531209,-0.452186683532854,0.302274924115887,0.174891186250806,1183075
0.730781166611321,0.974768611856054,0.913494352674483,1.82835445387563,1232870
0.310053718427886,0.946968663921552,-0.416345315657788,0.668423626849926,1279943
-0.745033129984106,-1.00342503886081,-0.278771878144651,-1.31619277453868,1329352
-0.489136422130147,-0.371255573628348,-0.379961085816834,-1.12000238802255,1330263
3.8034936645454,1.83868383368857,7.56548451409684,0.759307892525881,1364384
0.980219700022963,0.622880852092747,1.12296457034755,0.877127349950195,1386095
-1.26761826830244,-1.36628467586246,-0.435975863598864,-1.21696856236979,1458656
-1.02532450885437,-0.815280016182758,-0.394270400831074,0.0410878723077787,1485662
-1.55737702274344,-0.230196069702734,-0.330040817376601,0.282899102016651,1497807
0.739457021534301,-1.03349769919109,-0.348151581033268,-1.14624484758663,1501387
1.28826126615267,0.532421653412139,1.2957151286732,1.00933221514581,1518948
0.745945460813871,1.02054086770704,-0.181880444602327,0.983943291213048,1526417
-0.506263146017355,-0.708395135321032,-0.382395749611802,-0.708641562020569,1565177
-1.5796267317272,0.0242721221191451,-0.458806023096104,-0.165846520412186,1606693
0.652232114948085,1.08896154550524,-0.314663248822713,0.664358054877843,1612262
-0.864521216825272,-0.365723613691747,-0.249839417771649,-0.291023198542383,1614566
0.644189949896307,0.0158139450655783,-0.26746777028819,-0.448858916990865,1644034
1.17180156892049,1.42253850115677,-0.378393895365723,-0.0742063216168786,1668599
1.73606060121281,-0.393312055601151,0.293299558361868,0.246110685152382,1671370
0.891562051580993,1.28508338699954,0.335049990488954,0.770549651895742,1684230
0.499237585360284,-0.141772671792522,0.290799037586487,0.642197793249526,1692385
-0.836239125016129,-1.63286391560813,-0.405579099624844,0.0770190575919432,1720713
-0.554386283697707,-0.952554077635514,-0.376453563653064,-0.725290770178388,1738800
-0.0571851725524832,-1.09273541714816,-0.444915979625065,-1.27740907269304,1740845
1.70391158202288,0.0660990748588892,0.381430674009551,0.0115603314075465,1742294
0.519547152342954,-1.23086032642999,-0.138140094409609,1.28907884559429,1767700
-2.19075998918706,-1.81273772399032,-0.439125558992464,-0.187156890866655,1768972
-0.434082951423952,-0.0718376323893858,-0.410657362027496,-0.318545299929079,1889409
0.265487462493556,0.377556653986797,0.218759367409387,0.809567308777901,1915938
-1.01144083620613,0.0338475655669714,-0.424639832807122,-0.313470446424756,1916742
