"mkm8d_gtvper_wavelet.LHH_glcm_ClusterShade_242","mkm8d_gtvper_wavelet.HHH_firstorder_Skewness_242","mkm8d_gtvper_wavelet.HHL_glszm_LargeAreaLowGrayLevelEmphasis_241","mkm8d_gtvper_lbp.3D.m2_firstorder_RootMeanSquared_237","mkm8d_gtvper_lbp.3D.k_glcm_Idmn_234","mkm8d_gtvper_wavelet.LHH_glrlm_GrayLevelVariance_233","mkm8d_gtvper_lbp.3D.m1_glcm_ClusterShade_231","mkm8d_gtvper_wavelet.HHH_glszm_SmallAreaEmphasis_231","mkm8d_gtvper_wavelet.HLL_firstorder_Mean_228","mkm8d_gtvper_wavelet.HHL_glszm_LargeAreaHighGrayLevelEmphasis_228","mkm8d_gtvper_lbp.3D.k_firstorder_Range_226","sub"
-0.127225128536487,-0.155900684265156,-0.333426409656148,-1.0710918813286,0.309357265102756,-0.436107153441482,1.00873886335177,0.316774136759061,1.08975948609467,-0.201698100966141,0.52199992995827,1085983
-0.0750709711774372,0.311455164399973,-0.356713772758222,-0.176487055640499,0.644207623074248,-0.572914190400018,0.301324688855595,-1.5669083405821,1.03600755147127,-0.232161672241025,0.854159797820865,1125173
0.432839786419995,0.836138402018752,-0.336173962124202,3.47321102562157,1.72052891415133,0.270854277759803,-1.29512031373038,-0.777440770753407,-1.89577810505175,-0.240185093658949,1.46903102091538,1154608
-0.168952084053714,-2.04206511763426,-0.218966861916212,-0.371051379070294,0.507173733007454,-0.237194780474369,-0.120045345523522,-0.461411182197203,0.461859711219827,-0.0675835230442298,-0.769047613516891,1181124
-0.166317374430479,0.48916621253429,-0.3499484886285,0.0555646586098238,-1.14896707010963,-0.208656822378403,0.261578983773724,0.871467276688643,1.07085848287328,-0.232332970410806,-0.446692342052147,1183075
-0.158683526078468,0.286506892431893,-0.320105032500577,-0.979610207442865,-1.14400242147738,-0.492281555429822,0.606891396232033,-2.54046508156965,-0.837550644328791,-0.238395852207365,0.419578724973913,1232870
-0.0513169586095396,0.162305157368959,-0.335440287666613,-1.74177765818147,-0.267835064348731,-0.309783185795788,0.434056437179369,-0.749801345662266,0.660245006448971,-0.208985685872582,0.21954725060091,1279943
-0.00587724550490816,0.270917198662269,-0.349164297393426,0.496147618800149,0.427047930833118,0.0132336670234672,0.911694773239036,0.426333088170146,0.42125552363114,-0.2253556913658,0.864249662371645,1329352
-0.0361557754215965,-0.190736313026426,-0.173277014492228,1.39354841810805,0.426729711729112,-0.164163701251489,0.194409909793151,-0.158120361583413,0.262016168416178,-0.193263897044902,0.0438475912006385,1330263
-0.151847024059072,-0.376781460450569,-0.341772463630647,2.44557304132127,-2.5825908745177,-0.0718120533175322,1.26606685170206,0.774830288482708,-0.871818823197779,-0.239301195484643,-2.5381009090266,1364384
