"lemdfirst_prg_original_firstorder_RootMeanSquared_250","lemdfirst_prg_original_firstorder_Kurtosis_250","lemdfirst_prg_original_shape_SurfaceVolumeRatio_250","lemdfirst_prg_original_firstorder_Minimum_239","sub"
0.83186417208465,-0.442711828970339,-1.03305457050963,0.794299879119242,1916742
-1.67313682990355,-0.332305675975565,0.298606137036551,-0.244588616998249,1980052
0.777023068631844,-0.514702352275608,-0.315798338208773,1.04800660970198,1926770
0.783011969034788,2.85062082292175,1.38238840853188,-0.56438944842928,2196212
0.636062060547154,0.274248922880027,-0.0744798186410225,-1.63192083486166,2393207
0.796013218683089,-0.461753774422211,-0.112778283142443,0.960918731461506,2146138
0.142402176934504,-0.506284188993352,-0.460774765790896,0.820018087943335,2228399
0.794424280961247,-0.471005400326888,-0.0645485898598313,0.884666673611816,2234271
-1.25154245806643,-0.436889771386143,3.09560793018485,-0.449032277699098,2296332
0.796235165932806,-0.531010253520342,-0.262380957344454,1.03136124553354,1684230
0.142889192765771,-0.171529606192122,-0.286375679402087,0.325357390492331,1720713
-0.16099846006965,-0.197284774474388,-0.30052389171012,-2.15649223485018,2186951
0.782786369232756,2.08760896067807,-0.58193079356746,0.11747709826104,2439458
1.09259768018302,-0.189377165157141,-0.158095403510815,-2.22708414901386,2135748
-1.10382676957096,-0.410344632058691,-0.152939530663933,-0.0650987925596284,2141116
-1.10238315723376,-0.497557694294433,-0.461030178744528,0.190397772201677,2108003
0.827244899532114,-0.528385921480804,1.0935418011783,1.08979772308025,2006164
-1.69372976881691,-0.541651469472636,-0.249715336380976,0.051965294712685,308862
0.738831845534609,-0.279326471580045,-0.883493588008831,0.584618821947518,1085983
-2.31831887086501,-0.521954785369851,-0.2590328915466,-0.268072109635858,2004451
0.763341483266078,-0.535885184431522,0.720309105261632,1.08847791166189,2359944
-1.75069938400175,-0.00676314616306606,1.73170958923749,-0.269104285863421,2069079
-2.32298496112275,-0.453859197067964,0.0424881071485795,-0.358792123890421,2059713
0.587624203477814,-0.100524866782143,-1.08129082536637,-1.32797968005156,2294873
-2.34103354314035,-0.395498640016247,-0.100933237763392,-0.46192573593415,2033049
-1.68331702434257,1.39683187053652,-1.31361709314172,-0.592780540836914,1485662
-0.462716553329843,-0.290507320701197,-0.54813128248572,0.25294671466958,1526417
0.424799220782665,-0.391907649427691,-0.308947263716357,-1.09594490255788,1386095
-1.05525467443238,-0.14749107630041,-0.562999716037386,-0.0489643634315237,2132424
