"lemm_prg_density_249","lemm_prg_area_239","lemm_prg_m012_229","sub"
-0.324845067379536,-0.241373718277972,-0.030693930601337,1085983
-0.444030532391657,1.71194442145223,0.360617808643057,1125173
1.7214115985344,-1.03090192819182,-0.516986838958251,1154608
-0.357610122283364,-0.0467874455796577,-0.0490708554252061,1181124
0.287528660543761,-0.947774076062082,0.289470311036407,1183075
0.658731642234019,-1.05513201961977,-0.0311856381493912,1232870
-0.401147394822064,0.718883443543594,-1.23525945279622,1279943
-0.298832087227652,-0.435587220338933,-0.0850566372651027,1329352
-0.376270753361248,0.523551629570574,-0.284387431431084,1330263
6.82326654032299,-1.24375396212044,0.12356268091349,1364384
1.22035647641266,-1.01226339632417,-0.0306305587983715,1386095
-0.452612850262461,1.35893062787885,-0.0598517647958089,1458656
-0.414177272357766,-0.0188296477781758,0.118299849408765,1485662
-0.346930636670573,-0.300644249617114,0.065506598387578,1497807
-0.335526352218629,0.141088955646301,0.793355157782359,1501387
1.24161338232129,-1.1121659271348,0.12908556195311,1518948
-0.216293819166552,-0.728584941298464,0.149209813871903,1526417
-0.334367336011892,0.279759632741651,-1.15585113286429,1565177
-0.467350777035209,3.82406285269485,0.0517164836879587,1606693
-0.269783044925881,-0.247338048475621,-0.0451280714975979,1612262
-0.214819223008028,-0.121341573050276,0.0613892438890503,1614566
-0.311637440595869,-0.463917788777768,0.147261608727811,1644034
-0.363874974685823,0.282369027203123,-0.0571370292131753,1668599
0.26615930700336,-0.94031866331502,0.109171976162191,1671370
0.44032480835682,-0.805002921955848,0.22714404039908,1684230
0.200130535140219,-0.931744938655899,0.0401997825370826,1692385
-0.388782355700025,0.467263263330257,0.345924848304218,1720713
-0.352880986185144,0.552254968646762,-0.134573577755118,1738800
-0.449055680610691,1.95573641828115,-0.0660137795689706,1740845
0.360784021849805,-1.00219858911563,-0.0602251426136873,1742294
-0.135074793978566,-0.679006446530502,0.0727924795029935,1767700
-0.456458659785309,1.67914060536516,-0.141172790659879,1768972
-0.404960651427588,1.01709995342607,0.825462229881267,1889409
0.191168577116565,-0.940691433952373,0.334706237360783,1915938
-0.445435442695786,0.381153246101692,-0.0829600561451514,1916742
1.35828649264971,-1.12372181689274,-0.0263636490544116,1919296
0.739241043527044,-1.10321943183832,0.0249768316902752,1926770
-0.468840144910218,1.42192886559153,-0.0636915944060884,1938156
-0.303495686312025,-0.0937565458861474,-0.278811225232409,1938561
0.0649857997983282,-0.752442262089062,0.13400755393482,1966316
-0.167310238515988,-0.786737160725546,0.0339031720422384,1967281
2.13879378697922,-1.13341385346392,-0.0383036538187521,1973544
-0.00849558372701921,-0.868373930305873,-0.100892639205247,1975401
-0.298593851868931,-0.542199622621918,0.18768000103154,1976407
0.242657869754734,-0.855699728635868,0.0826094691460471,1978972
-0.084127676188358,-0.410238816998923,-0.106757617454862,1979045
-0.414099416287498,-0.0177113358661165,0.110937711059928,1979422
8.46012078378223,-1.24449950339514,-0.192315628956926,1980052
-0.458501224421797,1.5087844240948,-3.67320619202105,2001182
1.80062972659778,-1.14683359640863,0.0245202876828756,2002465
-0.0423415337973031,-0.87881150815176,0.0716751286115269,2004451
0.591586875145385,-0.673414886970206,0.0310044687117701,2006164
-0.410528346608067,1.51549429556715,0.235485115260136,2007309
-0.297847582123284,-0.603334007147825,-0.0979807682788235,2009915
-0.319778965612032,0.427749575770829,0.559000834353567,2010259
-0.342150451945207,0.283114568477829,-0.683763989047748,2010554
-0.231777744857482,-0.467272724513946,-0.0178184458740573,2026671
-0.295561544620654,0.0724991583733318,-0.316288343605097,2033049
-0.354591117181831,0.380780475464339,5.5798363101242,2034136
0.540682983812711,-0.783382224989368,-1.71158664466283,2040495
3.1587039694462,-1.20983183412131,0.0376966343840541,2047354
-0.306965623461358,-0.538099145611033,-0.111027258362683,2051378
-0.384372443002907,-0.245101424651503,0.125901111534589,2055667
-0.4100829572094,-0.112022307116449,-0.0897510282124237,2057358
-0.332978139311949,0.254784000038994,-0.133701826452672,2059713
1.40490452110121,-1.04320335922447,5.64857069448065,2069079
-0.338335724710352,-0.114258930940567,0.0952042677619447,2070958
-0.198041480728307,-0.339039625264482,-0.0909888620126541,2072215
-0.408416681949302,0.86911001039689,0.0567161471497904,2075832
-0.384870763401101,0.723729461829184,-0.0316553324508745,2075846
-0.246148987087762,-0.611534961169593,0.096989589763508,2076301
-0.46059522430818,2.55850653888111,0.315739062039722,2078198
-0.442611236179038,1.45920592932684,-0.699564265882912,2078899
-0.371351635004018,-0.387872578757737,0.303047964765916,2085349
-0.281182444858949,-0.307726891726822,0.67187808780493,2086044
-0.347088183461307,-0.349104432473016,0.231641703709746,2091555
-0.39748497871783,-0.0598344178870159,-0.284689694753462,2092954
-0.434547763475935,0.119095488042468,0.0368987223840812,2096627
0.268820067082905,-0.915715801249716,0.196147497372727,2100050
-0.399319157881108,-0.210060984740312,0.097349517968525,2108003
-0.384155056314827,0.674896508335929,-0.214734752357821,2109902
-0.354660400050226,-0.0210662716022943,-0.157770566069574,2110540
-0.408029635295635,-0.113886160303214,0.191230727025557,2116787
-0.39089214877121,-0.0624438123484876,0.266428107382041,2119177
-0.328201216652335,-0.00391882228405209,0.203059045552494,2131601
-0.061577096953573,-0.834451802306742,0.0139593854574588,2132424
-0.456269828409646,2.2509707630648,-0.0309870818454451,2132982
-0.427436972550002,1.03499294401902,0.0971303853516002,2133204
-0.206196352734593,-0.495976063590134,-0.0893056563461892,2133380
-0.336793115598766,0.17836601938161,1.92191592321691,2134220
-0.428460323773582,1.11327477786317,-0.0117982815107127,2135748
-0.0926246086745707,-0.710319180068162,0.140250349278396,2137799
-0.402995144716944,0.93173547747221,-0.0786393421031153,2138375
-0.440947874768119,2.39374191717104,-0.232776625043338,2138678
-0.191785610680813,-0.532134815413384,-0.423791847782551,2139733
