"mkm9d_ptv_wavelet.HHH_firstorder_Median_250","mkm9d_ptv_wavelet.HHH_firstorder_Skewness_250","mkm9d_ptv_original_shape_Flatness_247","mkm9d_ptv_wavelet.HHH_glcm_ClusterShade_247","mkm9d_ptv_wavelet.HHL_firstorder_Median_246","mkm9d_ptv_wavelet.HHL_firstorder_Skewness_246","mkm9d_ptv_lbp.3D.k_glszm_SmallAreaEmphasis_246","mkm9d_ptv_log.sigma.2.0.mm.3D_glcm_Correlation_245","mkm9d_ptv_lbp.3D.k_glszm_LowGrayLevelZoneEmphasis_242","mkm9d_ptv_wavelet.HHH_glszm_SmallAreaEmphasis_240","mkm9d_ptv_logarithm_glszm_LargeAreaLowGrayLevelEmphasis_239","mkm9d_ptv_wavelet.LHH_glcm_ClusterProminence_231","mkm9d_ptv_wavelet.HHH_firstorder_Mean_229","mkm9d_ptv_lbp.3D.m2_gldm_LargeDependenceEmphasis_228","sub"
-0.117135599825306,0.425849579263277,1.35119706091473,0.138646602288269,-0.122311842676239,-0.481899429275482,-0.732834033289483,-0.0032872994359082,0.00432763454225417,0.932279111017431,-0.266537203688268,-0.263821939650413,-0.116635414351406,1.20405906243545,1085983
-0.569245314872151,0.557420301045764,0.110236965876068,0.154775845243408,0.113411502016345,-1.03667438139294,-0.338357367251833,0.861993801643582,-1.04776813236987,-2.06567784383386,-0.0651109182124081,-0.268692734373178,-0.0829425289628362,-0.322299356005949,1125173
0.0609333218841527,-0.23741242652162,-1.53027357938603,-0.233309257468252,0.794552272041996,-0.725401750165884,1.01550106836197,0.0448212231000787,1.66516418525485,-0.527753065000491,-0.29306584174444,-0.144347888371201,-0.827606449006223,0.114829107362878,1154608
-0.0615270947109438,-4.65220198707213,0.884728474582034,-0.518207256781142,-0.245587055070431,3.84624193049871,1.13325301817834,-0.447515263230427,1.98376704419932,0.316856923232005,-0.294210555723356,-0.229713974555447,-0.560681367792148,0.737757109814312,1181124
1.30527427082524,-0.261737409393402,0.245789447239916,-0.135353906503625,-0.978064561775957,-0.870385024423133,-1.03962838948757,-3.10330833769251,-0.128262704357802,-0.306290099010759,-0.242635116304762,-0.236776515719653,2.11922204478239,-0.725068023057521,1183075
-1.48980681318563,0.239269476662825,0.0380830206982791,0.194207971977401,-1.21431192537275,-0.69103081556246,-0.894962761772826,-1.57676238835493,3.03394845392109,-0.936585545614689,-0.23922475436346,-0.266666418896179,-0.996661160996282,-0.186289934604644,1232870
-0.0567945224627478,0.259313777614454,0.194384973611451,0.13439785399744,0.658127695092426,-0.834183123194556,-0.0807601834981228,-0.702008312747531,0.296684031879936,-0.36158839278967,-0.0390411180018888,-0.246989610027822,-0.285448578702958,0.39932638957368,1279943
0.206371483707206,0.484096730663073,-1.02730961234489,0.410412694689903,-0.00300335215246715,0.149593810531831,0.264975490268921,1.11971064038852,-0.630703629964455,1.34950009438173,-0.278687896264044,0.149274643450987,0.430498763493277,0.102432824929575,1329352
0.247032130625428,-0.543323597564116,-1.32400921503537,0.100159638059018,0.671318283998962,-0.0288139092161649,1.52746730611532,1.08729855060382,1.83453798913395,-0.936721727977389,-0.281994356271534,-0.0751328905129186,-1.25445831848116,0.155843103072217,1330263
-0.339577846776615,-0.874735739925402,-1.15899980052833,-0.0447840312196975,-0.49622333488581,0.111530323493308,0.235304315233703,-0.0803861329933938,1.2801939435051,-1.41350285890139,-0.292078507217938,0.123483963729561,-5.77289104018121,-0.0336757153961927,1364384
