"mkm7d_ptv_wavelet.HHH_firstorder_Median_250","mkm7d_ptv_wavelet.HHH_glcm_ClusterShade_250","mkm7d_ptv_wavelet.HHH_glszm_SmallAreaEmphasis_250","mkm7d_ptv_log.sigma.2.0.mm.3D_glcm_Correlation_249","mkm7d_ptv_wavelet.HLH_glcm_ClusterShade_249","mkm7d_ptv_wavelet.HHL_firstorder_Median_249","mkm7d_ptv_wavelet.HHH_firstorder_Skewness_249","mkm7d_ptv_lbp.3D.m2_firstorder_Maximum_249","mkm7d_ptv_original_shape_Flatness_248","mkm7d_ptv_wavelet.HLH_firstorder_Median_248","mkm7d_ptv_wavelet.HHL_firstorder_Skewness_246","mkm7d_ptv_wavelet.HHH_firstorder_Mean_245","mkm7d_ptv_lbp.3D.k_firstorder_Range_242","mkm7d_ptv_wavelet.HHH_glcm_Imc1_239","mkm7d_ptv_lbp.3D.k_glszm_SmallAreaEmphasis_238","mkm7d_ptv_lbp.3D.m2_gldm_LargeDependenceEmphasis_238","mkm7d_ptv_wavelet.LHH_firstorder_Skewness_237","mkm7d_ptv_lbp.3D.k_glszm_LowGrayLevelZoneEmphasis_232","mkm7d_ptv_wavelet.LHH_glcm_ClusterProminence_228","sub"
-0.106504043549045,0.165548920007749,0.648314120993016,-0.0379880618175791,-0.384550818920725,-0.145413202976722,0.409477272724696,-0.240654135808253,1.35119706091473,0.312185544827614,-0.467364028337311,-0.147448168225734,-0.233910078514358,0.438630612724933,-0.728147893715988,1.03318326737359,-0.979112502414681,-0.0560280216158073,-0.268344866687841,1085983
-0.57868466214609,0.154889392565559,-1.97225073277204,0.849460351244034,-0.421618408667184,0.190024558254962,0.548787296440744,-0.0378626655711718,0.110236965876068,-0.657495775857103,-1.02473342938357,-0.127772707556586,0.625913576570303,-0.113451488047517,-0.200516840272228,-0.264175073781043,-0.329901168226729,-0.99998941667878,-0.273673817304216,1125173
-0.276938033605725,-0.152318095266117,0.0641237455747476,0.035184982031026,-0.0699385617917821,0.701434155171065,-0.241232066813554,-0.240654135808253,-1.53027357938603,-1.54762493723117,-0.731422725904984,-0.838869238795316,0.52749797848124,0.339173172423333,-1.42044331561668,-0.159126031178179,0.174186455604523,1.34543938086013,-0.143662715178614,1154608
-0.0544744671206878,-0.440608683849586,0.341793695410852,-0.379393530713797,2.23450088808539,-0.2784820866436,-4.51520062842595,-0.240654135808253,0.884728474582034,0.00539649507628847,3.81160721022647,-0.649500975591196,0.0417283142543852,0.0366464481438043,0.936998191609946,0.592905386274198,-0.997566930696163,-0.429949514914303,-0.234179261223072,1181124
1.37246699875061,-0.147439238508013,0.709029731982434,-3.06441852906953,-0.256668816928381,-1.01653428702773,-0.248737879350427,-0.240654135808253,0.245789447239916,-0.321692385696859,-0.954023130167784,2.2917056016686,-1.24460265997498,-0.565633205491782,-1.43307714796593,-0.917855885518297,-0.47037003914662,-0.199387351029361,-0.244771328454929,1183075
-1.47870071560901,0.18270719508568,0.0592507760386667,-1.48581612654441,0.0761295183776427,-1.17310225509799,0.245238426894121,-0.240654135808253,0.0380830206982791,-2.61312943945083,-0.662169762462328,-1.03845199510904,-0.338512736939364,0.560367787664514,-0.578073104241883,-0.181187551066402,-0.983200308552494,2.60351749210197,-0.271538784407122,1232870
-0.0981768154462268,0.138903188565564,-0.070013071224389,-0.781745925633453,-0.401821016100451,0.691589375975249,0.24395757541809,-0.0378626655711718,0.194384973611451,0.257760051305464,-0.823334740778744,-0.334595377707452,-0.128447307438084,-0.344150157732076,0.0679923094866286,0.32738994351891,-0.353916427788614,0.210817590051656,-0.251635256754477,1279943
0.131828286641174,0.598783820258191,0.899391978368181,1.14174319525918,-0.340518149576925,0.180094980885059,0.495651446921847,-0.240654135808253,-1.02730961234489,0.658635249508777,0.0995079920270632,0.372526857202622,0.772715303587551,-0.401055021156292,-0.597827038961046,-0.0944441095101127,-0.498104646627072,-0.573842609142668,0.17949333758724,1329352
0.28520026815359,0.084297719284741,-0.964197283907181,1.14809796436741,0.479217956811213,0.625013032196491,-0.498489369682718,-0.240654135808253,-1.32400921503537,0.453968962100711,-0.050254708714329,-1.22658409668393,-0.0805426999093857,0.323269623315709,1.85216082828526,0.285046773136563,-0.0653709973635692,1.47981556502395,-0.070280110959368,1330263
-0.540305090454463,-0.395970358831712,-0.455514636411307,-0.0851858292586126,2.78675111775619,-0.940005094911701,-0.818273291986521,-10.0203418068482,-1.15899980052833,-3.43133135985665,0.17843271911661,-5.37280003032804,-0.700171354341751,-2.4434571497028,0.189764929427278,0.277727670807219,0.474093280855858,1.00272836153175,0.123129946402139,1364384
