"mkm7d_ptv4_wavelet.HHH_firstorder_Median_232","mkm7d_ptv4_wavelet.HHL_glszm_LargeAreaLowGrayLevelEmphasis_231","mkm7d_ptv4_lbp.3D.k_glrlm_RunEntropy_229","sub"
0.00126167935998685,-0.226501710215605,-0.135587425415879,1085983
-1.03218492381544,-0.325997228780935,0.870784998442866,1125173
0.750407624572165,-0.286272204420121,-3.0256641552478,1154608
-0.2283069225306,-0.284049179523731,-0.880919738144599,1181124
0.336742293193286,-0.312489375018414,-0.584189634055969,1183075
-0.769023563169022,-0.138395940463173,0.157355285926341,1232870
-0.456062370612852,-0.125267209479758,0.556830804019641,1279943
-0.308950030548345,-0.30506141598476,0.323013748748959,1329352
0.418125756106567,0.0401238049585779,0.0816163016574986,1330263
0.299675789827356,-0.309560240887885,2.763087786208,1364384
0.643056044772144,-0.297835101134804,-0.372421874235901,1386095
0.531962348209539,-0.334983161237514,0.320562672704519,1458656
0.0266095386141094,-0.182437021505152,-0.046586661743939,1485662
0.146350198124418,-0.267365738740264,-1.71596141260148,1497807
0.691836864150436,-0.323435230063152,-0.590112108458318,1501387
-0.155668099673075,-0.3232779836107,-1.85472831159809,1518948
-0.239063639043824,-0.305507335924668,-0.0904004013738232,1526417
0.401079121620614,-0.326346938016944,0.37839752338607,1565177
-0.204314605531087,2.70219826407878,-0.764226926223188,1606693
-0.557927299709613,-0.113400064591055,0.0196307717372202,1612262
-1.2395470270184,-0.297557502537387,-0.363974587064138,1614566
-0.798397704403167,0.217893333149164,0.422112974338289,1644034
-0.4370982781206,-0.285929003039313,0.825656882272567,1668599
0.354809339596202,-0.337605091368697,-0.981330918340005,1671370
-1.90724518756226,-0.334624785297598,0.0462453150785423,1684230
0.937118596095121,-0.289205952861331,0.705463970993556,1692385
0.740716919952054,-0.297314485480285,-0.449829846718304,1720713
-0.0380096958031685,0.434073488671604,0.0509034863865648,1738800
0.391163855609847,-0.293642342962794,1.45904730936286,1740845
-1.47504153672577,-0.296907607817534,-0.194650101060552,1742294
0.137647899475714,-0.336814036831585,-0.125899895750513,1767700
-0.213032269932386,0.300342433861815,-1.11470447353713,1768972
-0.773264420924581,-0.237701283516773,-1.02572335093912,1889409
-0.286834501913975,1.48688099790938,0.289955070793681,1915938
-0.325240996863123,0.0112845962415809,1.18125192470471,1916742
-0.0995064213757815,1.40991710281836,-1.0997607907332,1919296
0.176142375790505,-0.24112582891396,0.639731432211478,1926770
0.178277578180944,0.196111523262854,0.171980940450837,1938156
0.107363278051412,0.322496536165813,-0.160946458172025,1938561
1.00402313698917,-0.0455485732052128,0.117282431627148,1966316
0.0312760494569871,-0.280514083133614,0.130963216247493,1967281
0.217620142083717,-0.19545342558572,1.72623145700887,1973544
-0.165783057995002,-0.254185577789668,1.03131121318181,1975401
-0.165630125150836,-0.109263292346379,1.52923037900917,1976407
-0.551739296983886,-0.295050189750195,-0.507285076572825,1978972
0.196323094038347,0.10346475991296,-0.624175867987557,1979045
