"mkm2d_ptv2_wavelet.LLL_firstorder_10Percentile_248","mkm2d_ptv2_logarithm_firstorder_Median_235","sub"
-0.364126179957333,0.51591523863534,1085983
0.409707705695156,0.0702284709940676,1125173
0.0466155060403965,0.616022675926419,1154608
0.0746580979079015,1.07363133389041,1181124
-1.38033928560578,-1.71799204395525,1183075
-0.842430022203802,-0.679847482307398,1232870
0.97116518627481,1.38287342023061,1279943
-0.767750369818864,-0.0208273860285152,1329352
-1.02592850526062,-0.0662807799183638,1330263
-1.30060607682094,-0.212321669419574,1364384
-3.2354469511652,0.709777610000872,1386095
0.572840807750081,0.64183330940192,1458656
-0.786608061188141,-1.55225215963737,1485662
0.258234224115818,0.362036346909641,1497807
1.20037585245076,0.812229566508761,1501387
0.232494098141022,-0.404204688182794,1518948
-0.436551604700188,-0.255044799281288,1526417
-1.15803677221869,-0.354556782380699,1565177
-1.39187049283776,-1.47633005702519,1606693
0.866679891705726,0.141438340517815,1612262
-0.287206424942927,-0.0413454861164221,1614566
0.758591741717833,-1.5209802399582,1644034
-1.05513609974086,-1.0906275302161,1668599
0.223807748402494,0.823389030854889,1671370
1.27574256677004,1.10958349672342,1684230
-0.109017258734546,-1.07045381311235,1692385
-0.370808732308874,0.25633447210047,1720713
1.02878191225808,0.578082089053422,1738800
-0.168248056127822,-0.230002018135392,1740845
-0.957642508742806,-1.48900392679398,1742294
-2.52813572299507,-0.999794753220255,1767700
-1.26839567344833,-1.19520957489875,1768972
0.24176930099977,0.704738701201051,1889409
-0.984025100700165,-1.89534609022184,1915938
0.767360620618116,0.8515310285124,1916742
-0.783042295032014,-0.780038024460578,1919296
0.384564916731802,0.552697881375577,1926770
-0.0403832894216985,0.828371885934168,1938156
-1.16087887577886,-1.84746046533966,1938561
-0.554555957726196,-1.57645213414578,1966316
0.192298754068227,-1.13489341248309,1967281
-1.55032612805821,-1.77025262061971,1973544
-1.31335216839259,-1.63339695366431,1975401
-0.480637101618176,-1.35957417090358,1976407
-0.238434266606783,-0.0552323169137404,1978972
0.724662040033061,1.23524377660674,1979045
-1.41072280959532,-2.53732723204298,1979422
-0.875306122318718,-1.60733686741673,1980052
-0.825957681235217,0.491837349075184,2001182
0.952575958981764,1.77750604878469,2002465
-0.99745621096534,-2.05308698913815,2004451
0.911842354208147,0.388065538333423,2006164
0.0795793766739477,-0.617855749945401,2007309
-1.1193162482523,-1.33751721952322,2009915
-0.938946677580973,-2.02474877343925,2010259
-2.36678219485645,-1.8501424401941,2010554
-1.60302508431944,-1.17597294913016,2026671
-1.87320290657822,-1.46021155167026,2033049
1.45717457824868,0.447881787612978,2034136
-2.44974865456336,-2.54219185090724,2040495
-0.426527376408367,0.888935726801842,2047354
0.586861126481702,-0.42295216146504,2051378
-0.165047585895409,-1.45711107056193,2055667
-1.11283775347293,-1.73310033495272,2057358
-1.51838152366511,-2.04960678095143,2059713
-0.578078234629133,-1.44956267062683,2069079
0.2177495837941,-0.531080519813205,2070958
-0.668430832221581,-1.2152738512735,2072215
-1.03483952265262,-1.83957039235559,2075832
1.0671986596167,0.501455553175681,2075846
0.937515941601507,0.495766643038444,2076301
-0.362240624028143,0.357947519738461,2078198
0.334455324025154,0.452311038417257,2078899
-1.43836541486347,-0.866408408143008,2085349
-0.78569499905197,-0.658833375138407,2086044
1.75249647760089,1.09141845858193,2091555
-0.862411584859777,-1.65447111563007,2092954
-1.43655346002202,-0.399588294432505,2096627
-0.525492722651602,-0.664757718966698,2100050
-1.20961727622322,-0.944818165917231,2108003
-0.118315425843362,-0.750423935244336,2109902
-2.06171870071955,-1.27677724853438,2110540
1.01280354696649,0.881223036373942,2116787
0.101485050324992,1.0227450857428,2119177
-2.04811444800415,0.511655970991799,2131601
-0.684663669831621,-0.809373630439723,2132424
-0.545215948598881,-0.730817340993051,2132982
-0.647588709834813,-0.74973409859772,2133204
-0.679056706097874,-0.493346110684917,2133380
0.585164881256168,0.619907015242692,2134220
0.5216403021195,1.50977255237998,2135748
-1.03897228813586,0.453614733592188,2137799
0.00865324650904076,-0.787179906169683,2138375
-0.0345270947263792,0.130591496926817,2138678
0.234382496840047,0.744170688387669,2139733
-0.479370469983858,-1.80344652144629,2141116
1.32121951068539,1.66824107254274,2144796
-0.43430750442564,0.346504911320315,2145166
-0.104615007554661,-0.656968415536548,2145694
0.407018401013582,1.12239657932524,2146138
-0.7209995096715,-0.607783038808125,2151024
0.678347100872483,0.676324717610105,215131
-0.826244445642257,-0.766471297219327,2152442
1.01651114068638,-0.271900291178896,2157529
1.11121166590391,0.945562368836602,2158101
-0.0594130127842312,1.67393318814542,2158329
0.476904876948132,-0.796469006095889,2168082
-0.272754316124434,-1.45732519922166,2172217
0.548758238680104,0.530662326253474,2176530
0.726611291773851,-0.00317315543648643,2176784
0.17247922929281,0.58704300660292,2181724
-0.553344538012255,-0.191902859711744,2183291
-0.385121367732369,0.708124757893383,2183356
0.632328875813365,-0.673236367036891,2185290
-1.00313366650732,0.208577797086135,2186951
1.36247143235271,0.461673623138833,2196212
-0.614737928138734,-0.23001221325294,2199403
0.274961881350151,0.456450455415705,2200416
0.679282016801754,0.599744024658269,2200813
-0.207196223772353,-0.245100606730491,2205389
-0.666677731599361,-0.372826146615596,2212664
1.62112475453959,0.693334739204393,2217034
-0.14883393698175,0.334867950353361,2218615
-2.48586768878509,0.118769044509824,2219842
-0.0230004625771045,0.574504394321994,2224150
0.881281912214702,-0.777573823186333,2228399
0.0256037946656976,-0.835470476314813,2228400
0.533963620514851,0.974374307477593,2234271
