"mkm10d_gtvper_wavelet.HHH_glcm_ClusterShade_231","mkm10d_gtvper_lbp.3D.m2_firstorder_RootMeanSquared_229","mkm10d_gtvper_lbp.3D.k_glcm_Idmn_228","mkm10d_gtvper_lbp.3D.k_firstorder_Range_227","sub"
-0.0544608245479886,-1.07102533888557,0.0934049086600957,0.426381950749305,1085983
0.0463990092906661,-0.154035527181913,0.45206173753345,0.53905546121721,1125173
0.52686486252905,3.42936966931208,1.82068863422813,1.63616856817805,1154608
-0.208696465375646,-0.376783174444087,0.236776543259748,-1.05811780216424,1181124
-0.069405847424755,0.161268289850035,-0.831352484575253,-0.413640246082812,1183075
0.0774469262418686,-0.965686874975028,-1.0966245017874,0.342017984303653,1232870
0.0162144567346438,-1.72797495750242,-0.119128805203472,0.219392156639191,1279943
0.330498247688355,0.433144794179642,0.493596434826341,1.05824529241993,1329352
0.0679438948951071,1.3592507452071,0.718699511463206,0.615291485036716,1330263
0.219749134376169,2.37009406876801,-1.10288951018618,-1.74261560601852,1364384
-0.53776389417825,1.8859220607755,-0.653218558054958,0.62988122995856,1386095
-0.0302781918869705,-0.133430682375399,0.0922563850734485,0.591315915197313,1458656
0.0844580507016599,0.637395060658103,0.805556620695007,0.726253188726853,1485662
-0.0290773666349941,1.06749126138228,0.961601332121742,-0.386067301855822,1497807
0.0486193332750382,-0.707345868087707,0.466266764350253,0.236144664506082,1501387
0.221093794620096,-2.51179068035562,-2.81610362363175,-1.00996869843631,1518948
1.24264119989607,-0.515294463528458,-1.20116073421881,-1.42499655995475,1526417
0.320661424219073,-0.293540362187494,0.230340940589706,0.563170085388701,1565177
0.0949681720268946,0.311396400314129,0.734630735104898,0.208244976848522,1606693
0.0577539576538996,-0.499602867097078,-0.236104010268994,-1.02536993612702,1612262
-1.0123411960124,0.512447110927518,1.27865415530456,1.08245330447619,1614566
0.0766470191451189,0.637421132980445,0.190269698447251,-0.653722459575178,1644034
-0.295589250337912,-0.897612804845684,-0.915576725648447,-0.668848100256315,1668599
0.606083455804023,-1.12282420835654,-0.600131016361374,-0.286082213775617,1671370
