"mkm6d_ptv2_lbp.3D.m2_firstorder_Maximum_250","mkm6d_ptv2_wavelet.LLH_glszm_LargeAreaHighGrayLevelEmphasis_250","mkm6d_ptv2_wavelet.LLH_glcm_Idmn_250","mkm6d_ptv2_log.sigma.4.0.mm.3D_gldm_LargeDependenceLowGrayLevelEmphasis_250","mkm6d_ptv2_wavelet.HHL_glcm_Imc1_250","mkm6d_ptv2_wavelet.HHL_firstorder_Median_249","mkm6d_ptv2_logarithm_glrlm_ShortRunLowGrayLevelEmphasis_248","mkm6d_ptv2_logarithm_glcm_Imc1_245","mkm6d_ptv2_gradient_gldm_DependenceEntropy_243","mkm6d_ptv2_wavelet.HLH_gldm_LowGrayLevelEmphasis_242","mkm6d_ptv2_lbp.3D.k_glcm_Imc1_240","mkm6d_ptv2_wavelet.LLL_glcm_Autocorrelation_240","mkm6d_ptv2_original_gldm_LargeDependenceHighGrayLevelEmphasis_239","mkm6d_ptv2_original_shape_Elongation_234","mkm6d_ptv2_original_shape_Sphericity_233","mkm6d_ptv2_logarithm_glszm_LargeAreaHighGrayLevelEmphasis_233","mkm6d_ptv2_wavelet.LLH_firstorder_Kurtosis_233","mkm6d_ptv2_wavelet.LLL_glrlm_ShortRunLowGrayLevelEmphasis_232","mkm6d_ptv2_lbp.3D.m2_firstorder_Skewness_231","sub"
-0.464395795219354,-0.428669529697238,-0.213318104133139,0.157041655943752,0.0829445564972293,-0.26782175201506,0.41582349804018,-0.207622782541085,-0.939794072446715,0.257413372138388,-0.542898553902112,-0.964829818076213,-1.0517120150086,1.01806690669307,1.17661246002629,-0.647595431260001,-0.771595581030872,-0.316012174399857,0.614457804863967,1085983
-0.200888631896455,0.442529330096137,-0.0470540607895525,0.00121293752455564,0.450807089603337,-0.289662571520461,-0.748125575148131,0.65168568926264,-0.433325784076338,-0.196868959251092,1.06238707629146,0.360684879278536,0.691029480472331,1.23435282731084,0.390269998199815,1.53827729561916,-0.693676770461364,-0.451508003706542,0.393194235268141,1125173
-0.464395795219354,-0.491337352027021,-3.12377921095077,-0.428935356736306,0.895836218497173,0.983754291178565,0.789058356483272,-0.933342279875428,-0.156531137906041,0.0457538238225727,-1.50410156944586,0.747991870300545,-0.816512598672381,-0.162581048667446,0.425768918230762,-0.702234265919332,-0.866633382012622,0.732822225799543,-1.42250510865752,1154608
-0.464395795219354,-0.283189496930159,1.21063715298735,-0.522532904965684,-0.872705732658881,-0.278964367834844,-0.451204972959663,0.941836825152125,1.4601025059766,-0.657338412450116,-0.607377274840222,1.19187516466841,-0.409243778936074,1.28049653327086,0.86945292609582,-0.62080152165304,-0.370856855863961,-0.3900383383716,0.607369930553155,1181124
-0.464395795219354,-0.492067268298439,-2.77368374912059,4.32075703960808,-0.373294092603458,0.547535820562722,1.3912207542402,0.196276404239882,-2.04024073500165,0.209779576510982,-0.584547417215793,-2.04034704049764,-1.91578068387482,1.64129793827272,0.214411087201333,-0.703635736749277,-1.19096907848146,0.427554471760221,-0.5169491677303,1183075
-0.464395795219354,-0.48326316894385,-1.91059307636079,-0.279064419701146,0.473558023103152,-0.880287131102272,1.90397406205785,-1.99915882231633,-2.1047482554607,1.37123602783019,-1.55759364679598,-1.7108082141361,-1.39285711051621,-0.458228363792898,0.848605357827612,-0.670890570023585,-1.13671059398165,0.764421276327004,0.450183442837187,1232870
-0.200888631896455,0.105396555461882,0.511086128792156,-0.333062071481959,0.533020617191467,-0.300143105846196,-0.623422329637869,-1.29732944381943,0.554741146289648,1.35271318994399,-0.405506473063652,0.526640854903331,0.967037369073571,0.1396104376246,0.520721967599033,0.245842343151636,-0.347066619347262,-0.509461564811509,0.848019400427142,1279943
-0.464395795219354,-0.441086480559471,0.0997307790610335,-0.221652141492272,-0.573405278180242,0.113914013012477,-0.234979290996256,0.217849403905448,0.690953282072829,-0.593930474304077,-0.015514733115517,-0.326354692885201,-0.564190823432315,-0.209564862005007,-1.58504275440021,-0.581890118906533,-0.00572621413293185,-0.305139905493425,-1.47043236269649,1329352
-0.464395795219354,-0.28808222325821,0.32559689209417,-0.706923514758392,0.392846537603643,0.801924293246455,-0.587071536276844,-0.0071018741028483,1.98726679876205,-0.524331446384296,-0.383754058785313,0.570022018954473,-0.409300935369216,-0.0507225658878753,-1.37305750018093,-0.548635298858489,0.206226970756453,-0.342919278691282,-1.92829099566124,1330263
-0.464395795219354,-0.488221799574609,-1.09980276975636,3.07426488359336,-2.40490228279481,-0.276958587735967,2.18914127730871,-4.01335805289942,-0.32796140745413,-0.229377234270271,-4.25663326535453,1.01454889793601,-1.29819422469502,-0.827246529542077,1.27443261241107,-0.686354073480337,-0.474407338762972,1.72674098613508,-5.32325834117132,1364384
