"letm_prp_m300_233","letm_prp_skewness_229","sub"
0.564760379524132,-1.23906453836586,1085983
0.230575953161634,0.567697853920987,1125173
0.264234635051481,-2.61414355174556,1154608
0.578559578602662,0.322893788072468,1181124
-0.402266190520408,0.257245187102638,1183075
-0.106463719259832,-1.48373976680694,1232870
1.45358313611855,2.39272456012848,1279943
0.977470656507635,0.317073878341491,1329352
-0.0911204210195413,-1.06714868518962,1330263
-0.439813523641406,-1.95245114282029,1364384
-0.0435123342045661,-1.29367821077953,1386095
4.18935929584574,0.924109002631013,1458656
-0.936004748489663,0.49283917666489,1485662
1.20095549418752,-0.666725962445656,1497807
-0.600845847597558,0.357279443839702,1501387
-0.445586465333173,-0.929690380598562,1518948
0.534350123914811,-0.63575702159751,1526417
-1.73056729119394,2.64933980928049,1565177
1.00893235177048,-0.677996186456415,1606693
0.364326597617856,0.99551044761114,1612262
-0.199242340686255,1.17055963318209,1614566
-0.0599956668701978,0.799758766805431,1644034
0.822141846559001,0.90602845463452,1668599
-1.09534127081749,-1.25587857399458,1671370
0.190043578713125,0.495630491944399,1684230
-0.352885098016329,0.406625723456181,1692385
-1.21040070697969,0.167213348178491,1720713
-0.915023154666665,0.416429931137559,1738800
-0.465654050448936,-0.148216083976891,1740845
-0.629585561451788,-0.386662018058727,1742294
-2.20506334798794,0.948278996092084,1767700
-0.502448853470011,-1.22549752274929,1768972
0.64347883424369,0.0078702125865263,1889409
0.00308233270349898,0.975101344265703,1915938
0.399928563663597,0.626637361640486,1916742
0.206458175574288,-0.89369214225204,1919296
0.314302943309828,0.228132931384495,1926770
0.741101925993294,-0.981506633036878,1938156
-0.604127110016108,-0.124494065558037,1938561
0.393189097878021,-0.0870132417362423,1966316
-0.580855828433526,-0.793713148666958,1967281
-0.440669087358798,1.03776668923,1973544
0.4637337761026,0.751511588973572,1975401
0.0705597595806386,0.715710165972693,1976407
-0.559019772453296,-0.509459496515723,1978972
0.487877458266982,0.412344766847648,1979045
0.373686165748162,-1.48796438957496,1979422
0.0607298348848942,-1.03822004956927,1980052
-0.403730719747985,0.113224166815367,2001182
-0.831152189619705,-0.722889216704732,2002465
-0.0447015149948199,0.852212337468268,2004451
0.80374610010903,-0.18763166903251,2006164
-0.38960784201264,-0.320279616885992,2007309
0.502219657647088,1.26953633825214,2009915
-0.287662938329006,-0.168822695970244,2010259
-1.05981039697822,0.250895602998471,2010554
0.0616352119690077,-0.286059528822042,2026671
0.0392919180415439,1.41720472783653,2033049
0.37355843303129,0.953246120514032,2034136
-0.106364125007214,-1.97228327745399,2040495
0.246209374601577,-1.50954528744341,2047354
0.202732032925029,0.68544740514368,2051378
0.195672815928779,-0.625893839132829,2055667
2.69631659108494,-2.15231208159684,2057358
-0.615522548461996,-0.407214090015037,2059713
-0.774373145292655,-0.134909439815644,2069079
0.529908389570013,0.841979243414466,2070958
0.95011372319497,1.95922852220236,2072215
-0.761623754511764,-0.760324937237955,2075832
-0.41337741312504,0.530497885848233,2075846
0.29596779704233,1.46285519515968,2076301
-0.481872152963515,0.994072095563803,2078198
-0.372084931851039,0.269753247555651,2078899
0.0791180373902809,0.655576435041809,2085349
-0.401455276244601,-0.620534738408952,2086044
-0.216013164688387,-0.0843429703149267,2091555
0.295079056021241,-0.740837003664535,2092954
0.34184408053926,-0.0345139290602839,2096627
0.0718151379336776,-0.23391767396599,2100050
0.151496378721516,0.69117364747533,2108003
-0.230245493359269,-1.19960480994665,2109902
