"mkm8d_gtvper_lbp.3D.m1_firstorder_Median_250","mkm8d_gtvper_lbp.3D.m2_firstorder_Maximum_250","mkm8d_gtvper_lbp.3D.m2_firstorder_Range_250","mkm8d_gtvper_lbp.3D.k_glcm_ClusterProminence_250","mkm8d_gtvper_logarithm_glszm_LargeAreaHighGrayLevelEmphasis_250","mkm8d_gtvper_wavelet.LLL_gldm_LargeDependenceLowGrayLevelEmphasis_249","mkm8d_gtvper_wavelet.HLH_glcm_ClusterShade_238","mkm8d_gtvper_wavelet.HHH_glszm_SmallAreaEmphasis_234","sub"
-0.0934662951741725,0.0683354637583678,0.153951093456492,-0.139225417456444,-0.0732375151347949,-0.469384416279687,-0.124498192817051,0.316774136759061,1085983
-0.0934662951741725,0.0683354637583678,0.153951093456492,0.5607488530954,-0.19838950510865,-0.493098731912851,-0.262838928134364,-1.5669083405821,1125173
-1.26382686083318,-2.86133709534559,-1.25725371848448,0.989384224920911,-0.194361180304983,0.383765301554547,-0.100169378931831,-0.777440770753407,1154608
-0.873706672280159,0.0683354637583678,0.153951093456492,-0.605103653643136,-0.198353810116541,-0.389820869676528,1.22850304948972,-0.461411182197203,1181124
0.296653893378829,0.0683354637583678,0.153951093456492,-0.198288443432193,-0.201769261191852,0.0720332931247422,0.0190353955357765,0.871467276688643,1183075
-0.873706672280159,0.0683354637583678,0.153951093456492,2.47501998932776,-0.192007049810244,0.0776551932220375,0.125370740507131,-2.54046508156965,1232870
-0.483586483727092,0.23584374815461,0.234638778585459,0.240393914235187,-0.190912212357473,-0.426928679952755,-0.243128922352484,-0.749801345662266,1279943
-0.873706672280159,0.0683354637583678,0.153951093456492,0.494564520917739,-0.146413970541888,-0.44425454679361,-0.170447774556194,0.426333088170146,1329352
-0.483586483727092,0.0683354637583678,0.153951093456492,1.33952637983166,-0.187263042890799,-0.433994700706325,-0.386629738046687,-0.158120361583413,1330263
-0.873706672280159,-1.00077177998901,-8.22941064153066,-1.49229999300265,-0.201141256391452,0.886610945956576,-0.95961461473892,0.774830288482708,1364384
0.68677408193182,0.0683354637583678,0.153951093456492,3.49308457873131,0.0799298845358418,-0.0690068657412826,1.20130285366795,0.37532353777694,1386095
0.68677408193182,0.0683354637583678,0.153951093456492,0.328564208907586,-0.108616580200674,-0.537520743145277,-0.246169784730575,-0.363073014232961,1458656
0.68677408193182,0.0683354637583678,0.153951093456492,-0.535167588019282,0.337129299747602,-0.490302015200469,-0.2604994565414,0.437075870255709,1485662
0.296653893378829,1.48904494859567,0.838297900454534,-0.848654772264399,-0.19296199848759,-0.4474216232317,-0.35583801081975,0.410726143377393,1497807
0.68677408193182,0.0683354637583678,0.153951093456492,-0.780836180125952,-0.193772933322154,0.0898405848017721,-0.283827523706353,-1.20012756341316,1501387
-4.77490855781011,0.0683354637583678,0.153951093456492,-0.150003935422996,-0.194121966374187,0.351554885380186,-0.252802926284568,-2.12163861927358,1518948
