"mkm2d_gtvper_lbp.3D.m1_glcm_JointAverage_245","mkm2d_gtvper_lbp.3D.m1_firstorder_RootMeanSquared_230","mkm2d_gtvper_lbp.3D.k_glcm_ClusterProminence_230","sub"
-0.141177420374645,0.223209080533121,-0.176763302946478,1085983
0.174570232692934,0.0376413956542088,0.39936033103676,1125173
-0.916470972184284,-1.59121535366359,-0.750016479233202,1154608
-0.586035181573528,-1.33547159111605,-0.499955263561685,1181124
0.585470620372714,0.779140857906109,0.211942449065114,1183075
0.196221840439324,0.500524576972817,4.23114651842954,1232870
-0.472579540835119,-0.0413610356420816,0.386223381950284,1279943
-0.391155050375026,-0.13642207609902,0.276191941218177,1329352
-0.418956485206343,-1.04930940418162,0.335721910962575,1330263
-5.87493759218587,-1.30980009887507,-1.36876940106878,1364384
0.776306444957867,0.868359372011783,3.61688604866611,1386095
0.716377598019656,1.1888475461462,0.4051086553565,1458656
0.620465279400482,0.58043843237471,-0.537951424718382,1485662
0.141989301620066,-0.484875351292802,-0.696304618638854,1497807
0.309081915853077,0.114423079202516,-0.702128143235801,1501387
-3.59216593381172,-2.51844292852286,0.0858258471308263,1518948
-0.391210347203215,-0.324118267162658,-0.620458009151121,1526417
-0.481102831561923,-0.524461200443615,0.081127992328596,1565177
-1.93139686114594,-2.65259109065917,-0.0750553682231522,1606693
1.30477734065105,0.552982076567507,-0.178911687648749,1612262
-0.00722437924086764,-0.390467387836031,-0.694764226965125,1614566
2.04808434583644,1.53413920077826,-0.81693257036878,1644034
-1.22991782682115,-0.700997957526334,-0.593563939032385,1668599
-0.204498969851431,0.239909606641677,0.898437478300418,1671370
1.85689477623188,2.68168827861291,-0.686903716065125,1684230
0.487757092442398,0.654468598508899,-0.197290396743214,1692385
-0.165302913284154,-0.634285151390966,-0.462459436014722,1720713
0.419294272502608,0.0107933759824927,-0.525314272997423,1738800
-0.216507800276038,0.0579454156331671,1.07782595614552,1740845
0.45586317516119,0.79004183689958,-0.146640356444443,1742294
-1.15967860677522,-0.337440213876241,-0.512097137848265,1767700
-0.190459745302091,-1.10954084288954,-0.797519677623798,1768972
