"lemm_prg_m201_250","lemm_prg_v42_248","lemm_prg_kurtosis_238","lemm_prg_v45_237","sub"
0.125841869476304,0.976082071627879,-0.153057642699699,-0.244301999277469,1085983
-0.566799589225343,-0.988433773524551,-0.269400107260805,-0.2662821479588,1125173
-0.153925212749139,0.918557786238319,0.295861041455387,-0.2662821479588,1154608
0.0132949769547785,0.937981245415809,-0.00176163310297141,0.042304775372746,1181124
-0.113859507272537,-1.01301068822797,-0.529552319822421,-0.2662821479588,1183075
0.163231660484406,-1.01301068822797,-0.523838332281377,-0.2662821479588,1232870
0.356396561946203,1.0307133750783,-0.542934815374924,4.44592357318506,1279943
-0.189189562845707,-1.01045219540961,-0.417437350700544,-0.2662821479588,1329352
-0.349717961121708,-0.97960810735925,-0.467981796347719,-0.2662821479588,1330263
0.101092368470377,-1.01301068822797,-0.496908986333961,-0.2662821479588,1364384
0.0938872611230798,0.665593298803165,-0.384971029636053,-0.2662821479588,1386095
0.361672294516064,1.03052580862609,-0.523361887446544,-0.204871243736842,1458656
0.109293795806346,-1.01301068822797,0.55829453274568,-0.2662821479588,1485662
-0.0713485701346447,1.01037283537171,-0.250923595272946,-0.0187164370421201,1497807
0.32763167757497,1.0307133750783,-0.521020486945591,-0.263517580213924,1501387
0.188751569810812,1.02388578912071,-0.434615865622943,-0.2662821479588,1518948
0.0924133606141497,-1.01301068822797,-0.512361054178514,-0.2662821479588,1526417
0.56322284862061,-1.01301068822797,-0.274273742777482,-0.2662821479588,1565177
-0.086972537284371,-1.01301068822797,-0.461849928900967,-0.2662821479588,1606693
0.105555930030191,-1.01301068822797,-0.526552106510357,-0.2662821479588,1612262
-0.0738308776292393,-0.949605107620345,0.207223657021514,-0.2662821479588,1614566
0.141163445434254,-1.01301068822797,-0.121037849819571,-0.2662821479588,1644034
-0.0725227526398515,-1.01301068822797,-0.174412251666825,-0.2662821479588,1668599
0.138290531384011,1.02952585383291,-0.534423996460217,0.325139371952341,1671370
0.139202146120663,1.0307133750783,-0.525501762874202,-0.19975689071912,1684230
0.107587751945137,-1.01301068822797,-0.538938008762024,-0.2662821479588,1692385
0.195408619540289,-1.01010354162298,0.378361317314747,-0.2662821479588,1720713
0.375702320104929,0.965833246084448,0.233309221974932,-0.263229212603344,1738800
0.28174433286618,-1.01301068822797,-0.464364616358097,-0.2662821479588,1740845
0.110923378525139,-1.01301068822797,-0.265956356854638,-0.2662821479588,1742294
