"mkm2d_gtvper_lbp.3D.m1_glcm_JointAverage_237","mkm2d_gtvper_wavelet.HLH_glszm_LargeAreaLowGrayLevelEmphasis_233","mkm2d_gtvper_lbp.3D.k_glcm_ClusterProminence_229","mkm2d_gtvper_lbp.3D.m1_glcm_ClusterShade_226","sub"
-0.141177420374645,-0.174453940237361,-0.176763302946478,0.980035619107046,1085983
0.174570232692934,-0.183696961401314,0.39936033103676,0.149305349556478,1125173
-0.916470972184284,-0.186689820215801,-0.750016479233202,-0.956615066912506,1154608
-0.586035181573528,-0.179870038288365,-0.499955263561685,-0.199549845289033,1181124
0.585470620372714,-0.187088082588927,0.211942449065114,0.384271341651011,1183075
0.196221840439324,-0.187298194580089,4.23114651842954,0.190454838946496,1232870
-0.472579540835119,-0.081149538850484,0.386223381950284,0.186912602951459,1279943
-0.391155050375026,-0.186086662270596,0.276191941218177,0.776703502953194,1329352
-0.418956485206343,-0.178944642227721,0.335721910962575,0.397879652124694,1330263
-5.87493759218587,-0.187226996119835,-1.36876940106878,1.36501022632962,1364384
0.776306444957867,-0.187651918865024,3.61688604866611,0.557739010716914,1386095
0.716377598019656,-0.153487528313372,0.4051086553565,-0.313304739135719,1458656
0.620465279400482,5.33818172829654,-0.537951424718382,0.151757445548028,1485662
0.141989301620066,-0.180629536881267,-0.696304618638854,-1.34797940254595,1497807
0.309081915853077,0.215554347186177,-0.702128143235801,-0.521413126674721,1501387
-3.59216593381172,-0.170063302403214,0.0858258471308263,4.74546024936744,1518948
-0.391210347203215,-0.187746035188733,-0.620458009151121,-1.5631250553487,1526417
-0.481102831561923,-0.168949657624834,0.081127992328596,0.578366719889989,1565177
-1.93139686114594,0.180016544804123,-0.0750553682231522,-0.889465482753769,1606693
1.30477734065105,0.250932785406016,-0.178911687648749,1.27086780301062,1612262
-0.00722437924086764,-0.169460774964048,-0.694764226965125,-0.608631976761611,1614566
2.04808434583644,0.12448325716322,-0.81693257036878,2.17021232402486,1644034
-1.22991782682115,-0.179366172746574,-0.593563939032385,0.417974748882612,1668599
-0.204498969851431,-0.187456632826696,0.898437478300418,1.38876094201937,1671370
1.85689477623188,-0.187773386909425,-0.686903716065125,-1.75258353664487,1684230
0.487757092442398,-0.179112818129527,-0.197290396743214,-1.31672338150896,1692385
-0.165302913284154,-0.167541538344377,-0.462459436014722,-0.0624213522957047,1720713
0.419294272502608,-0.183096114554237,-0.525314272997423,0.306176763153941,1738800
-0.216507800276038,-0.187546411251507,1.07782595614552,0.446676086133904,1740845
0.45586317516119,-0.187768150550759,-0.146640356444443,-0.694243917639067,1742294
-1.15967860677522,-0.187285323647364,-0.512097137848265,1.44915531620256,1767700
-0.190459745302091,0.179001134413712,-0.797519677623798,-0.636866111832334,1768972
-0.26479161056426,-0.166706480417154,-0.583478490459595,-1.01589012517276,1889409
0.10475861837784,-0.16547358606656,0.64035297417365,-2.25628150402568,1915938
0.391541719950786,-0.187320816319086,0.0325770998632377,0.0382995151378983,1916742
1.89341602945321,-0.175554875725068,-0.80518013884102,0.132305722024915,1919296
2.17739556738091,0.960206031166328,-0.447555204211313,-1.04265121362055,1926770
