"mkm9d_gtvper_wavelet.HHH_firstorder_Skewness_249","mkm9d_gtvper_wavelet.HHH_glszm_SmallAreaEmphasis_249","mkm9d_gtvper_original_shape_Elongation_246","mkm9d_gtvper_wavelet.HHH_glcm_ClusterShade_244","mkm9d_gtvper_wavelet.HHH_firstorder_Median_242","mkm9d_gtvper_wavelet.HHL_firstorder_Skewness_240","mkm9d_gtvper_wavelet.LHH_firstorder_Median_239","mkm9d_gtvper_wavelet.HLH_firstorder_Skewness_238","mkm9d_gtvper_wavelet.HHL_glszm_LargeAreaLowGrayLevelEmphasis_238","mkm9d_gtvper_wavelet.HHH_firstorder_Mean_237","mkm9d_gtvper_wavelet.HHL_glcm_ClusterShade_232","mkm9d_gtvper_wavelet.LHH_firstorder_Skewness_231","sub"
-0.154620966485487,0.463787986283343,1.02769013153375,-0.128674859295657,0.367147007160718,-0.109064143530317,0.692975592745872,-0.0764801447324626,-0.337417555429212,-0.357268252728055,-0.0883348781524121,-0.336080584980908,1085983
0.308704721835918,-1.3700714755098,0.903315011727641,0.0721345909854228,-1.16115281068612,-1.03371171179653,-0.375968257725164,-0.376673060647134,-0.377604337902699,-0.643360174323342,-0.608726115419662,0.601874192759937,1125173
0.830948010190242,-1.41179710643866,-1.09125817683295,0.422026509571566,2.40412339730947,-0.0960184951594468,-1.81379700581734,0.233753535171945,-0.361707855295968,2.12252780553756,-0.106946267104164,1.49890521334055,1154608
-2.11382505705329,0.0549087648352582,0.128547106063381,-0.187306205624614,0.149331901440667,0.277029145340718,0.221385025728345,3.17001104637688,-0.235466564640137,-0.472623856189993,-0.494660335511356,-0.23550180929702,1181124
0.498575594449455,1.1750933263919,1.3884677017123,0.135627432599976,2.79488596710144,0.495614519275909,-1.77649660097672,0.112163090000579,-0.371598749388526,2.27249547531156,-0.252519013477444,-0.382984782231166,1183075
0.286330544075438,-1.65846296160533,-0.515882743954256,0.119732999669427,3.43835589747263,-0.887827918965257,-0.180916682465971,0.259682014454395,-0.337079631178987,1.56574846153726,-0.211716044049564,-0.678368344776049,1232870
0.167061270119325,-0.630875633751709,0.0607759317154871,0.0699775256405413,-0.732659335867299,-0.262310764265926,1.59844160016653,-0.0367563176820563,-0.351850766765187,-0.54748779427245,-0.179929671195702,1.31482195145519,1279943
0.279989183012823,0.719020827816021,-0.201139121923733,0.281766692360744,0.413942590371335,-0.794260780574866,1.31895421590373,-0.127908527524328,-0.369769952580534,-0.232685820951192,-0.316656558531315,0.444548067214998,1329352
-0.176211690923886,0.246139415535183,0.300674203552877,0.0755611801677338,-0.285113449666364,-0.359977095293799,1.35458391040759,-1.14732350039379,-0.177110050196006,-0.202058904085503,-0.167942284179954,0.252785807166362,1330263
-0.353444574793299,0.939239770848066,-0.778798785706111,0.276535814536104,2.78511018547371,0.436421953181313,2.93476709194228,-1.38464500596756,-0.367780571907795,1.8590443860364,-0.0505551426923502,-0.710272741349547,1364384
-0.811869279579972,0.391940056628362,0.550834506291019,-0.240192651541696,-0.848732655501953,-0.637530920951068,-0.445170039357548,0.649151249624402,-0.365414148882522,-0.131921094132999,-0.27569703772277,0.550190526128701,1386095
0.248794274749087,-0.282829909586268,-0.929661778444626,0.00203138249681431,-0.626364811320484,-0.799879239786397,-0.683259425352077,-0.191858028302434,-0.378542052771438,-0.593009630365592,-0.558123467325586,-0.187949235746877,1458656
0.168621059662787,0.272372345365423,0.705670136509656,0.111301901683082,-0.0501623030249978,-0.520523564484414,0.596853031641355,-0.0505295291043888,0.616553154566945,0.109551047447452,-0.242949279924384,-0.536852312139881,1485662
-0.843103205053386,0.498335323543784,0.275885909030906,0.0327644132843452,0.429441664172245,-0.835477247072859,-0.292112014641871,-0.658974594334301,-0.230739571580484,-0.295903265554698,-0.263002063130847,0.151391341529554,1497807
