"mkm8d_ptvper_wavelet.LLL_gldm_LargeDependenceLowGrayLevelEmphasis_226","sub"
-0.207022925404061,1085983
-0.263669071020153,1125173
-0.0908494443828901,1154608
-0.0638546579660719,1181124
-0.0492987859580461,1183075
0.203074506407172,1232870
0.144252626751584,1279943
-0.198835604600132,1329352
-0.221678899364539,1330263
0.0507076298906037,1364384
0.0656223042931626,1386095
-0.264909081530126,1458656
-0.218680490611899,1485662
-0.222500390662723,1497807
-0.239043105332174,1501387
-0.0828640749552301,1518948
-0.180760332141344,1526417
8.56552083768638,1565177
-0.24789925516919,1606693
-0.220881346585941,1612262
-0.123877091906728,1614566
-0.105426645883257,1644034
-0.232721834965012,1668599
-0.144309944047142,1671370
-0.148765680046362,1684230
0.0602916073887016,1692385
-0.231924057559542,1720713
-0.239844777842426,1738800
-0.26710631909811,1740845
-0.12099153606288,1742294
0.236866998387474,1767700
-0.236770623256863,1768972
0.425000601513594,1889409
-0.0935858746515651,1915938
-0.257958485441553,1916742
-0.0646110196277663,1919296
-0.0569236550533618,1926770
-0.241776716173647,1938156
-0.198708638143002,1938561
-0.139924404966435,1966316
-0.182176276301204,1967281
-0.00971151229672113,1973544
-0.140699047564966,1975401
-0.17238005009495,1976407
-0.101437358473862,1978972
-0.14545848095251,1979045
-0.223191705761317,1979422
0.16249671351015,1980052
-0.257382768174627,2001182
-0.0161789546983977,2002465
-0.125607170241128,2004451
-0.140603841649543,2006164
-0.239674877715465,2007309
-0.194300220815995,2009915
-0.229382811220916,2010259
-0.0678004612095482,2010554
-0.147744139597772,2026671
-0.192706825997731,2033049
-0.266230003729849,2034136
-0.128415864859529,2040495
2.10839209197726,2047354
-0.203939560555325,2051378
0.372185742183212,2055667
-0.234199809093539,2057358
-0.224903409123312,2059713
-0.115624329925066,2069079
-0.197766767159709,2070958
-0.18989959000895,2072215
-0.221057254016352,2075832
-0.244248399525794,2075846
-0.189110348572853,2076301
-0.235134333958984,2078198
-0.261037661978716,2078899
-0.202978214463115,2085349
-0.174671828256084,2086044
-0.222264210169491,2091555
-0.21914813161068,2092954
-0.238021025939838,2096627
-0.121948482667972,2100050
0.595946116298391,2108003
-0.218002698737512,2109902
-0.206440157681322,2110540
-0.245654837438028,2116787
-0.0247998684910633,2119177
-0.188660495542762,2131601
-0.166075286853624,2132424
-0.26603226466409,2132982
-0.239942939643528,2133204
-0.197232946448593,2133380
-0.220514930910588,2134220
0.808446302857714,2135748
-0.178414510422891,2137799
-0.243051897782686,2138375
-0.244987320005975,2138678
-0.116429809304233,2139733
-0.185491529026971,2141116
-0.106795806374388,2144796
-0.085738309430865,2145166
-0.220713130501224,2145694
-0.191492165553088,2146138
-0.238715198327184,2151024
-0.208600182005425,215131
-0.0376588093831347,2152442
-0.0872271512417195,2157529
-0.0765452701077161,2158101
-0.226176058860979,2158329
-0.0800614736322324,2168082
-0.165117654393807,2172217
-0.190726178148859,2176530
0.043460708059781,2176784
-0.127099957774767,2181724
0.37179553959399,2183291
-0.238436727133245,2183356
-0.180335454301062,2185290
0.572227785360385,2186951
-0.256537616117409,2196212
-0.109950508573526,2199403
-0.152979689606024,2200416
-0.203999833871868,2200813
-0.232914078860951,2205389
-0.220664920733186,2212664
-0.219885707334637,2217034
-0.121077137395936,2218615
-0.0350762246947346,2219842
-0.143547353346306,2224150
0.0134486114743209,2228399
-0.183731835886644,2228400
-0.218923952643513,2234271
-0.219208140753001,2234422
-0.231359551700765,2237571
-0.21880109976518,2244172
-0.202666843150908,2247869
-0.135235082609639,2250648
-0.242808565924384,2250836
-0.219065499349116,2267382
-0.136572189423784,2269346
-0.204570143542345,2271329
-0.240698204131053,2274521
-0.253906053494618,2276121
-0.158928727589601,2278618
-0.229021561726574,2285214
-0.260725659730046,2286108
3.06295254181425,2293123
-0.26964306106442,2294852
2.19043494422805,2294873
0.179265814951942,2296332
-0.201673759484915,2305114
-0.236154363675558,2305115
-0.0683690498582764,2306459
-0.216986532921477,2306893
-0.274818250843684,2317120
-0.257460451637346,2319068
-0.256078010568096,2321962
-0.236549611968606,2331869
-0.122786058385139,2336735
-0.266490159138565,2339674
-0.238921314701279,2340155
-0.195430739498117,2340322
-0.216756165235496,2350037
-0.215383020127569,2352038
-0.169426347460029,2359944
-0.244539229814154,2381907
-0.254843875425177,2393207
-0.250826963087353,2395415
-0.242081680129512,2395943
-0.244557691221174,2401405
-0.259043300358715,2405144
0.225266693892127,2414406
-0.182551691171117,2419459
-0.243673391821094,2425694
-0.265887926120719,2426863
-0.165511703309151,2430773
-0.0842679665258859,2439458
0.147402728807535,2443354
0.197584932190291,2445526
-0.2133546478452,2448298
-0.21411891030718,2453577
-0.167736899195989,2474709
-0.186529942126433,2480056
-0.266080562229586,2480330
0.247093691668648,2487135
1.32519635895238,2488660
-0.201855416704648,2490180
-0.258884550183733,2493534
-0.161075367447159,2498991
-0.218559042820282,2500377
0.00765400567578943,2504802
-0.233846067281558,2510402
9.6608706703323,2520618
-0.260324104177615,2559453
0.0389474927503632,277752
-0.187797324199394,308862
-0.257220683937847,58325
-0.26365423429036,92173
-0.174994191863989,923666
-0.236452838939426,965005
-0.0881717989232502,983079
