"lemm_ctv_v45_250","lemm_ctv_gradx_250","lemm_ctv_volume_250","lemm_ctv_density_250","lemm_ctv_gradz_249","lemm_ctv_m003_249","lemm_ctv_m101_248","lemm_ctv_grady_247","lemm_ctv_m002_247","lemm_ctv_v29_240","lemm_ctv_sphericity_236","sub"
-0.239732899772008,-1.67387513192532,-0.197226326528362,-0.308516123733804,-0.788028939132869,-0.0364619670436567,-0.528387155716945,-0.0743031662964163,-0.585552466567175,0.21902186091374,0.954732279550399,1085983
-0.267418893225947,0.251861763300973,2.20078397035888,-0.44643790287121,-0.124015433815867,-0.0577487603841144,-0.836381001418057,-0.0742815326985316,-0.322201983751685,0.21902186091374,0.120696653040366,1125173
-0.207889134281609,-1.15546786696102,-1.00241339976413,0.966455859777556,5.26387728243568,-0.098990307192472,1.40817098197973,-2.05528691310817,-1.2166207948685,0.21902186091374,-0.057848271122252,1154608
0.0226241033404364,0.683853878309878,0.0263170062323131,-0.354391638802594,-0.804449877302919,0.107013730524904,0.162951978745102,-0.876649290684638,-0.668674253833968,0.214486159552967,0.300365355338447,1181124
-0.267418893225947,0.0448820887548061,-0.871243345003733,0.302274924115887,-0.152822445718821,0.166455767112786,-0.684380314451936,-0.135850932696555,0.126514486914118,-2.82411795937509,0.174891186250806,1183075
-0.267418893225947,-0.157049461531982,-0.964540355784015,0.913494352674483,-0.295675861772353,-0.516975448491439,-1.23950383829139,0.00652161250132041,-0.10736098081064,0.21902186091374,1.82835445387563,1232870
4.34117661171504,-0.0200391052257236,0.814261067574694,-0.416345315657788,-0.448417327668451,0.309478332991648,-0.505635975742738,-0.121366093597073,-0.231711617424131,0.21902186091374,0.668423626849926,1279943
-0.267418893225947,0.146484556298867,-0.526844973526025,-0.278771878144651,-0.68094593076648,0.0878089936498807,-2.74539468999569,0.152968718866748,0.518564028436665,0.21902186091374,-1.31619277453868,1329352
-0.267418893225947,-0.102583366242813,-0.0238724748145053,-0.379961085816834,0.0417975901701379,-0.515315388543473,1.51092059861975,-0.229246554367638,-1.02708993763558,0.21902186091374,-1.12000238802255,1330263
-0.267418893225947,-0.0749495368493771,-1.1029463173211,7.56548451409684,-0.167880162464362,-0.350299010615572,1.56901931061113,0.170317426425069,-0.973714422497344,0.21902186091374,0.759307892525881,1364384
-0.242143232321336,-1.79754507834881,-0.977010748314052,1.12296457034755,8.98257432320326,0.018329565273882,-0.477387730254013,2.29780423517511,-0.741844504630613,0.0454690941742613,0.877127349950195,1386095
-0.214657810186884,-0.230745759195161,0.938964992875071,-0.435975863598864,-0.335602978892346,0.253599605211462,2.50136729536143,-0.0445176330855554,-0.21111743847381,0.21902186091374,-1.21696856236979,1458656
