"letd_prg_gradient_firstorder_InterquartileRange_250","letd_prg_original_firstorder_Median_226","sub"
-0.196677280261182,-1.33812012206069,1916742
0.512881011327921,1.81459221476643,1980052
-0.372269832124839,0.979740714286668,1926770
-0.378693684193946,-0.922824580057787,2196212
-1.03488608365373,-0.602123551304637,2393207
-0.335020168183816,1.25954695713303,2146138
-2.39762550610724,0.685787969693629,2228399
0.0829213644219012,0.530076944020024,2234271
-0.320080652225396,-0.413773222111832,2296332
-0.863487049871047,0.042025595261331,1684230
0.144531731071812,-0.644481022945118,1720713
2.21353972517561,-0.591882085817204,2186951
-0.0890441941641936,0.545433515397775,2439458
0.254872399058541,-0.105871211791274,2135748
-2.14472551150917,0.760741210777009,2141116
0.891144634499495,-0.815547731545936,2108003
-0.753611738302314,1.06195378085611,2006164
0.333896754167866,0.153344301415091,308862
-0.782872685395175,-0.586042596589247,1085983
1.16704523202104,-0.328564300332431,2004451
0.449960085176438,0.255612065800679,2359944
-1.05506366198297,-0.317426092103226,2069079
1.40106690634328,1.0876767930968,2059713
-1.76041034863529,0.796710426907993,2294873
0.889547431239234,0.817301748848344,2033049
-0.72505048247443,-0.656513900864842,1485662
0.37672152688174,0.987853452288019,1526417
1.21882510886992,1.31316672392768,1386095
0.386632851538961,0.992143483779864,2132424
0.70060505507231,-0.578479809470151,2138375
-0.0587622588120129,0.300755422174266,2490180
0.0427841123925842,-0.525906933557982,2034136
0.286998285956016,0.722472092356527,2510402
0.711200276199476,0.842629696750352,1330263
1.28191315121481,-1.12190798403503,1768972
-0.20647940297344,0.707479193398491,2306459
2.99187835799962,0.769203998289845,2181724
-1.41013601000713,0.368362954219699,2217034
2.14706224690142,0.044178607062084,2218615
-0.743891176643711,-1.22626005337986,92173
0.130090205030318,-1.04241298380773,2414406
-0.423426086894004,-1.22810092289204,2381907
-0.746057559866898,1.41692649291467,2002465
-0.979239659135973,-0.414628503828555,2474709
-0.431511478780723,0.159394649570439,2176530
-0.855022492128878,-1.3404831043383,1279943
0.317046703433371,-0.296279192427219,1976407
-0.0993901026215027,-1.155165945278,2250836
0.473441135809137,0.269034776510077,1915938
-0.184710907530812,0.523768352908657,2133380
0.563978671038504,0.608559110635423,2271329
-1.77238350677329,-1.57956070152824,2286108
0.192407978793355,0.840329202160497,2040495
0.855050645755314,1.16891907937973,1125173
0.913273709681006,-0.576066481662126,1767700
0.965277346126166,-0.11413913248638,2138678
-0.31265201517808,0.433834651174756,2443354
-0.872524123545782,0.869418257334797,2234422
-0.0768852429415239,-0.373538258803675,2151024
-0.899444400022001,-1.31489572887956,2057358
-1.31997033327115,-1.04046431563043,2425694
-0.545930244837607,-0.0135487627141987,2500377
-0.383012562113654,-1.40882479267728,2183356
4.2528091611862,0.978040812259663,2131601
1.99939189708964,0.988937954243227,2152442
0.617062026963591,0.48720742872019,2306893
-0.396497595308875,0.879087560676555,2009915
-0.804391732005919,-0.75654276989779,58325
0.025422410151207,0.0085884631601184,2395943
-0.585007293944077,-1.32981607104376,2480330
0.970719787698217,0.975209024248824,2076301
-0.15672116911397,-0.240529513545768,2205389
0.561250392520791,1.03333382756522,1975401
0.077904338406845,0.861531185769782,2250648
-0.462104635137312,-1.95777735267974,2185290
-0.527043845614886,0.167576094413301,2091555
0.0328903072493932,0.474539308666681,1232870
-0.0402481719560933,-0.604993246538378,2139733
0.0561073397134122,-0.97300130487231,2559453
0.545374263371914,-0.521087977846585,1938156
-0.950119685127506,-0.172212997972,2158101
1.70326549718793,-2.54417069905225,2199403
-1.26175916082907,0.172374911912531,2430773
-0.593734735171376,-0.107848310385748,1738800
0.53383575711501,-1.10862920231259,1565177
-0.451233912843927,0.871236027133012,1978972
0.411275908902716,-0.964751745488296,2487135
0.316549757425312,1.07142644047906,1612262
0.553591187775881,0.827863056529012,2051378
-0.36236785726008,-0.939997144332679,1497807
-0.748489867527132,-0.400155348434525,2026671
0.0821843647617619,-1.20452411099798,2340322
