"mkm2d_ptv_original_shape_Flatness_250","mkm2d_ptv_wavelet.HHH_glcm_ClusterShade_250","mkm2d_ptv_wavelet.HHH_firstorder_Median_249","mkm2d_ptv_wavelet.HHL_firstorder_Median_248","mkm2d_ptv_wavelet.HHL_firstorder_Skewness_248","mkm2d_ptv_wavelet.HHH_firstorder_Mean_248","mkm2d_ptv_lbp.3D.k_glszm_SmallAreaEmphasis_245","mkm2d_ptv_wavelet.HHH_firstorder_Skewness_238","mkm2d_ptv_log.sigma.2.0.mm.3D_glcm_Correlation_236","mkm2d_ptv_logarithm_glszm_LargeAreaLowGrayLevelEmphasis_233","mkm2d_ptv_wavelet.HLH_glcm_ClusterShade_232","mkm2d_ptv_wavelet.HHH_glszm_SmallAreaEmphasis_228","sub"
1.35119706091473,0.11414942135304,-0.108864269837171,-0.113271523713466,-0.40496372810963,-0.220115115359185,-0.67928474689518,0.347385578758846,-0.155271012676803,-0.171307722439906,-0.375533266796044,0.762074162825159,1085983
0.110236965876068,0.142985377272123,-0.631330367345459,0.297602724949903,-0.963793230057793,-0.267312014096584,-0.230505383572505,0.504720812456545,0.79135643681714,-0.110128992717141,-0.431066016672418,-1.74368113946219,1125173
-1.53027357938603,-0.201656762941962,0.183170279636728,0.529893821306535,-0.76639989417104,-0.889365489632135,-2.98836894569279,-0.245201648990369,-0.0519591353068094,-0.178608901294174,-0.0297848254429526,-0.911773224810777,1154608
0.884728474582034,-0.351017716029245,0.00617648777004018,-0.391069180175852,3.65120205341356,-0.943062224178505,0.90003238723105,-3.75174789130014,-0.0967937704777008,-0.18011427576675,2.66944142228883,0.434442489267127,1181124
0.245789447239916,0.0540523414875516,1.36682517856344,-0.991579474146421,-1.22846259300567,2.67537962444556,0.0938697897632223,-0.205926326753265,-2.95925471356835,-0.15635919326847,-0.290419341736453,-0.240353362751441,1183075
0.0380830206982791,0.126438266680135,-1.5238123843984,-1.06130500255837,-0.54073984094724,-1.10880062167737,-0.816939190434982,0.257983201021893,-1.21386428297775,-0.158435326692046,0.23364047364956,-2.07372093726181,1232870
0.194384973611451,0.0978520181302851,-0.121597541526672,0.779659509456596,-0.785135112693614,-0.491451539730016,-0.429394628519904,0.188897314555454,-0.995850754104607,-0.125667130284192,-0.407780715271305,-0.710599542575829,1279943
-1.02730961234489,0.577942070656588,0.141606488501556,0.217111072011735,-0.0702304964050514,0.101628958612353,-0.578004063487586,0.477309310720999,1.2131845572226,-0.174022860617978,-0.353487057531769,0.7089088105173,1329352
-1.32400921503537,0.0838658406040829,0.316407194132734,0.608067101805383,-0.154984821491877,-1.15205957006786,1.2317078593569,-0.31781031962055,1.36852954268295,-0.175580990981683,0.414816300751779,-1.17303569831232,1330263
-1.15899980052833,0.353207273989636,-1.20287926205873,-0.739469118346096,0.416992001156465,-2.99039722789686,1.65152573043347,-0.313307584503566,-0.174854875438593,-0.177910975499202,1.26490458787383,-0.629138729788099,1364384
1.10959173052513,0.779405107031388,0.0530986540425878,1.49460443256234,-0.841493941111966,-1.44565986172156,-1.99729865744671,1.33497355825668,0.115975010683446,-0.17937001976149,2.79650454112013,0.599598916970807,1386095
-1.33133499214597,0.374255398368374,-0.788749717433131,1.38829144629353,-0.76200905707367,-0.0195314313375627,-0.652135024419466,0.896257017384909,0.270238253191772,-0.17515202227406,-0.163852971477123,-0.24869019946542,1458656
1.48871148548033,0.0814972930957753,0.0518850219417171,-1.00640433495878,-0.0362888190311,0.161655995193787,1.12817400843755,-0.153751431078359,0.66893015266616,-0.12842547757458,-0.392999889208415,0.866985203763578,1485662
0.264573856819893,-0.134081253466166,-0.299981790938586,-0.66454901718682,-0.535064093214211,-0.555578943770417,0.108062573610091,-0.275761276913487,1.09991370366286,-0.174821982741853,-0.479142217330638,0.758624370844008,1497807
0.101921375961268,0.0965671313651986,0.449168025973201,-0.536914687927188,2.52499765809445,1.16546435597292,-0.173948619892791,0.139208613962123,0.485388189125855,-0.0408941262433823,-0.35013283152712,-3.18429115052189,1501387
-0.3469936289353,0.223502756307276,-0.331377965715371,3.01928378011544,-1.16412212516039,-0.792146483391151,-0.934390865437696,0.575928701702643,1.02137698546266,-0.17180510857585,-0.416313402210315,0.0483742541766081,1518948
0.610174527789223,0.389803709350849,0.0121308937402243,0.123692479512457,-0.499470537775556,0.0924268996067038,0.355596512912089,0.78504549843854,0.558045143255726,-0.178878253731161,0.29487187743117,-0.278389830604987,1526417
0.293776462970309,-0.334774629969191,0.668324690637021,0.112455043708093,-0.0980128075492108,-1.0323128481943,-0.361270478377869,-0.273281114314125,0.259643648068302,-0.179925384939154,-0.285260628432232,-0.328395691772353,1565177
-0.597954027710163,0.116512538651289,-0.371629195098865,0.431631116298358,-1.31596371122281,-0.452934116863107,-0.770098385680857,0.58036168404101,1.35663174955165,-0.166431613747543,-0.392232802624119,-0.840461589461765,1606693
0.18191369523251,0.109022381035407,-0.547143120196166,0.37937870209312,-0.273805463734044,-0.190877878584387,0.813199106647949,0.189462910880934,0.044935838190538,-0.036402418629937,-0.421699567731014,-3.04038274274963,1612262
0.772784262955741,-0.426992518950954,0.485802198447699,0.697379208637314,-0.669989467801007,0.420159601330577,0.23771631726589,-0.90844997929279,1.1799762516556,-0.179672565476228,0.093433015354784,0.793376741333952,1614566
-0.688028320820781,0.101903998032038,-0.307064129839019,-0.36386855853085,3.1340096937225,-0.481701989112082,1.6691981360178,-0.0425844316445352,-1.43789318323802,12.9423978712515,-0.310615870901949,0.160641634603296,1644034
-0.930191951708168,-0.134969220588978,0.132938515644237,-0.762103802623183,-0.759279242537655,-0.638771555343299,-0.617712401085457,-0.368247095464501,0.433477705192811,-0.155075602360811,-0.419321735364922,0.121501941339646,1668599
-0.188711684489909,0.265548331982939,-0.232025798066106,1.35851263025058,-0.864728685296461,-0.519052303321402,-0.820488471488753,0.39678894316687,-1.58269184846869,-0.178421351795822,-0.585022932245483,-0.355113612987908,1671370
1.90831193190425,-0.566243068628958,1.81804881965613,-0.628347364997966,-0.293015944217554,0.509497668885376,0.309428253539257,-0.153863189496092,-1.82161004987587,-0.163977088416074,-0.601936377962707,0.327129965734717,1684230
1.93546847178044,0.116304418532687,0.117534327352515,-1.10914140584242,1.0802678223134,0.641574019298551,0.636557676733632,-0.0251899072732959,-1.08120750446856,0.160138027784115,-0.407201368333235,-3.03825266071951,1692385
-0.738266564851998,-0.584213410459731,-0.12162935293616,0.185528005938475,-0.402256898761965,-0.553485977704269,-0.359030514769631,-2.91341519025171,1.3281003373507,-0.174404259922376,0.603432146099849,1.07567868614811,1720713
1.39106339964668,0.132633374648525,0.234877740421073,0.0670182606907504,0.814329946372964,0.124249183877573,-0.731226253734921,0.328205728772198,0.432992846034774,-0.0768580247898489,-0.388082847261478,0.169043563516145,1738800
-1.09412979827287,0.114450063381961,0.47220120349216,-0.0691885795235229,0.124547582987051,1.43287455187752,-1.31934542338873,0.317830717748021,0.108846340678502,-0.0863018313455102,-0.381745081682182,0.665928445613399,1740845
-0.135972063249437,0.829467998572181,0.846874298055073,-0.452254646215097,-0.238844094010021,3.31873210304233,-0.104032911438368,0.673561938647825,-1.15611001270287,-0.0976034706027776,-0.235000325617635,0.153742096027979,1742294
