"mkm9d_ptv4_wavelet.HHL_glszm_LargeAreaLowGrayLevelEmphasis_241","mkm9d_ptv4_lbp.3D.k_glrlm_RunEntropy_229","mkm9d_ptv4_lbp.3D.k_glcm_DifferenceEntropy_226","sub"
-0.241018700706119,-0.155085123703025,-0.965615126029672,1085983
-0.342548296439375,0.85645158503428,1.15815136198961,1125173
-0.284070209118567,-3.05509733248271,-3.35468413596129,1154608
-0.299474186991087,-0.819366970209483,-1.64891408435104,1181124
-0.331115350276301,-0.68658059891027,-0.274232056948893,1183075
-0.145363667410526,0.193888543653886,0.176545662583763,1232870
-0.121422689558002,0.50594580152812,-0.0173445437122782,1279943
-0.324317480860601,0.364465536491038,-0.358646916633733,1329352
0.0586108857841363,0.265182388401019,-0.663719952426299,1330263
-0.337910915802156,2.78584075340204,-0.428190941285045,1364384
-0.313066057896916,-0.433993635873403,-0.79985931102027,1386095
-0.35104977237862,0.298841814611261,0.566984299202833,1458656
-0.18424185408957,-0.0744260900035619,0.476233113687721,1485662
-0.275605705655267,-1.6672219868872,-1.09350724358613,1497807
-0.337327930879636,-0.525646645611355,0.0259724167074872,1501387
-0.325500090381387,-1.98626680451054,-2.78588548328524,1518948
-0.319671484095907,-0.066790336756166,-0.569616393086947,1526417
-0.341727227814646,0.362265954762875,0.242785144919763,1565177
2.81724946784526,-0.776333633258202,-1.3526582565441,1606693
-0.11771084157995,0.0620831235374198,0.597518926385623,1612262
-0.312531415649235,-0.42501237590471,-0.076829888680881,1614566
0.208446931639061,0.397909749765793,2.05601298567273,1644034
-0.303584880506231,0.707352092618629,-0.461823224484347,1668599
-0.354060976109731,-1.11635589931439,-1.06547776029629,1671370
-0.352951571423678,0.0244288888686274,0.908499935259116,1684230
-0.297288460576689,0.784666989987631,1.15999601407832,1692385
-0.311537333417053,-0.387395981371077,-0.622984308638699,1720713
0.480494953288436,0.141587543392362,0.163329241519624,1738800
-0.306742868148922,1.45997686213158,1.08878242295455,1740845
-0.305211940358318,-0.129973302831673,-0.0277056248195706,1742294
-0.354366090440072,-0.218916130291262,-1.03266457363992,1767700
0.280823952339778,-1.13352048994735,-0.885590624654462,1768972
-0.238630530714186,-0.978199078317869,-0.846089880586464,1889409
1.73487021165641,0.208651535705769,1.06560195189057,1915938
0.0450166224846661,1.16633998263742,1.44097928198718,1916742
1.17711786575348,-1.18367213935905,-0.579399095494581,1919296
-0.253691216650739,0.764721515666578,0.568697353265565,1926770
0.213828776930961,0.182260204213064,-0.402204015077529,1938156
0.288497492455773,-0.133506196288943,-0.272771050468547,1938561
-0.0725280045406447,0.11080997103163,0.694350525339169,1966316
-0.29224830297669,0.173389656663736,0.100366820958425,1967281
-0.225711992025101,1.68434912759042,1.9423890372718,1973544
-0.274067974594362,0.977458023015589,1.22793710966125,1975401
-0.127008877507144,1.51771066377057,2.14099619469646,1976407
-0.304535617418168,-0.385931077343931,-1.10953045906367,1978972
0.141472359513017,-0.547995784544924,-1.2401817344916,1979045
11.1089234020997,-0.409438826433286,-0.906977963743713,1979422
-0.190489296578704,-2.41739055678643,-1.60168956933208,1980052
-0.319656161456157,0.926250397651049,-0.255707791217838,2001182
-0.359657177555939,-0.909810048214745,-0.491760591764619,2002465
