"lemd_prc_wavelet.LLH_glszm_SmallAreaLowGrayLevelEmphasis_250","lemd_prc_original_glszm_LargeAreaLowGrayLevelEmphasis_250","lemd_prc_logarithm_glcm_Idmn_250","lemd_prc_wavelet.HHL_firstorder_Median_250","lemd_prc_wavelet.HLH_firstorder_Mean_249","lemd_prc_log.sigma.3.0.mm.3D_glcm_JointEnergy_249","lemd_prc_log.sigma.3.0.mm.3D_glcm_Idmn_247","lemd_prc_lbp.3D.m1_glcm_Correlation_245","lemd_prc_wavelet.LHH_glcm_InverseVariance_241","lemd_prc_wavelet.LLL_glszm_LargeAreaLowGrayLevelEmphasis_241","lemd_prc_wavelet.LHH_glcm_Imc2_228","lemd_prc_gradient_glszm_LargeAreaHighGrayLevelEmphasis_227","sub"
-0.982628015602161,-0.691019671592241,0.819283023119296,-0.535908410726833,-1.05830393712847,-0.825172988667457,0.122120372110487,-0.840996546791404,0.483545883747053,-0.820268143223534,-0.91092385070885,-0.218897441336468,1916742
2.91882235635958,1.36280661315871,-0.0554100712676052,-1.36549085703862,-0.631787050332563,4.18882028766893,-0.814035138282014,0.79212771742964,-1.64872322220281,5.23537221877189,2.33113731199058,-0.364395895374639,1980052
-0.0380292869582903,0.240993666997664,-3.14463191137692,-0.340841556448207,-0.0574817983455044,-0.00172741476185852,-1.32955930054409,-0.737295774469345,-0.274397643480694,0.654340141584027,0.13302286491723,0.0944861827934175,1926770
-0.533628157913858,0.00186388417987656,-1.9872128452184,0.0656401313871783,-0.365377187444794,-0.336114133223947,-0.209424008871899,-0.492866287939106,0.476091753853826,0.560462567104045,-1.0654813126641,-0.250386389101889,1979045
-0.78125484140676,-0.720970800070667,1.0937100505541,1.0230652203967,0.708364362533174,-0.753227017466133,1.31218544867133,0.134874412897535,0.91333450405538,-0.868216635934085,-0.56460427169362,-0.247247496162776,2196212
-0.700421363506207,-0.649052586626732,0.947241507776437,-0.477143530659187,-0.850063982226165,-0.481506634527697,1.08599657331628,-0.706818242598198,-0.75496151475585,-0.804385931574573,-0.0947541011536366,-0.134526798483848,2393207
0.563297934606778,-0.416292290332068,-0.0401129246454666,-1.39447119428171,-1.2398774871636,-0.390700383499087,-0.801276113976477,-0.887178054619269,1.46935470424618,-0.0714962675195248,-0.114430257133127,-0.19655968459561,2146138
2.35067457746174,0.0960347715052052,-0.934818919964121,0.619764681970834,-0.118597287518861,0.272214314819476,-0.721060747258289,0.924610373382697,-1.89087167766097,0.302713166256826,0.512542448854588,0.0265660351415329,2228399
0.208326039402013,0.643265680724864,-2.05641562789015,-2.53282749057732,2.4596585432979,-0.199889584403037,-0.922699788295829,-1.68722758803459,0.409020635795361,0.769172850217319,-0.213759158542399,-0.316552185362365,2144796
0.0470444829813857,-0.439929391641314,-1.1697405478674,0.252532384550254,1.20002109932828,-0.474297047620376,-0.503573418660028,-1.69512622448628,-0.149899607257111,-0.444323187980328,-0.736446780509357,-0.0671398885439592,2234271
-0.313754669900951,-0.647044188832637,0.480030785289284,1.48619858775271,0.256693310191948,-0.696549537393473,0.535468089464997,1.6313349054477,-0.367222497175341,-0.724880867945511,-0.24023409950745,-0.0526431730853515,2296332
