"lemm_ctv_v42_232","sub"
0.948571917812243,1085983
-0.971770081968935,1125173
0.736908735955925,1154608
0.946252963159835,1181124
-1.01535762269469,1183075
-1.01535762269469,1232870
1.02200839380897,1279943
-1.0128223240181,1329352
-0.970611080122198,1330263
-1.01535762269469,1364384
0.699828941473378,1386095
1.02080454358871,1458656
-1.01535762269469,1485662
1.01882301854864,1497807
1.02200839380897,1501387
1.02200839380897,1518948
-1.01535762269469,1526417
-1.01535762269469,1565177
-1.01535762269469,1606693
-1.01535762269469,1612262
-0.940658756898443,1614566
-1.01535762269469,1644034
-1.01535762269469,1668599
1.02082936254941,1671370
1.02200839380897,1684230
-1.01535762269469,1692385
-1.01202153886878,1720713
1.02200839380897,1738800
-1.01535762269469,1740845
-1.01535762269469,1742294
-1.01535762269469,1767700
-1.01535762269469,1768972
0.89775453161993,1889409
-1.01535762269469,1915938
1.02185896106608,1916742
-1.01535762269469,1919296
1.02200839380897,1926770
0.933058941944981,1938156
-1.01535762269469,1938561
-1.01535762269469,1966316
-1.01535762269469,1967281
-1.01535762269469,1973544
-1.01535762269469,1975401
-1.01535762269469,1976407
-0.92552463836044,1978972
1.02200839380897,1979045
-1.01535762269469,1979422
-1.01535762269469,1980052
-0.939084870682912,2001182
1.02200839380897,2002465
-1.01535762269469,2004451
1.02200839380897,2006164
-1.01535762269469,2007309
-1.01535762269469,2009915
-1.01535762269469,2010259
-1.01535762269469,2010554
-1.01535762269469,2026671
-1.01535762269469,2033049
1.02200839380897,2034136
-1.01535762269469,2040495
1.00006190171018,2047354
-1.01535762269469,2051378
-1.01535762269469,2055667
-1.01535762269469,2057358
-1.01535762269469,2059713
-1.01535762269469,2069079
-1.01535762269469,2070958
-1.01535762269469,2072215
-1.01535762269469,2075832
1.02200839380897,2075846
-0.952984525547899,2076301
-0.947585591805143,2078198
-0.966222180436201,2078899
-1.01535762269469,2085349
-1.01535762269469,2086044
1.02200839380897,2091555
-1.01535762269469,2092954
-1.01535762269469,2096627
-1.01535762269469,2100050
-1.01535762269469,2108003
-1.01535762269469,2109902
-1.01535762269469,2110540
1.02178934574784,2116787
0.957522031268792,2119177
-0.796322665053423,2131601
-1.01535762269469,2132424
-1.01535762269469,2132982
-1.01535762269469,2133204
-1.01535762269469,2133380
1.02200839380897,2134220
0.926852801824286,2135748
-1.00674600163162,2137799
-1.01535762269469,2138375
-1.01535762269469,2138678
1.01559149296958,2139733
-1.01535762269469,2141116
1.02200839380897,2144796
-0.997894485410369,2145166
-1.01535762269469,2145694
1.02142512269059,2146138
-1.01535762269469,2151024
1.02200839380897,215131
-1.01535762269469,2152442
1.02200839380897,2157529
1.01746070180784,2158101
0.999903337613409,2158329
-1.01535762269469,2168082
-1.01535762269469,2172217
1.01072926959172,2176530
-0.941878848328981,2176784
-0.863011138048284,2181724
-1.01535762269469,2183291
0.995677787981446,2183356
-1.01251769236781,2185290
-1.0034143005846,2186951
1.00055092653915,2196212
-1.01535762269469,2199403
-1.01267864042447,2200416
1.02200839380897,2200813
-1.01260776979078,2205389
-1.01535762269469,2212664
1.02200839380897,2217034
-0.970638162035472,2218615
0.921763773454317,2219842
0.851051435233814,2224150
-1.01535762269469,2228399
-1.01535762269469,2228400
1.01829869603675,2234271
1.02200839380897,2234422
1.02200839380897,2237571
0.99132036891249,2244172
1.01419669281452,2247869
1.02200839380897,2250648
-0.924803656862813,2250836
-0.930155045845565,2267382
-0.94708376475756,2269346
1.02200839380897,2271329
-0.997509015490069,2274521
-1.01367275505743,2276121
1.01887398455281,2278618
1.02155539413881,2285214
1.02200839380897,2286108
-1.01517722903287,2293123
1.0103911330724,2294852
0.877701433005584,2294873
-1.01535762269469,2296332
1.02200839380897,2305114
0.973438546534619,2305115
1.02200839380897,2306459
0.996347757770483,2306893
1.02017103718496,2317120
-1.01535762269469,2319068
1.02200839380897,2321962
0.894467306346097,2331869
1.02200839380897,2336735
1.00211329151004,2339674
1.02200839380897,2340155
0.940813061432873,2340322
1.02200839380897,2350037
1.02016169902854,2352038
1.02200839380897,2359944
1.02200839380897,2381907
0.958391249075589,2393207
0.98006817165856,2395415
1.02200839380897,2395943
1.02200839380897,2401405
1.01048636377551,2405144
0.891395911507145,2414406
1.02200839380897,2419459
1.02200839380897,2425694
0.996901863120936,2426863
1.02200839380897,2430773
1.00108849175702,2439458
0.871847280710188,2443354
0.991288734341372,2445526
1.02200839380897,2448298
0.987430800850002,2453577
1.01356335332605,2474709
1.02114656385275,2480056
1.01713242080698,2480330
0.968578791017958,2487135
0.82431633356882,2488660
1.02200839380897,2490180
1.01397878632299,2493534
0.998790547467045,2498991
0.990575128864551,2500377
1.02200839380897,2504802
1.0073639326104,2510402
0.876438622468892,2520618
1.01000228514266,2559453
-1.01535762269469,277752
-1.01535762269469,308862
1.01476657147542,58325
-0.957030627627614,92173
1.02200839380897,923666
1.02200839380897,965005
-1.01535762269469,983079
