"lemd_ctv_wavelet.HHH_firstorder_Skewness_399","sub"
-0.126125785735401,1916742
-0.28590562745426,1980052
0.128862715363152,1926770
0.0745570079034863,1979045
0.00120257780295205,2196212
-1.50281697060898,2393207
0.348139517395136,2146138
-0.00414117219592943,2228399
0.829287803104787,2144796
0.0205124570966755,2234271
-2.45907635953227,2296332
-0.360585132043564,1684230
10.1292916595809,1720713
1.51953669020037,2186951
0.0475141271930539,2439458
0.78241236845565,2135748
0.0679541865290625,2141116
-0.0777153912661341,2108003
-0.00498557665741783,2006164
-0.856383964740274,308862
-0.232954759655479,1085983
0.655660985333067,2004451
0.0460876599219586,2359944
0.717725422289834,2069079
-0.212965345884884,2059713
-0.716896798539509,2294873
0.743711547596665,2033049
-0.0941749933322333,1485662
0.160932184988395,1526417
-0.358431780588093,1386095
-0.0398754602196857,983079
0.0974966258965722,2132424
-0.050956004937999,2138375
-0.0462007747977374,2490180
-0.610563132433588,2034136
0.0210194052601392,2510402
-0.338039489468304,1330263
1.50751832202436,1768972
0.641738480673632,2306459
2.83767677889942,2181724
-0.212313204016882,2217034
2.84073870966754,2218615
0.115386681948836,92173
-0.363422102004072,2414406
-0.298685850001675,2381907
-0.536628259024796,2002465
-0.262295168570832,2474709
0.000341690487228775,2176530
-0.038957773391133,1279943
0.167421125934684,1976407
3.27642626206479e-05,2250836
-1.97719464955204,1915938
0.076848697065757,2133380
0.618335198999834,2271329
0.0799881154693685,2286108
-0.319669223679538,2040495
0.149510503278742,1125173
0.575571724163595,1767700
-0.700052762125327,2138678
-0.25590626329561,2443354
0.0343635351612871,2234422
-0.0155520416975831,2151024
-1.72746049544949,2057358
0.0287671392888742,2425694
0.15169171733361,2500377
-0.141103499028106,2183356
-0.629729163111402,2131601
-0.167235498495944,2152442
-0.469362443513693,2306893
-0.0192763539878099,2009915
-0.171544159928824,58325
0.0485452594427437,2395943
-0.191638773173701,2480330
-0.0974479860127992,2076301
0.118583375644017,2205389
0.114506561880688,1975401
0.309012284999107,2250648
0.526963833500126,2185290
-0.204931874586206,2091555
0.0896081105561786,1232870
-1.33953878549507,2139733
-0.011929546208443,2559453
-1.367745824752,1938156
-0.298506314651783,2158101
-3.56926639561766,2199403
-0.897873753321747,2430773
0.089522116348831,1738800
-0.394592242539441,1565177
-0.0925420585372941,1978972
1.47521336377086,2487135
-0.0991767863972582,1612262
-0.0991418108817235,2051378
-0.558235501359473,1497807
-0.851899172056353,2026671
0.193537759965323,2340322
-0.520270490183621,2293123
-0.714699095395596,2395415
0.494732108117474,1966316
1.58781369383477,1973544
-0.413385953049235,2010259
-0.0723701023738788,2145694
-0.148320446189296,965005
0.120449754355995,2096627
0.800829552824024,2047354
-0.445051855292787,1364384
-0.253231921311354,2244172
0.0406898234360579,2132982
0.0200478671215906,2134220
0.256822156259089,1889409
-0.124410305399329,1938561
0.104415370196647,2055667
0.179604630044625,2176784
0.549136538333297,923666
1.48056013445724,2086044
-0.482004109363519,2078198
-0.279494947510248,1501387
0.0927350896396274,1518948
-0.0299161523155786,1606693
0.0245939158194465,2305115
-1.79154366619452,2237571
-0.119713675831785,2285214
-0.175529686767401,2426863
0.0470468206228517,1979422
-0.116002660832157,2480056
0.133359673570743,1668599
-0.157938592889017,2339674
-0.341052398122936,2133204
-0.0518649312837544,2294852
-0.479090897754005,2445526
-0.0409574835420784,2200416
-0.164242685229279,2168082
-0.0948153323828744,2075846
-0.0811675806859745,215131
-1.88199221807861,2274521
-1.03895506551637,277752
-0.0336913328066732,2078899
0.640009809539717,2172217
0.113836060856276,1614566
0.434156888876817,2100050
-1.64147221992532,2183291
0.256074667567904,2336735
-0.17679606526627,2352038
0.00526310140903165,2305114
0.0894061578461666,2448298
-0.516739754588417,1329352
0.0884580484273309,1183075
-0.116889167538308,2110540
-0.0427911745594735,2070958
-0.296786030999748,2340155
0.382209493655316,2075832
-0.664793993766672,2498991
0.370324108278128,1919296
0.0591352634843907,2401405
0.60778105530045,1644034
-0.0825428983296756,2405144
0.0783513624771571,2158329
-0.0688313402712295,2319068
0.111972817378902,2504802
0.0539417678564334,2331869
-0.505566890240702,2317120
-0.470383265946853,2072215
-0.316695228330241,2228400
0.1960447626755,2145166
-0.0239820044100372,1692385
0.309874046914506,2109902
0.564159213677537,2219842
-0.70369883170007,2520618
0.0425228097217233,2419459
0.376998611261241,2276121
-0.0531300121268278,2350037
0.423419519373689,2001182
0.46500242436334,2278618
-0.048035233695378,1740845
0.344689131219398,2321962
0.0401225707509375,2212664
-0.156178474108041,2453577
0.461257039470842,2224150
-0.137036154506722,1967281
0.100926498928636,1742294
0.358117303826629,2488660
0.513252346481512,2085349
0.752617140242556,2247869
-0.244882772909069,2157529
1.37800714559208,2119177
-0.238291630525364,2010554
-0.0715466438061157,2493534
0.156469152417233,2200813
0.186562479501347,2116787
-0.215049976619462,1154608
0.00970130381087637,2267382
-0.0750094210216097,1181124
-0.94234938998891,2137799
0.0695882242451739,1458656
-0.684707606701472,2269346
0.0600544504676782,2092954
0.246939588184349,2007309
-0.157862262652081,1671370
