"mkm7d_gtvper_wavelet.HLL_gldm_SmallDependenceLowGrayLevelEmphasis_243","mkm7d_gtvper_wavelet.LLH_glszm_LowGrayLevelZoneEmphasis_226","sub"
-0.419672656602167,-0.384165748421203,1085983
-0.769991416562204,-0.498158811871633,1125173
2.58815443661094,0.0316660146847062,1154608
-0.646488118335654,-0.578603062519441,1181124
0.12976642338152,0.793282204788674,1183075
1.37901100065099,1.92642196964614,1232870
-0.0873053443278589,-0.332503520467686,1279943
-0.0665747479712002,-0.390721168325216,1329352
-0.5535426479738,-0.558869692418758,1330263
3.17964683131583,3.13345337846871,1364384
0.48996572674295,-0.102386310883286,1386095
-0.821323873761266,-0.59882645317263,1458656
-0.794569278096073,-0.741083864167189,1485662
-0.482552737477824,-0.539898359906361,1497807
-0.637299897606854,0.242297796539687,1501387
2.01504699669296,0.482054342419048,1518948
-0.384266601117559,-0.538190236040889,1526417
-0.264724708926164,-0.681516552135697,1565177
-0.63343673456717,-0.785739364343494,1606693
0.0248047710303687,1.92797157108854,1612262
-0.443862801104252,-0.678675313541163,1614566
-0.417118078433926,1.2554934706541,1644034
-0.514164266766779,0.299322143553137,1668599
-0.0396481000502385,0.112427617003437,1671370
0.810533040507421,-0.303328732416964,1684230
0.667498813665091,0.335150570309075,1692385
-0.689620162370951,0.293344157080528,1720713
0.294495318997995,0.0261761128283226,1738800
-0.739005700816322,-0.612535663211466,1740845
0.130875497652022,0.151266489819722,1742294
-0.11103599229791,1.13920351292354,1767700
-0.78295870667911,-0.796118090578267,1768972
-0.669508502622072,-0.742282698089611,1889409
0.216078338319534,0.0727731565236991,1915938
-0.62937983481204,-0.813496672366826,1916742
1.55252243973692,1.27765077299309,1919296
0.965372376165058,4.46524559699073,1926770
-0.865785004826768,-0.899243401623987,1938156
-0.268128841006022,0.442802929622483,1938561
0.332111753469596,0.190336662976289,1966316
-0.159699696318842,0.913105337167143,1967281
4.06220944433514,0.759771854551861,1973544
0.389408590085178,0.126852704160869,1975401
0.251801323693644,-0.102699337169271,1976407
0.312347574506741,0.83411741013341,1978972
5.71786361425157,1.70560003874318,1980052
-0.440550750583057,-0.726704841161523,2001182
0.925925323396593,0.87953835000337,2002465
-0.129425051838503,0.458824345985978,2004451
2.39048224546504,0.977711210358368,2006164
-0.670817710459644,-0.339532206086693,2007309
0.098757089280145,0.674131450091702,2009915
-0.365779496020097,-0.464481371781203,2010259
-0.473192657308454,-0.788113645295757,2010554
-0.289388527697006,-0.386063622807112,2026671
-0.176701316331954,-0.105542018707212,2033049
-0.275741914170376,-0.656072783986059,2034136
0.418289719597792,-0.138486317424343,2040495
1.40205504000651,0.292357179598578,2047354
0.156563334286503,0.721304320939937,2051378
-0.204514600285452,-0.173694553669465,2055667
-0.496015722723324,-0.418247451033751,2057358
-0.517480733847692,-0.301501208691957,2059713
1.40605415632058,4.65382154694082,2069079
-0.133945606613394,-0.487737093326594,2070958
0.420901799439783,-0.313238957123192,2072215
-0.666487503363023,0.149764698992376,2075832
-0.572986278871192,-0.494975703096602,2075846
-0.222383829074476,-0.3458855474883,2076301
-0.847968143036376,-0.888746918887684,2078198
-0.797930822193518,-0.638812945275293,2078899
-0.658785681039981,-0.364883308655942,2085349
-0.777339862918059,-0.625142076813815,2086044
-0.346402520471379,-0.127070606746902,2091555
-0.0162370503302273,-0.417378645664667,2092954
-0.475030392092615,-0.565333656422377,2096627
0.510687827503784,-0.254818531054604,2100050
-0.604643316778411,0.110025556189149,2108003
-0.535713071819774,0.153969316913767,2109902
-0.527215689520427,-0.717871207188191,2110540
-0.161187911580805,-0.256759776832435,2116787
-0.722751695229639,-0.813166774295741,2119177
-0.597155750445821,-0.80556261327833,2131601
0.948241923996895,0.00112689228323456,2132424
-0.6387264682578,-0.465017262098714,2132982
-0.695830663912006,-0.782907156711837,2133204
0.452645339405412,-0.285857755063735,2133380
-0.262718817164486,-0.123336131511969,2134220
-0.774602075294402,-0.611204939760437,2135748
-0.458093553695989,0.106019000882496,2137799
-0.573807599328703,-0.524028927718144,2138375
-0.788322869987964,-0.812516264096331,2138678
-0.438017791642077,-0.152139172972253,2139733
0.454543580568438,1.25405528895652,2141116
0.877621489016615,0.796995677704608,2145166
-0.416266010541826,-0.340719649162156,2145694
-0.11572439646402,0.101113245472723,2146138
0.0864771311083585,-0.235989470765369,2151024
-0.0903006388999869,-0.0928525950078786,215131
1.90813437081045,-0.0283003026879631,2152442
1.99643345408865,2.73259248612435,2157529
0.180301650152925,-0.00108913681941698,2158101
-0.952569034654396,-0.917395364056602,2158329
2.40687566724457,1.66861829595471,2168082
-0.003738998462096,0.888510563442308,2172217
0.0311659560947804,-0.260319444072866,2176530
4.47118684963791,0.432484384193731,2176784
-0.0747288060284854,-0.116569249681779,2181724
-0.1875371859958,-0.434331696558435,2183291
-0.652316125580378,-0.463924658097426,2183356
-0.156985682793799,2.87780584140798,2185290
-0.571545564795108,-0.711937568508757,2186951
-0.693721516131639,-0.675233731340231,2196212
-0.652839799768938,-0.756827191701265,2199403
2.09034347297267,-0.172485852978114,2200416
