"mkm7d_gtvper_wavelet.HLL_gldm_SmallDependenceLowGrayLevelEmphasis_243","mkm7d_gtvper_wavelet.LLH_glszm_LowGrayLevelZoneEmphasis_226","sub"
0.0480766952799588,0.212481949931307,2200813
-0.629290661750075,-0.560213568438895,2205389
-0.546251913676013,-0.369922016397353,2212664
-0.391446064468563,-0.157773783247797,2217034
0.518946370068439,-0.387778576772136,2218615
-0.127188548009897,-0.558536689447672,2219842
-0.792615219873556,-0.831488959546074,2224150
0.421481127307969,6.61015599474931,2228399
-0.480848301304675,-0.14725543916908,2228400
-0.41388456491938,-0.430445976926274,2234271
-0.403793653366882,-0.0789557876741175,2234422
-0.446129944925898,-0.456266803282236,2237571
-0.251381343664294,-0.548290950464927,2247869
0.0934555283374369,0.220809395571494,2250648
-0.395325628182941,-0.51363731595302,2250836
-0.13587675640781,-0.0481030093322676,2267382
-0.616356728061175,-0.809740748182066,2269346
-0.300057047298562,-0.386852413279913,2271329
-0.479686957415893,-0.697469165862176,2274521
-0.72326013366629,-0.476568619972497,2276121
-0.150711483193971,-0.52647847387606,2278618
-0.69864478793392,-0.33297485849423,2285214
-0.724233860905823,-0.487843168461759,2286108
-0.895190942920822,-0.723694253900646,2293123
-0.793104975798786,-0.822789588420931,2294852
-0.442576790131475,0.62939772804624,2294873
-0.207627015196026,-0.229491898760569,2296332
-0.294009012673999,0.484764764334855,2305114
-0.701112276115348,-0.718206098548148,2305115
1.923391245502,1.38581093948324,2306459
-0.748278451229301,0.0346122515887554,2306893
-0.820457914478442,-0.788639825750856,2317120
-0.83443509990708,-0.745731641492694,2319068
-0.390275130067716,-0.226959611581891,2321962
-0.290329878728701,1.40282410990218,2331869
0.963884636932954,1.22658013226258,2336735
-0.77790605984265,-0.690748233545684,2339674
-0.42934790504323,-0.295738585297528,2340155
-0.792861945737598,-0.790818677740411,2340322
-0.159135709906855,-0.159656170345707,2350037
-0.615416867190184,-0.00829334050300597,2352038
0.621335002253016,0.595772043944749,2359944
0.11887858888638,0.0589761920327188,2381907
-0.769449209101987,-0.734874502805703,2393207
-0.580861368368318,-0.637952832892978,2395415
0.0187852713023256,-0.17474614767529,2395943
0.430634334081942,-0.315608366540129,2401405
-0.752022826315566,-0.647867697137375,2405144
-0.818749982991171,-0.861782121539592,2414406
-0.367276929195919,-0.440583369811515,2419459
0.242403795027618,-0.499415494075137,2425694
-0.912250525782572,-0.533287065038871,2426863
0.0339799273656623,-0.167417703812451,2430773
0.458066573161544,0.22224716650226,2439458
-0.615727481067774,-0.667034054666481,2443354
-0.578574694873185,-0.611234109760306,2445526
-0.418101117972588,-0.212476220565572,2448298
0.8257048663194,-0.471910062154075,2453577
0.110097640101456,0.459646692987287,2474709
3.04026182462431,-0.146555756898449,2480056
-0.513511854104049,-0.446547704494584,2480330
-0.224987774457671,-0.556139303859943,2487135
0.399908280786914,-0.265843236124438,2488660
0.279231674464579,-0.122173990583164,2490180
-0.407838259315106,0.0321624032798062,2493534
1.54779297306486,0.39440733814901,2498991
-0.773235740342134,-0.779984474340846,2500377
1.442675257709,1.83840505307179,2504802
-0.429220200018327,-0.556584176753338,2510402
-0.809643564634533,-0.832707398042325,2520618
-0.682288381856358,-0.600487875701077,2559453
1.65548505673667,2.21734974751302,277752
-0.157614338352936,0.311257553109969,308862
-0.755471304536403,-0.855671618953525,58325
-0.27351883893578,-0.507839485771263,92173
-0.453854222304418,-0.689051498632605,923666
-0.350598555524073,0.396772552570736,965005
