"mkm7d_ctvper_original_shape_Flatness_250","mkm7d_ctvper_wavelet.HHH_firstorder_Median_250","mkm7d_ctvper_wavelet.HHH_glcm_ClusterShade_250","mkm7d_ctvper_wavelet.LLL_gldm_LargeDependenceLowGrayLevelEmphasis_249","mkm7d_ctvper_wavelet.LHH_glcm_ClusterShade_248","mkm7d_ctvper_wavelet.HHH_firstorder_Mean_246","mkm7d_ctvper_wavelet.HHH_firstorder_Skewness_246","mkm7d_ctvper_wavelet.LHH_firstorder_Skewness_245","mkm7d_ctvper_lbp.3D.k_gldm_SmallDependenceLowGrayLevelEmphasis_238","mkm7d_ctvper_log.sigma.4.0.mm.3D_glszm_LargeAreaLowGrayLevelEmphasis_232","sub"
1.40288253780765,-0.306982508042105,0.172343912035519,-0.0274669197797515,-0.1677719987096,0.337895232755355,1.34687200243458,-0.303211634236903,-0.278545121285659,-0.021508247143107,1085983
0.200657181245088,0.00621088817672801,0.0218102494246344,-0.414998268777976,-0.132491663768361,0.73187472222863,0.264593334227565,0.383733385079564,0.547400842773094,-0.31853489391836,1125173
-1.31277195749427,-1.14633101132638,0.0501481139347878,-0.00882736271897438,-0.0970810569239811,-0.353424063386447,0.303510148792392,0.0198328815527278,0.471652680115183,-0.204426431181966,1154608
0.850921800261826,-0.242320645999494,-0.375717461043575,-0.340852498340143,-0.0490196164732041,0.416600034475184,-1.61478517767387,-0.0437855545123439,-0.213438324450608,-0.397280001297128,1181124
-0.460845108394831,-2.53662566859111,-0.888073547918724,0.748662255329046,-0.143942883809751,-2.93752752767486,-0.499645676071565,0.223541461785401,2.53628954542228,0.370474057243544,1183075
0.0637789562715629,-1.56951088072282,-0.0443689701396203,0.308128565076356,-0.190494263251563,-1.4851210042827,-0.0845797046743136,-0.696197625714634,3.68610891320619,-0.0339991138314983,1232870
0.346969164738446,0.0356151552625392,0.0195125797504376,-0.35657775357951,0.0830720536344509,0.12373554761668,0.786409766299849,1.10544246105909,-1.26110752999875,-0.21722883718374,1279943
-1.00254485212489,-1.32804115354209,-0.637937596480004,-0.288807963116905,-0.0615142374578485,-0.176850855049879,-0.637412541026446,0.48881178829162,-0.248852250642833,-0.164561466151784,1329352
-1.39734278488104,0.320646883583056,0.0736450524489783,-0.360374722312338,-0.089175930392577,-0.185560370101215,0.517672833268924,-0.315301344419349,1.42683979887566,-0.506888801420796,1330263
-1.21982328972274,-0.267642975641935,-0.296473917057737,0.88293026489415,-0.413203970835183,3.09355095283934,0.0261864057916809,-0.905423310852586,0.484114487293368,7.95469720770438,1364384
1.07223304739818,-0.959413039324793,0.0480405248141057,0.0252344314271843,-0.278627165065386,-0.0870397191830961,0.564145279961778,-1.24290112467125,-0.378394393886261,-0.316919454590397,1386095
-1.33500992228802,-0.103626957955753,0.256540984726013,-0.415427671308085,-0.0880313406733121,0.145844033051362,0.696038978053816,0.0727977278651804,-0.907031177466895,-0.420143335639727,1458656
1.28943635094053,-0.0370345862991455,-0.0531031308988216,-0.309050597931904,-0.182291433703175,-0.0701034645256999,-0.692531075376189,-0.694907511164067,-0.641778208120302,-0.214130713839828,1485662
