"mkm6d_ptv6_wavelet.HHH_firstorder_Median_243","mkm6d_ptv6_wavelet.HHL_glszm_LargeAreaLowGrayLevelEmphasis_239","mkm6d_ptv6_wavelet.HLH_firstorder_Skewness_237","mkm6d_ptv6_wavelet.HHL_firstorder_Median_236","mkm6d_ptv6_wavelet.HHH_firstorder_Mean_234","mkm6d_ptv6_lbp.3D.m2_firstorder_Maximum_234","sub"
0.124632308821586,-0.212189980310511,-0.296520807378294,0.0490141369480339,0.54518685650682,-0.591026555877145,1085983
-0.898182976917784,-0.403061705428896,0.156017242275076,0.436253998689136,0.10984216677103,-0.400893508998605,1125173
2.44294852075894,-0.34955419838665,-0.917300727363112,2.52698667959054,1.00880057859823,1.28928479350926,1154608
-0.0884099835173362,-0.38086161292069,0.330016667537799,-1.46158826581535,-0.189813796801689,0.180388080169477,1181124
-0.0656988792120933,-0.348206015143191,-0.825669409882664,0.317126046904297,1.97936779978121,-0.591026555877145,1183075
-0.512689438118163,-0.253497366762299,1.91529553418551,-0.0666778391716894,-3.62617946751464,-0.591026555877145,1232870
-0.127842888074369,-0.154321457274775,2.22655350393938,0.280475257856637,0.58308129772935,-0.400893508998605,1279943
-0.414375112512273,-0.35469068440233,-0.788294344149664,-0.131217781351947,0.692191240925876,-0.591026555877145,1329352
0.545367189551666,0.333178030691731,-0.739320209558048,0.490741989635038,-0.075029371289359,-0.591026555877145,1330263
0.751097440385228,-0.33543298833302,-1.06616642390096,0.285024092731412,-1.20218111560962,0.881427768956815,1364384
-0.999727106372279,-0.317122173238531,0.681296835249473,0.459061732885291,0.768282549382557,-0.591026555877145,1386095
-0.528610609651124,-0.408750076005957,-0.431128137984821,0.350111147336899,0.443904102962404,-0.400893508998605,1458656
-0.19471496517409,-0.170173476251895,-0.746918578792006,0.133012296983568,-0.0318615865902839,-0.400893508998605,1485662
0.935903676510703,-0.315587404162472,-0.127351855714435,0.743538525239895,-0.776680430670469,0.751841577974596,1497807
-0.277080703466232,-0.396042916451736,-1.4676552584568,0.480160630208165,0.465467283138566,-0.377120312459427,1501387
-0.219600978670561,-0.369134552321085,0.242044031155715,1.21897799202581,-0.796924977806938,-0.591026555877145,1518948
0.140814991228075,-0.377138342657063,-3.23704475063672,1.03257226897229,-0.233718667716146,-0.591026555877145,1526417
-0.604754876271022,-0.406695811402685,-0.214914593812652,0.916289680215116,0.0706996574474016,3.60048758878318,1565177
-0.0796046062078427,2.38853811221667,0.0481203992231548,0.446371058777717,-0.206377909050014,-0.260536161283053,1606693
-0.127856228223022,-0.258744965898758,-0.674197056668316,0.450817641629258,0.509750729611126,-0.511772259154822,1612262
-0.93333793758149,-0.401452687112021,0.236463789481944,0.278577248109242,-1.08190854260701,-0.591026555877145,1614566
-0.178638691164999,0.300004845893347,0.364787398490945,0.52593430144545,-0.0433872172824367,-0.591026555877145,1644034
-0.402717479541014,-0.309620527789318,0.293115827510499,0.328367739552656,-0.190871214184868,-0.511772259154822,1668599
-0.00255535675316455,-0.414287895908736,-1.0967122822205,0.150681361720075,0.664216962211897,-0.511772259154822,1671370
0.230976981224807,-0.406596671015002,-0.164159031467602,-0.685769520922573,2.10653996994047,-0.591026555877145,1684230
0.375324761390607,-0.329874607715755,-0.158674920293659,-0.144979748978594,0.474716113705908,-0.591026555877145,1692385
