"mkm6d_ctvper_wavelet.HHL_glcm_Imc1_244","mkm6d_ctvper_wavelet.HLH_glszm_LargeAreaLowGrayLevelEmphasis_230","sub"
0.159077562280829,-0.0503258231115019,1085983
0.360580808965775,-0.102075563390789,1125173
0.711888518133155,-0.12194632310188,1154608
-0.624339133679893,-0.118848486266346,1181124
-4.79503107639754,-0.122884502329509,1183075
-0.681323780567456,-0.121863931396726,1232870
0.441843820778742,0.262547507023663,1279943
-0.146673593107993,-0.122902051870216,1329352
0.381982062386627,-0.118972302765382,1330263
-1.6607138436808,-0.12345961530417,1364384
-0.293599268902632,-0.123931062693987,1386095
0.0456197926722295,-0.120246349367098,1458656
0.307223423522437,-0.119472686333826,1485662
0.493488481971091,-0.12215552573121,1497807
0.198450034174999,-0.0648771295122806,1501387
-0.387514277760983,-0.0714059720545712,1518948
0.296443069510244,-0.122831060327564,1526417
-0.168446501674732,-0.0869393801084126,1565177
0.819417320657143,-0.0101188475318619,1606693
1.11788217720452,0.431400596258017,1612262
0.203922512940325,-0.121552556621743,1614566
0.292174831260342,-0.119214418597491,1644034
-0.46366838333739,-0.104601845454644,1668599
-0.870269166412979,-0.121653191274423,1671370
0.0609927933581579,-0.123694972665953,1684230
-0.806905321313604,-0.108945323186751,1692385
0.360900802477208,-0.119351309630528,1720713
0.923189220128894,-0.119516912110638,1738800
0.660941777772559,-0.123834796578768,1740845
-1.37907428892529,-0.123850717861689,1742294
-3.33168091352074,-0.123634860802206,1767700
-0.155137839267082,-0.0498049957510388,1768972
0.544002723926477,-0.115525790276796,1889409
0.0296861101735996,-0.122515983793004,1915938
0.893785142346311,-0.123254336695639,1916742
0.719228274937021,-0.0976098478538719,1919296
0.209530385971159,-0.0179052756955535,1926770
0.342153916356263,-0.115711544528787,1938156
0.248144020161228,-0.121911512776739,1938561
0.680026170468193,-0.114917970496922,1966316
0.19130951765617,-0.0293486901508764,1967281
-1.50327278155495,0.0810654840827549,1973544
-0.629213719458376,-0.120813647851358,1975401
0.498085503989648,-0.119004926999641,1976407
-0.0417974479559045,-0.102398267880828,1978972
1.05387131353775,-0.121187189997413,1979045
1.30486043608423,2.43492513439376,1979422
-1.79949134873932,-0.117508168216426,1980052
0.418598896561096,-0.067195347753106,2001182
-4.49075297348843,-0.123641506035775,2002465
-0.490237966739236,-0.0283173312760896,2004451
0.521767595004381,-0.116332844812529,2006164
-0.578440758960185,-0.123216915143467,2007309
0.43681113070147,-0.096161330481661,2009915
-0.335235505237167,-0.121563252256358,2010259
-0.102564678981968,-0.105076785975258,2010554
-0.864260776481265,-0.122643170201112,2026671
-0.436304719087317,-0.121318679585698,2033049
1.34488229155815,-0.062640455440701,2034136
-0.606317383616487,-0.123064335108459,2040495
-2.19563484661668,-0.122517384600106,2047354
-0.123418022700094,-0.120871433123622,2051378
0.90554661293744,-0.122676020595397,2055667
0.30173493373546,-0.0891523261928681,2057358
0.552395425174853,-0.122896546603378,2059713
-0.220338841615592,-0.102736216228106,2069079
0.146719642868855,-0.0969044534884703,2070958
-0.0702535124692448,-0.120928264831708,2072215
-0.0357186823403628,-0.0704702220611904,2075832
0.87761049797715,-0.122467851016361,2075846
-2.10795707658826,-0.0902350153313524,2076301
0.725206636771341,-0.112124559293528,2078198
-0.603320879037792,-0.124218481205633,2078899
-0.178841703956362,-0.10895959572847,2085349
-0.44052138783139,-0.122390400999334,2086044
0.970329591676924,-0.113339346181844,2091555
0.670777312893171,-0.0944729579186541,2092954
-0.674882891586122,-0.0982183181211023,2096627
-2.95763258809344,-0.123829286923546,2100050
-0.110045392466622,0.194376856464509,2108003
0.0356957458877363,-0.123418129634386,2109902
0.597066558256952,-0.122674166879274,2110540
0.75088941474603,-0.118100301588937,2116787
0.413390918887476,-0.121128720785369,2119177
-0.591149778941554,-0.123244841973571,2131601
-1.22929657251501,-0.120170582074068,2132424
0.817555771525853,-0.0762271354953377,2132982
0.445611348432967,-0.121938471448862,2133204
-0.358121938593276,-0.119391684885913,2133380
-0.0723512863317527,-0.0904355908876908,2134220
-0.250097783681979,-0.12197053939802,2135748
-1.79619630581411,-0.123283068596068,2137799
-0.0152478220909542,-0.117588107035224,2138375
-0.840657135321167,-0.121769274379693,2138678
-0.597712064175114,-0.122381960483265,2139733
-0.0733210104033543,-0.117801177634912,2141116
-2.80401265599328,-0.12390350829649,2144796
-1.5990862916517,-0.10098894546135,2145166
0.470809711065422,-0.122303094321693,2145694
-0.21674563216184,-0.123475886330451,2146138
0.667363466560026,-0.112857833664705,2151024
0.946776851259194,-0.119101896078424,215131
-2.64849033077587,-0.120402327715596,2152442
-0.242774100370841,-0.0746580386123937,2157529
0.0693962845168265,-0.122534404256465,2158101
0.186965297490306,-0.0108968608477736,2158329
0.562939575765806,-0.114215596609769,2168082
0.200094649448751,0.0400639978868322,2172217
0.242249301214165,-0.109134789582559,2176530
-3.2415969810072,-0.11154336448319,2176784
-1.86175826740212,-0.123392559017745,2181724
0.517391681521184,-0.117568092123177,2183291
0.0697113739819645,-0.121551661992361,2183356
0.127333109683718,-0.112112541137758,2185290
-0.536914711398758,-0.122573025222563,2186951
1.05596349286587,-0.122455065260768,2196212
-1.16569305415055,-0.120817945648551,2199403
-0.568356814483504,-0.12385255217132,2200416
1.07556689625256,-0.118591370240975,2200813
-0.0423296207931414,-0.121140751540438,2205389
0.122263604558325,-0.123195620759902,2212664
1.19321227631011,-0.122898854482624,2217034
-0.452675488595682,-0.117880891261554,2218615
0.997906025684308,0.00949784608458846,2219842
0.782088949442736,-0.123507145331776,2224150
0.367714563211459,0.021519732624374,2228399
0.809703755957696,-0.123622123131248,2228400
-1.55170507858302,-0.124066026109142,2234271
-0.795578337773199,-0.123955437992894,2234422
0.287589667147421,-0.103313107420663,2237571
0.141111213384307,-0.107448799349975,2244172
-0.405339482355317,-0.124193570617631,2247869
