"mkm5d_ptv_wavelet.HHH_firstorder_Median_236","mkm5d_ptv_original_shape_Flatness_230","sub"
-0.160779072889321,1.35119706091473,1085983
-0.620946150836834,0.110236965876068,1125173
0.0914695965791969,-1.53027357938603,1154608
-0.0288495227902885,0.884728474582034,1181124
1.60919497676008,0.245789447239916,1183075
-1.5895081737991,0.0380830206982791,1232870
-0.0956192336251647,0.194384973611451,1279943
0.130719624020705,-1.02730961234489,1329352
0.27232272260504,-1.32400921503537,1330263
-0.398801772903752,-1.15899980052833,1364384
-0.121935763209579,1.10959173052513,1386095
-0.791521911915329,-1.33133499214597,1458656
0.113020665076899,1.48871148548033,1485662
-0.276585607199831,0.264573856819893,1497807
0.467580400758114,0.101921375961268,1501387
-0.112593669244313,-0.3469936289353,1518948
0.124557137503773,0.610174527789223,1526417
0.317105409491886,0.293776462970309,1565177
-0.355106867342494,-0.597954027710163,1606693
-0.561333713302478,0.18191369523251,1612262
0.399441703048396,0.772784262955741,1614566
-0.347815414565332,-0.688028320820781,1644034
-0.0233854960855321,-0.930191951708168,1668599
0.17612303867438,-0.188711684489909,1671370
1.4119687451392,1.90831193190425,1684230
0.305871894537572,1.93546847178044,1692385
-0.159832321970415,-0.738266564851998,1720713
0.247122691822586,1.39106339964668,1738800
0.409103189664593,-1.09412979827287,1740845
1.51400665586587,-0.135972063249437,1742294
-1.98879568312097,0.412092870113287,1767700
-0.259054773782416,0.0912739448687933,1768972
0.0166250639448333,0.0159354260065862,1889409
0.0515407186799666,0.289934607820188,1915938
-0.153164824039096,-0.546195694857945,1916742
0.476711729431643,1.5968457305988,1919296
0.00794714869007463,2.6312270554222,1926770
-0.174992081124414,-0.745055265703908,1938156
-0.00269304221757146,0.25880078949263,1938561
0.848743576272787,0.190540192024246,1966316
-0.142125357049162,-0.0258186162563614,1967281
-0.365614104358152,0.322737743006494,1973544
0.81500765698086,0.744020592765772,1975401
-0.099163307024772,0.772545774280645,1976407
-0.279593773871202,-0.423968132246897,1978972
-0.0532529059138148,0.0885969692634228,1979045
-0.441316484529704,-0.458630654699304,1979422
0.0297609684299853,1.13708351213632,1980052
-0.559863434942049,-2.36575099412226,2001182
-6.87967594371695,1.3713328971481,2002465
-0.0480357243022421,0.837167771071246,2004451
0.8274958532025,0.963881205686235,2006164
0.0135126432235337,0.554009411081868,2007309
0.0964481154181486,-0.735755149885467,2009915
0.485995982854999,-0.72105282476082,2010259
-0.37423923570984,0.0194181416003223,2010554
-0.461012361731452,0.573570743007731,2026671
-0.0593316999880936,-0.787029204113422,2033049
-0.578704638782689,-1.60536748825553,2034136
0.464233267349983,0.0381680520031966,2040495
-2.37971338387962,1.80360557797755,2047354
0.421953700451496,0.672066149730984,2051378
-0.311367223532815,-0.113096627744873,2055667
-0.00453168371212832,-0.851944136499294,2057358
-0.709618523073248,0.491287279954209,2059713
1.25989044226615,-0.307010923136053,2069079
-0.0164935662710192,0.61539234332064,2070958
1.22632529364735,1.11858335752198,2072215
-0.0141645851092907,0.407357725032208,2075832
0.281338687612359,0.689397887473586,2075846
-1.19152532138351,0.830367759821809,2076301
-0.199214306965308,1.33738378148429,2078198
-1.14770680811538,-0.574939638915414,2078899
0.660694240386504,-1.39333638065901,2085349
0.180443974035347,-0.320245546003623,2086044
0.00587716266219315,-0.933956121053147,2091555
-0.11177443203228,-1.11262817211462,2092954
-0.283567496250466,0.277476255157401,2096627
3.35014421925604,-1.06148615610584,2100050
-0.389689118966163,1.21519796489238,2108003
