"letd_ptv_wavelet.LLH_glcm_ClusterShade_456","letd_ptv_wavelet.HLL_glcm_MaximumProbability_427","sub"
0.225225456837005,-0.311548810860971,1916742
0.0874987573302788,1.5713385475676,1980052
0.0585550705257537,0.292289723014669,1926770
0.133418558008362,-0.0274127368823062,1979045
0.0918515001438784,-0.589453692037213,2196212
0.0354108198654017,-0.298610266334514,2393207
0.128753640201732,-0.831615120289775,2146138
0.102566107758863,0.517216001879416,2228399
0.125466429787276,-0.332970334221361,2144796
0.130837955458555,-1.06223363993718,2234271
0.13450396782399,1.1468355647186,2296332
0.113994080072409,-0.620205111654382,1684230
0.0981728766193554,-0.060786732082071,1720713
-1.14600875615027,0.0120370273746431,2186951
0.0952666400849785,-0.245336395921086,2439458
-0.0403963480002412,2.24627412395718,2135748
0.084811958534569,-0.277242342098563,2141116
0.119810001761294,-0.721664641514137,2108003
0.103878627048638,0.55463006745968,2006164
2.24647757754179,1.33887076945954,308862
0.103502234972701,1.14571930127201,1085983
0.91973219039395,0.306295231627779,2004451
0.108274613494323,2.00960347535215,2359944
-0.215902366933614,0.0919789576754424,2069079
0.124458720473822,-0.642900893804059,2059713
0.106416010108545,-0.217256911126448,2294873
0.165654682421861,-0.91162457394671,2033049
-0.366652425828109,0.098323978309917,1485662
0.0764771754486382,-0.788251763682405,1526417
-0.408071159310299,-0.418481171640571,1386095
0.435939233920476,0.722344296490969,983079
0.12682615288428,-0.439547093146183,2132424
0.140502910193686,0.168382151643764,2138375
0.121709527488358,-0.0249002734768249,2490180
0.109989724304704,0.561566188545833,2034136
0.0804606166830995,-0.204202687762385,2510402
-1.17167694026152,-0.391830890287792,1330263
0.13220277699072,7.40317248628075,1768972
0.0489354379909574,-0.168751173628577,2306459
0.199776024388795,0.217155738178315,2181724
0.110127041549686,-0.229394479774446,2217034
1.13751298944536,0.108353365059313,2218615
0.105107292810544,-0.900440967372917,92173
-1.17204685343826,-0.212395650885787,2414406
0.110005549015933,-0.0122458231305956,2381907
0.141203255561699,-0.418375488773772,2002465
0.103388249652463,-0.199407445302015,2474709
0.0943095030577041,0.0187986748424277,2176530
0.0995039652963314,-0.353875168990879,1279943
0.187340279862519,-0.268091358208371,1976407
0.233033265148961,-0.757487961130967,2250836
0.12125549262222,-0.146637906394351,1915938
0.0765746336401797,-0.234346725380371,2133380
0.0693443596303171,-0.943716864348594,2271329
0.145680612632418,-0.444868985239233,2286108
0.0155360858372708,-0.677342959047633,2040495
0.115131603122539,-0.97685837573872,1125173
0.152574252742036,-0.664978388266519,1767700
0.0266636615716256,-0.444818829772753,2138678
-0.201397518926515,-0.699852763087292,2443354
0.116926098805586,-1.00594312643754,2234422
0.105545319028699,-0.228778389207631,2151024
0.0851843335879324,-0.0739055959630592,2057358
0.127489874475078,-0.570818541640906,2425694
0.0120295555333734,-0.970513165117809,2500377
0.165029961066832,-0.669398544639953,2183356
-8.767179736933,-0.443490018115511,2131601
0.196400912523838,0.598748950193837,2152442
0.105584545290481,-0.587687389587817,2306893
0.116673081496047,-0.687857189164544,2009915
-1.49587496375655,0.00336623168320945,58325
0.109688745529505,-0.645327680725901,2395943
0.0928297231061599,0.069014569744655,2480330
0.122696141258231,-0.77372396084605,2076301
0.00760605749514477,-0.127216920203226,2205389
0.143701869438512,-0.68698450108406,1975401
0.228605567124729,0.13813290470012,2250648
0.114625686818608,0.566370581085896,2185290
0.155807104865873,0.662727453645842,2091555
0.108187537759156,0.638305156190853,1232870
0.113283903102506,-0.290886848977216,2139733
0.0778125388167992,-0.354786158770669,2559453
-2.82904310558284,2.50855568577382,1938156
0.208204143569563,-0.109002043231784,2158101
-2.48258370409843,0.18573534241704,2199403
0.105649384210967,-0.23760203276165,2430773
0.196625128865252,0.134774431935123,1738800
1.09685984549024,-0.578938658247874,1565177
0.12592650514368,0.268102576941831,1978972
-0.00952245132365357,0.328346086071157,2487135
0.107640019833513,-0.0241413999133505,1612262
0.102080572755351,-0.209611889106857,2051378
0.01321269594809,0.10992871793231,1497807
0.0874977120769733,0.370086107900439,2026671
-0.0772618455450944,-0.662930277200495,2340322
0.0650396475061319,-0.844264643343929,2293123
-0.10294452837427,-0.442818644424857,2395415
0.231955812508545,0.225393654320962,1966316
2.72643130557305,2.59691534735408,1973544
0.126310368901027,-0.707477299049962,2010259
0.098459677166393,0.054952158484352,2145694
0.11070117335185,-1.00270971444328,965005
0.116740786806421,-0.765861343249744,2096627
-1.40837639550455,0.3680329845563,2047354
0.863386252488416,0.71540325659761,1364384
-0.447535482046543,-0.785687071335386,2244172
0.108562507190003,-0.871699605836564,2132982
0.109959010161216,2.13591439104431,2134220
-0.152470260812457,0.152927696390093,1889409
0.0929665100762217,-0.0850601539364807,1938561
0.123097567736555,0.230540596729564,2055667
0.0492850079211196,1.70913178477397,2176784
0.133760410258377,1.66368150977717,923666
-0.140350871054462,-0.471225651270119,2086044
-2.21860066449147,1.21208231230503,2078198
0.115824588759647,-0.0963528318755741,1501387
0.104457188057754,-0.15188052639787,1518948
-1.11325544943216,3.08686817476898,1606693
0.049959579454611,-0.591677594252308,2305115
5.38994960281849,1.14901628943592,2237571
0.140050105413698,-0.579151955084341,2285214
0.102682600531375,-0.373181492583267,2426863
0.0906776692006349,0.191071953555571,1979422
0.108458656232865,-0.61690644272196,2480056
0.119457030354366,-0.728124475812141,1668599
0.0392711442267702,-0.528882725303409,2339674
0.146517858986265,-0.598871665000984,2133204
0.0502573538283333,0.0753927187850273,2294852
0.076988889460508,-0.301791005783771,2445526
0.159070687109289,-0.466731346377591,2200416
0.103014787003425,1.38419624705805,2168082
0.102643153298852,-0.254939975249999,2075846
0.135794598620138,-0.340061885126253,215131
0.209500264441206,1.20584174183717,2274521
0.170790281746152,1.54714245849451,277752
0.119119766792513,-1.18396717746919,2078899
0.180280887637031,0.431089253573278,2172217
0.0717757751386076,-0.173299202162713,1614566
0.147345051153105,-0.733886871208101,2100050
0.00566408486997819,-0.359927555632872,2183291
0.27917978043642,1.99785623004258,2336735
0.0995785022337203,-0.46958236193772,2352038
0.112222052825489,0.0396901800658996,2305114
0.186927282931226,-0.217506884801648,2448298
0.160411792243163,-0.363221640588286,1329352
0.126698436982731,-0.307116462310637,1183075
-1.34468841192904,-0.461098879441339,2110540
0.193588136392503,0.310499348839011,2070958
0.261739142216787,0.509043570856375,2340155
0.113833788760627,0.520090941212735,2075832
0.0829536590475834,-0.42528066672025,2498991
0.24217895306512,0.297234907026867,1919296
0.106258346209377,-0.326997104664761,2401405
0.0924320949830326,-0.257987624319569,1644034
0.107092083235644,-0.593198416590878,2405144
0.0889166410325504,0.0713217850809025,2158329
0.0365224316851237,-0.646782231771073,2319068
0.106894168714913,0.335320646379047,2504802
-0.00690697720176232,-0.284227534409861,2331869
0.106234862727378,-0.397983498048633,2317120
0.116589102350941,-0.397754293811819,2072215
0.101350048566622,-0.167850267819683,2228400
0.0822499991232898,-0.0608953963192728,2145166
0.175195192493604,0.502561847367583,1692385
0.0941783879957665,-0.489179355670985,2109902
0.425996774287392,5.85982290485216,2219842
-1.62728082733301,-0.378646940766057,2520618
0.0970710079613777,-0.652585219587956,2419459
0.0758354111129945,0.23962417332576,2276121
0.0864560935895976,-0.49253788418155,2350037
0.532054287810094,-0.725508686975475,2001182
3.45527355790686,-0.0437489268164068,2278618
0.125377150511761,-0.773050364413028,1740845
0.105204531043668,-0.991441612607074,2321962
0.132092824772325,-0.606783984515117,2212664
-0.146520991744924,-0.292572089781928,2453577
-0.110596818839211,0.796755774197031,2224150
0.0898862023155039,0.55791778885656,1967281
0.13925739097728,-0.278403935938003,1742294
0.0698916760221481,-0.500879048642982,2488660
0.195926883523455,-0.665705873981163,2085349
0.0879702218747473,-0.79028140959463,2247869
0.100157396391043,0.947739779863393,2157529
-1.13794580085415,-0.427016521608333,2119177
-2.6437868671366,-0.336613186934736,2010554
0.0985485858656152,-0.419436304126717,2493534
0.10247949517814,-0.133138503728847,2200813
0.111112386967185,-0.651027960033007,2116787
-0.0360452087825359,0.158181387354154,1154608
0.111166291499954,-0.466912065275678,2267382
0.0143536392865293,-0.0284517725362092,1181124
0.109369632886711,-0.439817562537108,2137799
0.130881492516779,-0.896580931907389,1458656
-4.05885007606476,-0.509133315259797,2269346
0.0214397780169633,0.120245199683631,2092954
0.0412189337664776,-0.268500116853285,2007309
0.14026491679156,-0.709498040885553,1671370
