"mkm6d_ctvper_log.sigma.4.0.mm.3D_glszm_LargeAreaLowGrayLevelEmphasis_250","mkm6d_ctvper_wavelet.LLH_glrlm_LongRunLowGrayLevelEmphasis_249","mkm6d_ctvper_lbp.3D.m2_glszm_GrayLevelNonUniformityNormalized_248","mkm6d_ctvper_wavelet.LLH_firstorder_90Percentile_245","mkm6d_ctvper_lbp.3D.m2_firstorder_Range_244","mkm6d_ctvper_lbp.3D.m1_gldm_LargeDependenceLowGrayLevelEmphasis_243","mkm6d_ctvper_wavelet.LHH_glcm_Imc2_243","mkm6d_ctvper_wavelet.HHL_firstorder_Median_242","mkm6d_ctvper_gradient_gldm_LargeDependenceHighGrayLevelEmphasis_236","mkm6d_ctvper_original_glcm_Idmn_236","mkm6d_ctvper_wavelet.HLH_firstorder_Mean_235","mkm6d_ctvper_wavelet.HHH_firstorder_Skewness_235","mkm6d_ctvper_lbp.3D.m2_firstorder_MeanAbsoluteDeviation_230","sub"
0.00905309946706235,0.137690374526409,0.55944865104413,-0.632137541300229,-0.256149972944063,-0.607613201532977,-1.28947512341266,-0.517284273865419,0.238335705879875,0.530239824689094,-0.927253659354826,1.31981428052455,-1.66350011661726,1085983
-0.235025182629156,-0.00822351855656956,-0.97796833496013,-0.853243989819633,-0.210374010274779,-0.661587924706603,-0.915781053060348,-1.25762549454222,0.125270855966583,-0.0749667509731962,-1.66620514125625,0.253168004163244,-0.0511888647376982,1125173
-0.240628630664424,-0.0456992636496399,0.81112745430716,2.21277918055298,-0.934478616779912,-1.26300458856747,-0.391242019208495,1.54769568780569,0.20823670016451,-0.328279315686861,0.751475782645751,0.291471301911511,0.0993327299737761,1154608
-0.321501776899877,-0.580091942464606,-0.0542556050253199,0.109650357160475,-0.764628356889592,-1.10506859429354,0.626358107054538,-0.359196790221769,1.41715796993206,0.415900677187994,0.263138580709794,-1.5413710791629,-1.1240794216114,1181124
0.526834960313704,1.93664984692738,3.47195228826447,-0.751763384897582,-2.51149386692846,-0.031858503284919,0.880205624573273,2.90602195766354,-1.41880776848068,0.154114963617349,2.17495405315271,-0.444721616405253,-0.65170878938763,1183075
0.0346349657195016,2.39085524224279,2.0981186250349,-0.404340753688885,0.133696387539869,0.507309772845544,-0.737719226988823,-1.82504317329966,-0.785372722537833,-0.58782265144402,-0.530678231273604,-0.0897445918405328,-0.0211044008576357,1232870
-0.308598124756037,-0.186901376946294,-0.375592264743462,-0.63189949473088,0.404384241948334,-0.390689531537497,1.17112113726903,-1.29914943120052,0.812215209440209,0.48299967000951,-0.888195197896054,0.769997343849893,-1.01761405074371,1279943
-0.126980326145476,-0.400531394571674,-0.456606552025414,2.54168610673354,0.628859365493016,-0.520549917341167,0.277842374331993,0.537553887144132,0.679718060307869,-0.0952025796445189,-0.938683136620752,-0.618534620187999,0.545417584085671,1329352
-0.501013515926501,-0.601754309733791,-0.820743575056419,-0.264294066994382,0.000714714419588642,-0.735455341081799,0.693292683265054,0.683799993494679,1.30087954594138,-1.62791000700993,2.31927074620072,0.581566202771748,0.290611649113109,1330263
8.91715983546733,0.366502752535912,2.8260937537481,1.11378845541349,-1.89130216140714,0.744461809511398,2.19557887005524,0.499010277971294,1.11676809031167,-2.18349098836152,0.574261742677194,0.0177756598393078,0.926833523210532,1364384
-0.283911058422977,0.0137279113095978,0.765543273383883,-0.636979503784782,-0.5701902724489,-0.25216641535857,0.624808704993785,0.065387637695554,2.16830712800465,-0.284278785158797,1.26574080547209,0.562818414788029,0.755965330720606,1386095
-0.394024111231889,-0.378622208633623,-1.22764801070019,-0.296583740223874,0.628859365493016,0.374588708094975,-1.10518811922447,-0.102946427231519,-0.379824468366934,1.02109703347044,0.144164890029251,0.682445444408538,1.12071835836124,1458656
-0.228252130230322,-0.517947716090199,-0.888631834604013,-0.748041497299333,0.628859365493016,-0.264385063551756,-0.242549463185205,-0.260768027381744,-0.00409397982346851,-0.780871964375802,0.566471816479898,-0.677735731218877,1.54779083956338,1485662
-0.396107669212231,-0.469577214720872,-0.778604723086717,0.0555389639914944,0.818791795273617,-0.497496472357051,-0.923147447889525,-0.094219995177741,-0.46084584153129,-0.31268929634563,-0.62093753186851,0.155175262641521,0.496963134049006,1497807
