"mkm9d_ctvper_wavelet.HHH_firstorder_Median_227","sub"
-0.293825162177626,1085983
0.0494875332202197,1125173
-1.3262731567481,1154608
-0.292117164043361,1181124
-2.62047970868609,1183075
-1.32148283118857,1232870
0.122880156420804,1279943
-1.12738310307038,1329352
0.182249842542287,1330263
0.167199265499276,1364384
-1.10127026785318,1386095
-0.0474344683098486,1458656
-0.00916488269262362,1485662
0.536340866897105,1497807
-1.38558362378017,1501387
-1.01370846480592,1518948
0.594544882147803,1526417
-0.57178120142828,1565177
-0.0710214123339746,1606693
-0.524346435241598,1612262
0.318770263067774,1614566
0.497909138365913,1644034
-0.254772046556277,1668599
-0.574241370179161,1671370
-0.238053373306164,1684230
0.190654268620603,1692385
-0.846414895445944,1720713
0.512668855711963,1738800
-0.155960462811118,1740845
-0.923669655937682,1742294
-1.07648775406948,1767700
-0.294186167147785,1768972
-1.41971151060689,1889409
-0.425897303187024,1915938
0.196410342066413,1916742
-0.000896834126411815,1919296
0.942730421282588,1926770
0.631079615744009,1938156
0.070662436059617,1938561
0.989250171245908,1966316
-0.232870242483694,1967281
1.04990688741443,1973544
0.888648704990405,1975401
-0.473573933472258,1976407
0.182642358461141,1978972
0.483089099667268,1979045
-0.302933755311014,1979422
1.08716194999961,1980052
-0.787990537785308,2001182
2.91278137584938,2002465
-0.917962743429757,2004451
0.228949426743634,2006164
1.10968471403537,2007309
0.167893939312699,2009915
1.37696611973783,2010259
-1.42217424211967,2010554
0.46406414738467,2026671
-0.816688069936286,2033049
-0.500691729588403,2034136
-0.595819439555402,2040495
-2.45928055245542,2047354
-0.851948201502817,2051378
-1.2930261435427,2055667
-0.744348135630404,2057358
-0.682636884276346,2059713
0.308209644867395,2069079
0.367502145009608,2070958
-0.235896933174885,2072215
-0.150560420372861,2075832
-0.143878638750831,2075846
-0.28781150360464,2076301
-0.706227383099232,2078198
-1.87565247960949,2078899
0.12432314292971,2085349
-0.358909683323649,2086044
0.0422353992933256,2091555
0.0534214002878946,2092954
-0.475300794085213,2096627
2.59578701886058,2100050
0.213457117730724,2108003
0.911759361093899,2109902
-0.243487406785273,2110540
0.333058211772236,2116787
0.058916953830809,2119177
-1.21595579168119,2131601
2.51259128027437,2132424
0.0196841004194623,2132982
0.666257022458786,2133204
0.231486919256682,2133380
-1.99920152213081,2134220
-0.0312208107145293,2135748
-0.881123730082358,2137799
0.414298507918271,2138375
-2.67870742259519,2138678
-1.26361561245291,2139733
-1.90601453939052,2141116
5.28079078395434,2144796
0.929366692699051,2145166
0.319124227331863,2145694
1.1602878530669,2146138
0.0898503166186979,2151024
0.732258392340709,215131
1.08948590657786,2152442
0.782234233395778,2157529
-0.822030188444366,2158101
-0.0337801073711323,2158329
0.349943753889705,2168082
0.0302474467212153,2172217
-1.66109992748366,2176530
0.950755999505497,2176784
-0.862404931398361,2181724
-0.0871704497502912,2183291
-0.132011308216478,2183356
0.656451730103379,2185290
0.215109878701317,2186951
1.07612311491803,2196212
-0.165042904750529,2199403
-0.170783339837455,2200416
-0.260244562798703,2200813
-0.646336712285117,2205389
-0.327497049615394,2212664
-0.188330477539192,2217034
-0.904419290834512,2218615
1.26803308700029,2219842
-0.120489196176784,2224150
-0.517262327558401,2228399
1.30446514478116,2228400
-1.04141936118333,2234271
-0.20743006337288,2234422
-0.535812672871718,2237571
0.785782694142118,2244172
0.195006224112938,2247869
-1.47588521219082,2250648
0.619208957752677,2250836
0.320505693776963,2267382
-0.076622838255451,2269346
-0.767719917881544,2271329
0.36139141838522,2274521
-0.71186165646351,2276121
1.4335629250439,2278618
-0.355569936110685,2285214
-0.134987191464156,2286108
-0.379262228938362,2293123
0.342083074238715,2294852
0.616979465129058,2294873
-0.544794850196503,2296332
-1.172158411323,2305114
-2.00703365316541,2305115
1.97378387381097,2306459
-0.0973683406942904,2306893
-0.475658258034902,2317120
-0.251572286767335,2319068
0.331572994805198,2321962
-0.216512160855047,2331869
0.294309775472483,2336735
0.434067928753506,2339674
0.574681768942159,2340155
-0.960268761703675,2340322
1.40061782172385,2350037
0.0759766810875003,2352038
0.7201896576557,2359944
0.357601176210066,2381907
-0.152282017679125,2393207
-0.24413178984105,2395415
0.964000738778615,2395943
-0.0350260023340795,2401405
0.530742417086218,2405144
1.61329862074154,2414406
0.437803829353823,2419459
0.167894518000869,2425694
0.0229323597883802,2426863
1.66733497890382,2430773
2.41096988989723,2439458
-0.421472639659594,2443354
0.286934532526529,2445526
1.02759972605694,2448298
-2.04424815246551,2453577
1.98503853202345,2474709
0.727131270266138,2480056
1.38708511619463,2480330
0.389484965426015,2487135
0.823730088231454,2488660
0.0894359483322747,2490180
-1.2118722372735,2493534
-1.81052338569607,2498991
-0.0292492201187509,2500377
-1.01467393712641,2504802
0.00652486921263264,2510402
0.111449990353292,2520618
0.537823576215405,2559453
1.38712744310079,277752
-0.114331812818676,308862
-0.395583522533333,58325
0.74330588018826,92173
0.332362242799575,923666
0.625620767565031,965005
0.0808098295716237,983079
