"mkm10d_gtv_original_glszm_LargeAreaHighGrayLevelEmphasis_250","mkm10d_gtv_wavelet.HHH_glcm_ClusterShade_241","mkm10d_gtv_log.sigma.2.0.mm.3D_firstorder_Kurtosis_240","mkm10d_gtv_original_gldm_LowGrayLevelEmphasis_238","mkm10d_gtv_wavelet.LHL_glszm_LargeAreaHighGrayLevelEmphasis_233","mkm10d_gtv_wavelet.HHH_glszm_SmallAreaEmphasis_233","mkm10d_gtv_wavelet.HHL_glszm_LargeAreaLowGrayLevelEmphasis_231","sub"
-0.318636805696418,0.262281078401192,-0.245631804485322,-0.565729790452893,-0.265734188071109,0.0866972611508517,-0.196509340732663,1085983
-0.351119917222692,0.11655040032636,-0.249327634685325,-0.468504148636654,-0.0769264472059333,-0.303615445841591,-0.175732679245631,1125173
-0.302853825085235,-4.01012650308197,-0.496320989237648,-0.233546906381369,-0.267982145595076,0.26490402764112,-0.198356859865562,1154608
-0.365943875180161,0.130564098634793,-0.30514086282695,-0.502371729358913,-0.229522562873121,0.242094522790611,-0.0488934057013161,1181124
-0.453706075969854,-0.14205156154362,-0.49940364162823,-0.0140602440183528,-0.268098808818632,-0.357255844976124,-0.193911391982861,1183075
-0.459438910225229,-0.197013970169427,-0.010455373822578,1.02906286286941,-0.268182966687232,-1.19148500454217,-0.124755754375417,1232870
-0.205852538484304,0.0407047676962091,-0.0992658849790838,-0.592630963215828,-0.208537545904249,0.293773438138237,-0.169721556784534,1279943
-0.449278389072015,-0.260304965883237,-0.566830777940035,0.00190758201092255,-0.267981580232208,0.138184604642592,-0.197258013450068,1329352
-0.414004141554862,0.0967945618171621,-0.303690863303509,-0.434218923036632,-0.265724415407562,2.14621252094526,-0.170166885211917,1330263
-0.464602511225728,-0.680848222372191,-0.545141224832999,4.13534173991679,-0.26858799936893,-0.730205348912532,-0.19814820488219,1364384
-0.442905343485399,0.158484075107598,-0.606235005984389,-0.0338129601033203,-0.268130466291071,0.503883903467311,-0.197815926305045,1386095
0.297577977151188,0.197718170891133,4.70877290240732,-0.620267034854252,-0.108355963863069,0.192969319472699,-0.197997728199141,1458656
-0.298098301393124,-0.018362857239354,-0.56790834903185,-0.238689122084667,-0.25630284982048,-0.526474246715586,-0.0306425890126231,1485662
-0.432904526403142,0.0880267315948185,-0.515603824229536,-0.431829671155984,-0.26516454215027,0.0186419295087749,-0.0648344555281604,1497807
-0.375666684250852,0.130609191557751,-0.0319731905020665,-0.0240553857730549,-0.236482445248189,-0.84321994297614,-0.162087703625733,1501387
-0.456444811028069,0.34197394378491,-0.478154653053255,0.621312305448833,-0.268317496496647,0.238309460439426,-0.198685946593257,1518948
-0.441369924210586,0.879416892880098,-0.543782509801213,-0.0579508474093623,-0.26450120293547,0.278420430556393,-0.1954723796302,1526417
1.82104801883905,-2.1438329361206,-0.294892976303073,-0.624529765676737,-0.237308507404852,0.407248790933558,-0.197264458407673,1565177
-0.19441964058188,0.103099565957449,0.845133678472359,-0.532325474252082,0.642489440869297,0.613791923646507,1.84239146762859,1606693
-0.260628428487187,0.104117160976084,-0.274350849226298,0.0783529801666942,-0.189017462958352,1.28824295082892,0.079028374293245,1612262
-0.425206682646911,0.231631299135157,0.179466280940775,0.0820286495030443,-0.253674476756836,-0.463999029866134,-0.187549379406988,1614566
0.151449527032669,0.098961299776702,0.0184655383083692,-0.328305997647179,-0.242561651581293,2.07893437458904,0.939989055226296,1644034
-0.188235164429371,0.175216945636098,-0.0885738127106785,-0.593890523698614,-0.236929284994701,-0.00338286096126446,-0.196675898383972,1668599
-0.455481472205959,-2.16552174775731,-0.603345850188141,-0.0144767739066558,-0.268361523702457,-0.36828028968275,-0.199059664120702,1671370
-0.456265900335792,1.51717872230164,-0.239379440426617,0.474225245257192,-0.268129516259162,0.566050553161375,-0.19787686787198,1684230
-0.448853222807045,0.0459183777428723,-0.53524940060605,0.580051845062286,-0.267615063579299,1.39493853070893,-0.137416982110986,1692385
-0.0118736131251495,-0.0456809902748496,0.614299002022431,-0.575475501516383,0.145636074322887,0.645337054222379,-0.151897034890307,1720713
1.41698455927045,0.199895059368986,-0.268926998172931,-0.610539882636173,0.0806807250258933,0.423995713403621,0.0314491689771094,1738800
-0.357144401274573,-0.0756765963128713,0.114351816185166,-0.421802249357155,0.94409865281264,0.774947425217473,-0.112543945594366,1740845
-0.456664033418697,1.31423702191085,-0.504238337468793,1.11380850501603,-0.268289615494426,-0.242692664564921,-0.197802203040035,1742294
-0.28286200604017,0.503823486250166,-0.085732003157058,-0.514475468412065,-0.266240481586503,0.398562117327506,-0.199150821186033,1767700
