"mkm10d_gtvper_log.sigma.2.0.mm.3D_firstorder_90Percentile_250","mkm10d_gtvper_wavelet.HLL_glcm_MaximumProbability_250","mkm10d_gtvper_wavelet.HHL_glcm_JointEnergy_250","mkm10d_gtvper_lbp.3D.m1_firstorder_Median_250","mkm10d_gtvper_lbp.3D.m1_firstorder_RootMeanSquared_250","mkm10d_gtvper_lbp.3D.m1_glcm_Correlation_250","mkm10d_gtvper_lbp.3D.k_glcm_ClusterShade_250","mkm10d_gtvper_wavelet.HHH_firstorder_Mean_249","mkm10d_gtvper_lbp.3D.m2_firstorder_Skewness_249","mkm10d_gtvper_log.sigma.4.0.mm.3D_glcm_ClusterShade_248","mkm10d_gtvper_wavelet.LHL_firstorder_Median_248","mkm10d_gtvper_wavelet.HHL_firstorder_Median_247","mkm10d_gtvper_wavelet.LHH_glcm_ClusterShade_246","mkm10d_gtvper_log.sigma.2.0.mm.3D_glszm_LargeAreaLowGrayLevelEmphasis_245","mkm10d_gtvper_lbp.3D.k_firstorder_Range_245","mkm10d_gtvper_original_shape_SurfaceVolumeRatio_244","mkm10d_gtvper_wavelet.HHL_firstorder_Mean_243","mkm10d_gtvper_wavelet.HHH_glcm_Imc1_243","mkm10d_gtvper_lbp.3D.m2_glcm_ClusterProminence_243","sub"
0.314258243728777,-0.812928818451032,-0.722809402708244,-0.0297368495301128,0.246409108868473,-0.595478082456667,-0.436330397620099,-0.36083683138391,0.562022316804822,0.759552797416097,-0.385714998097102,0.186436414118792,-0.129255374193315,-0.0107982684017779,0.426381950749305,-0.883493588008831,1.04228070588104,0.56371709551746,0.107482653441148,1085983
0.50717963854323,-1.11856916490168,-1.03586326827543,-0.0297368495301128,0.181139878679707,-0.366596622521599,0.546226080999151,-0.644912940714953,0.443830301828222,0.624423710596216,0.946063527837652,0.637753956792194,-0.0656841515877851,-0.209341790912517,0.53905546121721,-0.101898225844604,0.442614411912751,-0.423584684855238,-0.417309435677235,1125173
-2.14886315463597,0.521931450068855,-0.0772332754570501,-1.17163187148583,-1.70430201234877,0.58014633609109,1.7957830860907,2.11518797760199,-4.35557089943901,0.324551083297174,-0.504447824063137,-0.900325447695017,0.367087107934227,-0.244391356302604,1.63616856817805,1.75088930515183,-0.553682109725905,-2.01062554698815,-0.175994065874009,1154608
0.755573408250548,-0.492231830323899,0.55850623273191,-0.791000197500571,-1.27289857988874,1.38957408865346,-0.0710855327270973,-0.474463839594095,0.301241574848694,-0.529462045082338,-0.627856169949069,0.18657076316104,-0.156951803067883,-0.263955449808673,-1.05811780216424,-0.103970383034318,-0.194913320703895,0.672073339669511,-1.29142211552209,1181124
1.34345475288598,-0.684057305211736,-0.755773162762118,0.350894824455124,0.680463647462985,0.544952652021183,-0.652011695949056,2.28169164959511,-0.0621841985533068,0.528039233512177,0.657201116664383,-1.23071274982409,-0.157452655072206,-0.214721716589813,-0.413640246082812,-0.236949225246524,-2.8196083814721,-0.278871393751302,0.397249016749365,1183075
-0.696295665628037,1.16884364223204,0.108573998344894,-0.9813160344932,0.473424372278365,-0.520644904635058,1.73941045301065,1.5534361906948,1.09859350827364,0.806394303828288,-1.20263737476019,1.07145066585062,-0.14820073277546,0.222677897677617,0.342017984303653,0.645630178101319,1.70054163003235,-0.29273469493341,-0.145654752780995,1232870
-0.249319338888688,-0.809506638321938,-0.46444228744181,-0.41036852351527,0.0268928856016912,-0.134142990004889,0.0973284079829353,-0.551119281727272,1.09032059939943,-0.345423500231153,-1.32686476507844,1.23211493501416,-0.0549981043677483,-0.230817870845949,0.219392156639191,0.153425922093812,1.46285345916597,-0.359003398479711,0.447565722158525,1279943
-0.319774263475344,-0.637505703490506,-0.654930996319281,-0.791000197500571,-0.0527601452811288,-0.962346581967787,0.281841656514028,-0.236299572735527,-0.941341153850205,-1.77329594910957,0.0345951049490844,-0.32695695957072,-0.0249670148862755,-0.193131494195303,1.05824529241993,-0.541548722030418,-0.482079219980443,-0.00755181118587382,1.13678507904218,1329352
-0.0453523306777386,-0.367787423858377,-0.0413014605230438,-0.791000197500571,-0.988999986727861,0.715654476224761,1.89525393684965,-0.197060969973947,-1.80262390634893,-1.03689967747044,-0.829162310020227,0.119609625922732,-0.0438628210855202,-0.251964522940414,0.615291485036716,-0.393082761067541,-0.0562850300277605,1.46906873987698,-0.384532005566611,1330263
-2.98129021139711,0.169547994525236,-0.611702053237898,-0.791000197500571,-1.4422905113953,-0.486045681451463,-1.29588176005556,1.87391199068941,-3.33348057945758,1.37591269295599,-0.520062534713041,-2.21527348876206,-0.16451484955271,-0.209142871646383,-1.74261560601852,-0.0505483638997014,-1.25657832422604,-1.37927778041744,-1.85060888797745,1364384
0.549252152214444,-0.707749741416739,-0.45456013046906,0.73152649844035,0.791003495885605,-1.05129778703543,3.03771687265139,-0.139945505321703,-0.978591633530589,-0.852863499076047,-0.118982687628366,0.3133313648631,0.0354416222052408,-0.249663932153464,0.62988122995856,-0.308947263716357,-0.615769590348321,-0.137105913101776,2.66152639048664,1386095
0.378927618954094,-1.01525409296252,-0.987425720918098,0.73152649844035,1.13262450028133,-0.512443808352744,0.248213937107537,-0.592209435516906,0.0756865423878463,-0.462163370644177,0.914760458300878,0.584723449578118,-0.129327524695338,-0.233505700462328,0.591315915197313,-0.21609791895031,-0.0473764398741421,-0.728007061544135,0.622004909365127,1458656
-0.114892801034889,1.42072802513418,-0.0825286591258095,0.350894824455124,0.565458159336716,0.34621306085135,-0.492895432369763,0.106910679132064,-0.505885218417466,-0.250065267188676,0.933532923808609,-0.206192789016407,-0.194384802594895,3.33490342928678,0.726253188726853,-1.31361709314172,-0.364951000342778,0.0896388060631311,0.199063085194864,1485662
0.859605840975218,0.210433692576454,-0.0945180466703131,0.350894824455124,-0.434257067648279,1.92739431057485,-0.520935426722145,-0.298247749880104,-1.26610741225279,-0.0151136392907388,0.83400746556581,0.522456732344575,-0.0717749260367314,-0.191935891982643,-0.386067301855822,-0.619611793684804,0.350735083135048,0.726232774985232,-0.853910316491364,1497807
0.250758300322073,-0.306789032529496,-0.578595499302601,0.73152649844035,0.357406029276173,-0.743469391378001,-0.751421393515677,0.483263585588378,0.170394679064567,-1.64250400892564,0.324456429740315,-0.989252385814781,-0.133189104232514,0.00390357821847738,0.236144664506082,-0.205822725180149,-1.38399416660637,-0.0983959773368432,0.0771289408673537,1501387
-3.06273833513087,-0.70673250880953,-1.04000431927498,-4.59731693735288,-2.54939952262145,-1.01240845909649,-0.702915206977672,0.0673957006806411,1.60912568025409,0.770573570579832,-2.67991034329869,2.18572718858598,-0.675441383130508,-0.170945152022289,-1.00996869843631,-0.294235027379524,1.60609552569336,0.228299348934431,1.01498956477095,1518948
0.382455400074912,-0.94815220401108,-0.639713558056833,-0.0297368495301128,-0.249399253885015,-0.718462469619263,-1.08271754488804,-1.40719149088575,-0.57097543576476,0.843545752874912,-0.518300422936626,1.05878565068512,-0.0626742431172178,-0.233581591093745,-1.42499655995475,-0.54813128248572,1.13407978634718,0.417842576204584,0.0821945525429549,1526417
0.265749811962154,-0.0404420020581479,-1.05311795200817,-0.60068436050792,-0.52068084552754,0.145764104417631,0.242318032867869,0.257132210740989,0.849816458829659,-0.180225865128463,-2.2667357705543,-0.638701822476532,0.676432428932201,-0.239085758712051,0.563170085388701,-0.0302680482709581,0.249456052561637,-0.192323365396993,1.03138735695124,1565177
-1.65467761196475,2.03170773036458,0.921078761478862,-1.55226354547099,-2.4733788120263,0.850740368517857,0.0889122597472588,-0.697060062728231,-0.33063518917988,0.333584495118682,-1.25326235596462,0.921796126170387,0.0420961606721555,-0.216885153959156,0.208244976848522,0.260745336021919,1.07690141897309,0.696685613519679,-0.267987569374828,1606693
