"mkm7d_gtvper_wavelet.HLL_gldm_SmallDependenceLowGrayLevelEmphasis_246","mkm7d_gtvper_original_shape_Sphericity_229","mkm7d_gtvper_wavelet.LLH_glszm_LowGrayLevelZoneEmphasis_229","sub"
-0.419672656602167,0.810057323802183,-0.384165748421203,1085983
-0.769991416562204,-0.881456786687424,-0.498158811871633,1125173
2.58815443661094,-0.312041562575994,0.0316660146847062,1154608
-0.646488118335654,-0.434977587296877,-0.578603062519441,1181124
0.12976642338152,0.880293999150017,0.793282204788674,1183075
1.37901100065099,0.271067050890239,1.92642196964614,1232870
-0.0873053443278589,-0.697772043206785,-0.332503520467686,1279943
-0.0665747479712002,0.377364184726291,-0.390721168325216,1329352
-0.5535426479738,-0.249533600924757,-0.558869692418758,1330263
3.17964683131583,2.7728174077107,3.13345337846871,1364384
0.48996572674295,1.63459882541398,-0.102386310883286,1386095
-0.821323873761266,-0.881902416368646,-0.59882645317263,1458656
-0.794569278096073,1.34677928327862,-0.741083864167189,1485662
-0.482552737477824,0.255818085153652,-0.539898359906361,1497807
-0.637299897606854,-0.292312605627591,0.242297796539687,1501387
2.01504699669296,1.73101332643621,0.482054342419048,1518948
-0.384266601117559,0.624199917092004,-0.538190236040889,1526417
-0.264724708926164,-0.316109860156442,-0.681516552135697,1565177
-0.63343673456717,-1.40568863684992,-0.785739364343494,1606693
0.0248047710303687,0.260800801989219,1.92797157108854,1612262
-0.443862801104252,-0.13585558459191,-0.678675313541163,1614566
-0.417118078433926,-0.0675522742311616,1.2554934706541,1644034
-0.514164266766779,-0.413768684149961,0.299322143553137,1668599
-0.0396481000502385,1.47232281575843,0.112427617003437,1671370
0.810533040507421,0.985321869855975,-0.303328732416964,1684230
0.667498813665091,-0.146056829744957,0.335150570309075,1692385
-0.689620162370951,-0.303619704452546,0.293344157080528,1720713
0.294495318997995,-0.627094635882399,0.0261761128283226,1738800
-0.739005700816322,-1.04717407352425,-0.612535663211466,1740845
0.130875497652022,1.06632838623206,0.151266489819722,1742294
-0.11103599229791,0.315846843842927,1.13920351292354,1767700
-0.78295870667911,-0.624661088041925,-0.796118090578267,1768972
-0.669508502622072,-0.920427469155761,-0.742282698089611,1889409
0.216078338319534,0.89922062035185,0.0727731565236991,1915938
-0.62937983481204,0.27157862488709,-0.813496672366826,1916742
1.55252243973692,1.84167306037582,1.27765077299309,1919296
0.965372376165058,1.43567374449709,4.46524559699073,1926770
-0.865785004826768,-1.06946611941264,-0.899243401623987,1938156
-0.268128841006022,0.627087034459393,0.442802929622483,1938561
0.332111753469596,1.28927171784224,0.190336662976289,1966316
-0.159699696318842,0.534468531657237,0.913105337167143,1967281
4.06220944433514,1.32971069123994,0.759771854551861,1973544
0.389408590085178,0.525536956190018,0.126852704160869,1975401
0.251801323693644,-0.0649980605034374,-0.102699337169271,1976407
0.312347574506741,1.51094225175619,0.83411741013341,1978972
5.71786361425157,2.26736587772638,1.70560003874318,1980052
-0.440550750583057,-0.967020639534768,-0.726704841161523,2001182
0.925925323396593,2.56870080233717,0.87953835000337,2002465
-0.129425051838503,0.571140534001013,0.458824345985978,2004451
2.39048224546504,-0.366423068222787,0.977711210358368,2006164
-0.670817710459644,-0.804457116072986,-0.339532206086693,2007309
0.098757089280145,0.047423762452267,0.674131450091702,2009915
-0.365779496020097,-1.55350795743898,-0.464481371781203,2010259
-0.473192657308454,-0.899614423910374,-0.788113645295757,2010554
-0.289388527697006,-0.0139539697262989,-0.386063622807112,2026671
-0.176701316331954,-0.247766002613205,-0.105542018707212,2033049
-0.275741914170376,-2.04677760932088,-0.656072783986059,2034136
0.418289719597792,-1.1444976605689,-0.138486317424343,2040495
1.40205504000651,2.86010252339088,0.292357179598578,2047354
