"mkm8d_ptv4_wavelet.HHH_firstorder_Median_249","mkm8d_ptv4_wavelet.LHH_firstorder_Skewness_248","mkm8d_ptv4_lbp.3D.k_glszm_LowGrayLevelZoneEmphasis_248","mkm8d_ptv4_original_shape_Flatness_244","mkm8d_ptv4_wavelet.HHH_glcm_ClusterShade_242","mkm8d_ptv4_original_shape_Sphericity_234","mkm8d_ptv4_wavelet.HHH_firstorder_Mean_228","sub"
-0.0325733127856413,-2.14363065174079,0.32124224811915,1.06854900054944,0.404443791703566,1.30576548099094,0.517404184860361,1085983
-1.0545269755802,1.20482510403623,-1.06352559333139,0.354501163226146,0.433667975770731,0.429056827880961,-0.65557444310019,1125173
0.899238679189949,-0.495071502781749,2.49125564731103,-0.0765557024615884,0.172549995266724,0.533469221961684,-0.371822681560048,1154608
-0.283409614209253,-0.630685580595434,-0.413706629123448,0.940097272090689,-0.601918174887208,1.0127534297702,-1.51534255531424,1181124
0.381427338148948,-0.81637897665527,-0.31737766163595,0.263638859654381,-0.262636419294859,0.187453347958989,-0.459424626736579,1183075
-0.723855299601148,2.26484777548395,2.73733132760218,-0.783737688736107,0.134568914627571,0.711392666380653,-0.325721765636588,1232870
-0.500119056182097,-1.17967989104168,0.447021949265466,0.217784317271122,0.302026335724895,0.616908983387075,-0.0162491386342691,1279943
-0.44757890969609,-0.0710591329863262,-0.535422430367142,0.0872473650047468,-3.70321983572854,-1.61085866311944,-0.139180530047193,1329352
0.43251565194773,-0.192875349967834,1.5366792033774,0.336280957137563,0.359131308788521,-1.35760436662229,0.71970923000095,1330263
0.26593148105373,-0.235646242408472,-0.218565856569704,-0.144506452321763,-1.33403116069947,1.13075821350784,2.2661803104101,1364384
0.820177283980831,-0.580902762414357,0.807775093480119,0.398415274521501,0.630035788866653,0.475021081989143,0.554845395347797,1386095
0.358831540600698,-0.908481175066128,-0.983903765643694,-0.0809947408050252,0.826089456023145,-1.54107601782265,0.971453387187094,1458656
-0.0884090564416824,0.181474634724357,-1.30616301143105,1.12333587222391,0.260350053056768,0.545543247259213,0.288660162585214,1485662
0.169967570882524,0.0976203667969705,-0.315553724357595,0.254443162346087,-0.384348245598881,0.673326706668721,0.0357218996020819,1497807
0.874188872477169,-0.633772185974873,0.1891305558462,-0.400284443105829,0.384949092872553,-1.03396651887051,0.565065709874312,1501387
