"mkm10d_ptvper_wavelet.HHH_firstorder_Median_229","mkm10d_ptvper_wavelet.LLL_gldm_LargeDependenceLowGrayLevelEmphasis_228","sub"
0.109467721921727,-0.14917144922443,1085983
-0.134510027081975,-0.174360084287479,1125173
1.35598866663387,-0.0917968129729646,1154608
0.0613168860470656,-0.0905650078941889,1181124
-2.46368399095863,-0.0756935420507189,1183075
-1.78821048745618,0.0301742668472057,1232870
0.213731586420651,-0.164037440918919,1279943
0.432385346884416,-0.115900189029307,1329352
0.1423478079941,-0.155102416210694,1330263
-1.55523654726408,-0.0317963144004101,1364384
1.08940524991629,0.0186236312716534,1386095
-0.379993277331841,-0.175346662778441,1458656
-1.7122319256738,-0.153118861766624,1485662
-1.3469620657054,-0.156582676538567,1497807
1.02481101047176,-0.16057253587919,1501387
-1.27894048635845,-0.0924993031664036,1518948
-0.0392032695815962,-0.135305308363788,1526417
-0.178580184749662,4.64532370908548,1565177
-0.0728595080819605,-0.158868578483559,1606693
0.706989840039128,-0.15533881392769,1612262
1.20301469910744,-0.0937859492283038,1614566
-1.08871919619513,-0.102119594629938,1644034
0.134434458965913,-0.160684260137809,1668599
0.889600122144427,-0.120405753009999,1671370
-0.0758128997260647,-0.122601200366472,1684230
0.345692475858439,-0.026733999477466,1692385
-0.0107116300969538,-0.154035213505129,1720713
-0.336518653815449,-0.16420103273457,1738800
-0.393044614707263,-0.176330734491681,1740845
-0.906786159766311,-0.109708603875064,1742294
-0.138371048316989,0.0683868192105864,1767700
0.191460943097443,-0.162590666499461,1768972
0.718391863170321,0.254081802199418,1889409
0.31149397212653,-0.0847232810388045,1915938
-0.265584782448726,-0.172461185666043,1916742
0.467829246555474,-0.0838591996523323,1919296
0.328576581915948,-0.0959647568125011,1926770
-0.0331526554517819,-0.156977867766518,1938156
-0.571931615823596,-0.146162806246519,1938561
-0.837490408795339,-0.11848713567966,1966316
-0.126189643076761,-0.137456869701193,1967281
-1.05336100500259,-0.0573772084308869,1973544
-0.00485820494620493,-0.117268673751304,1975401
-0.208409875737531,-0.0662817963310058,1976407
0.447006475786664,-0.120227269344596,1978972
0.202183507952989,-0.120963720952093,1979045
0.195419806419316,-0.155280915785986,1979422
0.600304303594513,0.0195691554775391,1980052
0.160481586771519,-0.171696515496116,2001182
1.00574354458473,-0.057915881359196,2002465
0.778292918074524,-0.0986775578224865,2004451
0.211804674250715,-0.118811992143137,2006164
-1.21326921073834,-0.163874347130871,2007309
0.506018363217745,-0.146108543655883,2009915
-1.46651312877811,-0.157501993271601,2010259
0.592734978049846,-0.0478394481944966,2010554
-1.1956084820943,-0.0897168402217141,2026671
0.296302242448556,-0.140342215454688,2033049
-0.098255804600616,-0.17606270836226,2034136
0.904699683981796,-0.105265918357682,2040495
0.952864803611568,-0.00348056753136574,2047354
0.200494057635683,-0.147796333582874,2051378
-0.969340715857511,0.114531297279604,2055667
0.489740723176126,-0.161217140333582,2057358
0.0156594709991757,-0.156396626133566,2059713
-1.62455409114729,-0.0969990348227548,2069079
-0.291804189649217,-0.144067232396465,2070958
0.662106813882527,-0.141314777286407,2072215
-0.357769978872548,-0.149103543966694,2075832
0.0642097137367966,-0.166177208619787,2075846
1.657973099044,-0.140893735112402,2076301
0.14920301120949,-0.151113841053947,2078198
-1.01232181080252,-0.172521024118112,2078899
1.09299446642879,-0.147554533989568,2085349
0.00903104730279759,-0.128415496047342,2086044
-0.046079992108248,-0.156495093830723,2091555
0.147883516989607,-0.147465900804662,2092954
0.0430615749072888,-0.161355519805472,2096627
0.127470880026227,-0.109817428123594,2100050
-0.574235835630125,0.422550994001811,2108003
-0.585657510448551,-0.156926764469076,2109902
0.710676934325575,-0.127358620622998,2110540
1.25833443658193,-0.166787464107163,2116787
0.385589873722332,0.0352869267113153,2119177
0.489296157283106,-0.1368066530845,2131601
0.702572064616729,-0.13010235346263,2132424
-0.104352478859344,-0.175582361028736,2132982
-1.12602594972151,-0.162453868926569,2133204
-1.10417265494241,-0.144335973403599,2133380
0.0422060216927616,-0.161860596227609,2134220
-0.329522795908872,0.251631684888054,2135748
2.65765514232311,-0.135809988725635,2137799
-0.628724539890277,-0.165636710434722,2138375
0.197539880875745,-0.164286852758256,2138678
0.214803507447622,-0.0902870874757588,2139733
1.72385426229701,-0.138560856115716,2141116
-7.38748912245308,-0.103668127490815,2144796
-0.115705099171483,-0.0933546459793093,2145166
0.967270584757171,-0.145262847878886,2145694
-0.0707707430933259,-0.135047791223583,2146138
-0.144464879504743,-0.162066204270526,2151024
0.394856738656532,-0.149955533542933,215131
-0.0691612080513406,-0.070762844967914,2152442
1.17327574847684,-0.0937604266903279,2157529
-0.0837498973948202,-0.0916607634011928,2158101
-0.25023677903275,-0.152705905171034,2158329
-0.323234731822123,-0.0873434816964319,2168082
0.774272078184563,-0.129785245469915,2172217
3.45193389643898,-0.141750816872244,2176530
-0.689749357257868,-0.035182116208789,2176784
-0.879846599119456,-0.111229965174357,2181724
0.089319441489168,0.140118947637425,2183291
0.0755829195481825,-0.163471963510861,2183356
-0.180043402749901,-0.137101133667579,2185290
