"lemd_ptv6_wavelet.LHH_glcm_ClusterShade_227","sub"
-0.695679962361336,1916742
0.564278032640282,1980052
-0.839618547536084,1926770
0.287536328554665,1979045
-0.0973102184756192,2196212
0.00357452746267251,2393207
1.35598258631264,2146138
-0.138279719968046,2228399
2.7933477220838,2144796
0.78988355694779,2234271
0.0334178118631383,2296332
2.34436128841003,1684230
-0.0182749556541483,1720713
0.00317505168686258,2186951
-0.0204205295477945,2439458
0.835875003431086,2135748
0.358969290492681,2141116
-0.0996143046030192,2108003
-0.103999336449699,2006164
-0.13068646149746,308862
0.303752238471755,1085983
0.232369342806162,2004451
-3.56665275647052,2359944
-0.141739083109555,2069079
-0.289956722038221,2059713
0.096017886041752,2294873
0.0632801624396513,2033049
0.127209289533606,1485662
-0.0985935608595833,1526417
0.033145867905427,1386095
0.0849787929945155,983079
0.150012361280944,2132424
0.106183150636198,2138375
-0.302029506760561,2490180
0.271354253323986,2034136
-0.661651620001953,2510402
0.150875462612802,1330263
-0.200184646893453,1768972
0.248902283119389,2306459
0.0643356462191096,2181724
-0.067853106947406,2217034
-0.260472743096679,2218615
0.135676449752288,92173
2.37017758458141,2414406
0.18849058551484,2381907
-0.0879716314865727,2002465
0.642165228082623,2474709
-0.608842537920428,2176530
-3.52952559086343,1279943
-1.29462688136742,1976407
-0.148621426846218,2250836
0.0270954988908887,1915938
1.30087749795069,2133380
0.482241375149582,2271329
0.0826721384221304,2286108
-0.123146495589914,2040495
0.0987295820783669,1125173
0.189273116282464,1767700
-0.331867143968244,2138678
-0.428902237478377,2443354
-2.77306916965094,2234422
-0.0281224264991995,2151024
-0.0259641785557507,2057358
-0.240543526089823,2425694
-0.119758755703854,2500377
-0.139736177463383,2183356
0.604984478629918,2131601
-0.0827125350854982,2152442
0.223059887539964,2306893
-0.164440404187825,2009915
-0.268366421145119,58325
-0.0218307410639468,2395943
-2.82842376774998,2480330
0.0662887135293389,2076301
0.20223300957444,2205389
0.350542584317068,1975401
-0.195892438629054,2250648
0.227564719010763,2185290
-1.3373736909577,2091555
0.263127990310288,1232870
0.980435109134513,2139733
0.291223728803811,2559453
1.01686219410252,1938156
-0.15906669717336,2158101
0.317747100459921,2199403
-0.10547229679054,2430773
-0.0822318266441715,1738800
-0.337644565613197,1565177
-1.89865279275533,1978972
-0.268396106610106,2487135
-0.423872822021168,1612262
0.0984830121116365,2051378
-0.335174376510928,1497807
-0.270756574867535,2026671
0.0799984349844439,2340322
-0.0650569053077888,2293123
0.358969699853942,2395415
0.550832564054824,1966316
-1.32419204132036,1973544
-0.391232482260693,2010259
-1.07912407642242,2145694
0.443206351273979,965005
-0.12955094370835,2096627
2.73395889813435,2047354
-0.0584666111144697,1364384
-0.0188032899858659,2244172
-0.622260544473252,2132982
-0.458705526968617,2134220
0.566784415493336,1889409
0.131169831237553,1938561
0.00578331550485633,2055667
5.82055484635884,2176784
0.758726873446259,923666
0.00901667143994835,2086044
0.676230180745859,2078198
-0.591623720648774,1501387
0.172811278200373,1518948
-0.0569162857102561,1606693
-0.111729857881506,2305115
5.06036736660905,2237571
-0.100134683279615,2285214
-0.0745513808846119,2426863
-0.0680125137295658,1979422
0.114325816369777,2480056
0.680691317461816,1668599
-0.273173996849647,2339674
-0.0311537387197711,2133204
-0.142249360421599,2294852
-0.236978308861705,2445526
-0.969514448135868,2200416
0.327207287315609,2168082
-0.044164363463104,2075846
-0.0431508045351125,215131
-0.648481413683138,2274521
0.110535488454389,277752
0.394704132260376,2078899
-0.0364318478096527,2172217
-1.91158565857201,1614566
0.87530423153927,2100050
0.372089012566748,2183291
-2.82704272776289,2336735
0.0903088907401261,2352038
-0.651450719358279,2305114
-0.0602219783659146,2448298
-2.51655955408376,1329352
0.0527130446243498,1183075
0.171520953837615,2110540
-0.0637810914807694,2070958
-0.118062245075369,2340155
-0.054889121684406,2075832
-1.70895131505023,2498991
0.110685447914801,1919296
-0.0493094424223169,2401405
0.14906665672717,1644034
-0.0558252600914714,2405144
-0.387031528801922,2158329
-0.04058177589437,2319068
-1.09363069910406,2504802
0.207517253173424,2331869
-0.276508502062307,2317120
0.315401138247443,2072215
-0.306915863789069,2228400
-0.122922255733052,2145166
2.30197510757992,1692385
-0.556520369609843,2109902
-2.34658251655446,2219842
0.35730331901262,2520618
-0.331572643168098,2419459
0.194649976815104,2276121
0.940231721679161,2350037
0.360498945204895,2001182
0.323373803170403,2278618
-0.440498856490359,1740845
0.469811625947756,2321962
0.711870493953358,2212664
0.612361427400921,2453577
0.257233625372064,2224150
-0.0299014004437959,1967281
0.498727709873989,1742294
-0.0131179847408039,2488660
0.0067818201684069,2085349
-0.25768609574221,2247869
-0.156507161227782,2157529
-0.238526525740898,2119177
0.244256746944474,2010554
-0.0215442620611332,2493534
0.0810995893386801,2200813
0.146881608458787,2116787
0.214397565138777,2267382
-0.209810498922173,1181124
0.0471663087153958,2137799
0.0189409236866088,1458656
1.28757997847789,2269346
-0.0165471169946259,2092954
0.117249734253267,2007309
-0.466194652137785,1671370
-0.695679962361336,1154608
